super_catalog_id,vendor_id,original_min,original_max,new_min,new_max,original_diff,new_diff
13117000702,1156,211.7016,158.39,156.8061,211.7016,53.31160000000003,54.89550000000003
13117022858,1156,273.8736,223.4,221.166,273.8736,50.473600000000005,52.70760000000001
13117012682,1156,34.155,30.08,29.7792,34.155,4.075000000000003,4.375800000000002
13117012194,1156,99.5544,87.92,87.0408,99.5544,11.6344,12.513599999999997
13117011173,1156,128.9871,103.41,102.3759,128.9871,25.5771,26.611199999999997
13117011180,1156,148.7475,109.72,108.6228,148.7475,39.0275,40.124700000000004
13117011753,1156,145.85670000000002,127.54,126.2646,145.85670000000002,18.31670000000001,19.592100000000016
7501943433359,1156,110.1177,108.02,106.93979999999999,110.1177,2.0977000000000032,3.177900000000008
7501943446052,1156,12.6423,10.25,10.147499999999999,12.6423,2.3923000000000005,2.4948000000000015
7501017375189,1156,54.578700000000005,49.33,48.8367,54.578700000000005,5.248700000000007,5.742000000000004
7501017372751,1156,132.1155,129.61,128.31390000000002,132.1155,2.5054999999999836,3.801599999999979
7501943498907,1156,14.4738,11.74,11.6226,14.4738,2.7338000000000005,2.8512000000000004
7501943441408,1156,60.6276,56.47,55.9053,60.6276,4.157600000000002,4.722300000000004
7501017372737,1156,118.2159,115.96,114.8004,118.2159,2.255900000000011,3.4155000000000086
7506425603251,1156,229.3731,206.43,204.3657,229.3731,22.943099999999987,25.00739999999999
7506425645749,1156,219.5424,219.32,217.1268,219.5424,0.22239999999999327,2.4155999999999835
7501017376995,1156,63.1521,61.95,61.3305,63.1521,1.2020999999999944,1.8215999999999966
7501943431249,1156,14.0778,14.06,13.9194,14.0778,0.017799999999999372,0.15840000000000032
7506425622016,1156,26.2053,26.19,25.9281,26.2053,0.01529999999999987,0.27720000000000056
7501943458574,1156,16.1766,14.12,13.9788,16.1766,2.0566000000000013,2.197800000000001
7509546052632,1156,32.046299999999995,31.33,31.016699999999997,32.046299999999995,0.7162999999999968,1.0295999999999985
7501124820688,1156,936.8271,926.06,916.7994,936.8271,10.767100000000028,20.02769999999998
7501070635572,1156,340.4214,324.06,320.8194,340.4214,16.361400000000003,19.602000000000032
7501070635435,1156,387.4662,368.94,365.2506,387.4662,18.526200000000017,22.215599999999995
7501070635299,1156,241.1046,229.68,227.38320000000002,241.1046,11.424599999999998,13.721399999999988
7503000883404,1156,927.0162,885.23,876.3777,927.0162,41.78620000000001,50.63850000000002
7506246000055,1156,150.48989999999998,150.28,148.7772,150.48989999999998,0.20989999999997622,1.712699999999984
7501463321006,1156,15.7014,15.66,15.5034,15.7014,0.04139999999999944,0.1980000000000004
7501006871715,1156,37.5012,34.42,34.0758,37.5012,3.0811999999999955,3.4253999999999962
7501006842104,1156,327.7395,275.19,272.4381,327.7395,52.54950000000002,55.3014
7501043100564,1156,874.4967,871.64,862.9236,874.4967,2.856700000000046,11.573100000000068
7702018880409,1156,22.5423,22.29,22.0671,22.5423,0.25230000000000175,0.47520000000000095
7501201401106,1156,874.071,837.41,829.0359,874.071,36.66100000000006,45.03510000000006
7502213141356,1156,2380.1976,2017.14,1996.9686000000002,2380.1976,363.05759999999987,383.2289999999998
7501044209815,1156,73.42830000000001,73.29,72.5571,73.42830000000001,0.13830000000000098,0.8712000000000018
7501044209952,1156,20.4237,20.04,19.839599999999997,20.4237,0.38370000000000104,0.584100000000003
7509546072371,1156,52.6383,42.39,41.9661,52.6383,10.2483,10.672200000000004
7509546073118,1156,28.5714,27.7,27.423,28.5714,0.8714000000000013,1.1484000000000023
37836032837,1156,65.0628,60.29,59.6871,65.0628,4.772799999999997,5.375699999999995
7501035919129,1156,44.8272,35.84,35.4816,44.8272,8.987199999999994,9.345599999999997
7501165005280,1156,1126.9467,1093.91,1082.9709,1126.9467,33.03669999999988,43.975799999999936
7501037907681,1156,4106.6091,4076.98,4036.2102,4106.6091,29.629099999999653,70.39889999999968
7501037907636,1156,1638.9054,1629.81,1613.5119,1638.9054,9.095400000000154,25.39350000000013
7501358130140,1156,301.5243,221.05,218.83950000000002,301.5243,80.47429999999997,82.68479999999997
7501328979656,1156,1607.6016,1513.3,1498.167,1607.6016,94.30160000000001,109.43460000000005
7501165011984,1156,2910.4218,2825.16,2796.9084,2910.4218,85.26180000000022,113.51340000000027
