"point_of_sale_id","super_catalog_id","unidades_pedidas","precio_minimo"
1575,"7501015903315",2.000,12.540
1576,"7501015903315",1.000,12.540
1588,"7501015903315",6.000,10.660
1589,"7501015903315",6.000,10.660
1590,"7501015903315",2.000,12.540
2305,"7501015903315",3.000,12.540
1182,"7501015903322",24.000,10.660
1183,"7501015903322",2.000,12.540
1576,"7501015903322",1.000,10.660
1588,"7501015903322",2.000,10.660
1589,"7501015903322",4.000,12.540
1590,"7501015903322",3.000,12.540
1114,"7501015903346",17.000,15.480
1311,"7501015903346",3.000,18.210
1575,"7501015903346",2.000,18.210
1576,"7501015903346",2.000,15.480
1588,"7501015903346",4.000,15.480
1589,"7501015903346",5.000,18.210
1590,"7501015903346",3.000,18.210
1599,"7501015903346",2.000,15.480
2154,"7501015903346",2.000,15.480
1291,"7501015936054",3.000,62.520
721,"7501017360789",4.000,13.700
1102,"7501017360789",1.000,13.700
1114,"7501017360789",3.000,13.550
1170,"7501017360789",1.000,13.700
1824,"7501017360789",6.000,13.700
2269,"7501017360789",2.000,13.700
1114,"7501017361113",3.000,38.760
1170,"7501017361113",2.000,38.000
1291,"7501017361113",10.000,38.000
1588,"7501017361113",5.000,38.000
1589,"7501017361113",2.000,38.000
1590,"7501017361113",2.000,38.000
1679,"7501017361113",6.000,36.190
1681,"7501017361113",3.000,38.000
2075,"7501017361113",7.000,38.000
2138,"7501017361113",5.000,38.000
2139,"7501017361113",1.000,38.000
2237,"7501017361113",7.000,38.000
2274,"7501017361113",1.000,38.000
1448,"7501017362998",1.000,21.030
1572,"7501017362998",2.000,26.290
1588,"7501017362998",1.000,26.290
1599,"7501017362998",2.000,26.290
1679,"7501017362998",2.000,26.290
2087,"7501017362998",1.000,26.290
2139,"7501017362998",2.000,21.030
2269,"7501017362998",2.000,26.290
1114,"7501017364558",2.000,22.780
1170,"7501017364558",1.000,23.020
1183,"7501017364558",1.000,23.020
1192,"7501017364558",21.000,23.020
1576,"7501017364558",3.000,23.020
2087,"7501017364558",10.000,23.020
724,"7501017366316",3.000,70.400
725,"7501017366316",1.000,70.400
1170,"7501017366316",5.000,72.580
1182,"7501017366316",12.000,70.400
1588,"7501017366316",4.000,72.580
1589,"7501017366316",2.000,72.580
1590,"7501017366316",10.000,65.320
1741,"7501017366316",5.000,72.580
1114,"7501017367337",2.000,35.900
1192,"7501017367337",15.000,35.900
1311,"7501017367337",1.000,35.900
1575,"7501017367337",1.000,35.900
1588,"7501017367337",6.000,35.900
1589,"7501017367337",7.000,35.900
1590,"7501017367337",5.000,35.900
1601,"7501017367337",5.000,35.900
1680,"7501017367337",2.000,35.900
2075,"7501017367337",3.000,35.900
722,"7501017367498",4.000,39.540
1114,"7501017367498",8.000,38.350
1170,"7501017367498",6.000,39.540
1291,"7501017367498",5.000,39.540
1311,"7501017367498",15.000,38.250
1320,"7501017367498",5.000,39.540
1448,"7501017367498",5.000,38.350
1572,"7501017367498",1.000,39.540
1575,"7501017367498",1.000,38.350
1576,"7501017367498",1.000,38.350
1577,"7501017367498",1.000,39.540
1588,"7501017367498",2.000,39.540
1589,"7501017367498",5.000,39.540
1590,"7501017367498",6.000,39.540
1601,"7501017367498",3.000,39.540
1748,"7501017367498",2.000,39.540
2075,"7501017367498",21.000,38.540
2138,"7501017367498",2.000,38.350
1102,"7501017371198",1.000,13.110
1114,"7501017371198",3.000,14.410
1824,"7501017371198",2.000,14.570
2269,"7501017371198",2.000,14.570
1589,"7501017372737",1.000,119.410
1590,"7501017372737",8.000,119.410
1748,"7501017372737",2.000,119.410
1749,"7501017372737",4.000,107.470
1590,"7501017372751",2.000,120.100
1650,"7501017372751",2.000,133.450
1741,"7501017372751",3.000,133.450
1748,"7501017372751",6.000,133.450
1749,"7501017372751",2.000,120.100
1750,"7501017372751",4.000,120.100
1170,"7501017372775",3.000,154.490
1291,"7501017372775",5.000,131.320
1421,"7501017372775",1.000,154.490
1588,"7501017372775",5.000,154.490
1589,"7501017372775",1.000,154.490
1590,"7501017372775",3.000,154.490
1650,"7501017372775",2.000,154.490
1741,"7501017372775",4.000,154.490
1749,"7501017372775",2.000,154.490
725,"7501017375189",2.000,55.130
1590,"7501017375189",3.000,55.130
1572,"7501017376971",1.000,53.820
1590,"7501017376971",2.000,48.440
1750,"7501017376971",2.000,52.320
724,"7501017376995",2.000,61.880
1588,"7501017376995",1.000,63.790
1590,"7501017376995",5.000,63.790
1741,"7501017376995",6.000,63.790
1748,"7501017376995",2.000,63.790
1749,"7501017376995",2.000,63.790
1750,"7501017376995",11.000,63.790
1114,"7501019002007",4.000,27.200
1291,"7501019002007",5.000,25.580
1588,"7501019002007",9.000,23.530
1589,"7501019002007",2.000,24.300
1590,"7501019002007",6.000,23.530
1749,"7501019002007",2.000,25.580
2269,"7501019002007",2.000,25.580
1114,"7501019002014",2.000,26.890
1291,"7501019002014",5.000,28.310
1588,"7501019002014",5.000,28.310
1589,"7501019002014",9.000,26.890
1590,"7501019002014",2.000,26.890
1170,"7501019002069",2.000,29.590
1291,"7501019002069",5.000,29.590
1448,"7501019002069",2.000,29.590
1590,"7501019002069",4.000,28.110
1680,"7501019002069",3.000,29.590
1681,"7501019002069",4.000,29.590
1741,"7501019002069",5.000,25.850
2138,"7501019002069",5.000,28.110
2154,"7501019002069",5.000,29.590
2075,"7501019003103",10.000,29.340
1320,"7501019006074",8.000,17.520
1588,"7501019006074",2.000,17.520
1589,"7501019006074",3.000,16.640
2138,"7501019006074",1.000,17.520
722,"7501019006104",20.000,13.940
1170,"7501019006104",1.000,13.940
1679,"7501019006104",6.000,13.940
2087,"7501019006104",22.000,13.940
1102,"7501019006296",5.000,24.170
1422,"7501019006296",1.000,24.170
1446,"7501019006296",1.000,24.170
1590,"7501019006296",5.000,24.170
2138,"7501019006296",6.000,22.960
2139,"7501019006296",4.000,24.170
2154,"7501019006296",5.000,24.170
722,"7501019006319",3.000,33.050
1291,"7501019006319",5.000,33.050
1588,"7501019006319",6.000,34.070
1589,"7501019006319",16.000,31.340
1590,"7501019006319",9.000,31.340
1650,"7501019006319",3.000,34.070
1748,"7501019006319",2.000,34.070
1749,"7501019006319",2.000,34.070
1750,"7501019006319",7.000,30.940
2089,"7501019006319",5.000,34.070
2154,"7501019006319",5.000,34.070
2269,"7501019006319",2.000,34.070
2278,"7501019006319",2.000,34.070
721,"7501019006371",3.000,17.030
725,"7501019006371",5.000,17.030
1098,"7501019006371",1.000,18.510
1100,"7501019006371",1.000,17.710
1102,"7501019006371",1.000,18.510
1170,"7501019006371",10.000,17.030
1183,"7501019006371",2.000,17.030
1192,"7501019006371",10.000,18.500
1238,"7501019006371",1.000,18.510
1278,"7501019006371",19.000,17.030
1291,"7501019006371",10.000,17.030
1415,"7501019006371",1.000,18.510
1448,"7501019006371",12.000,18.510
1572,"7501019006371",4.000,17.580
1590,"7501019006371",8.000,17.030
1749,"7501019006371",2.000,18.510
1750,"7501019006371",1.000,17.030
2087,"7501019006371",10.000,18.510
2237,"7501019006371",5.000,18.510
2269,"7501019006371",2.000,18.510
1320,"7501019006388",5.000,35.740
1589,"7501019006388",14.000,32.880
1590,"7501019006388",1.000,35.740
1599,"7501019006388",4.000,35.740
1170,"7501019006418",8.000,27.250
1590,"7501019006418",4.000,29.620
1741,"7501019006418",4.000,27.250
721,"7501019006609",5.000,31.840
724,"7501019006609",2.000,32.230
725,"7501019006609",5.000,32.230
1170,"7501019006609",2.000,32.230
1183,"7501019006609",3.000,29.650
1679,"7501019006609",1.000,30.620
1680,"7501019006609",1.000,32.230
1682,"7501019006609",3.000,30.620
1749,"7501019006609",4.000,29.170
1114,"7501019006623",1.000,26.890
1238,"7501019006623",7.000,24.740
1291,"7501019006623",15.000,26.890
1320,"7501019006623",10.000,26.890
1421,"7501019006623",5.000,26.890
1576,"7501019006623",12.000,24.740
1590,"7501019006623",12.000,24.740
1599,"7501019006623",3.000,24.740
1679,"7501019006623",2.000,26.890
1681,"7501019006623",1.000,25.240
1748,"7501019006623",4.000,26.890
1749,"7501019006623",6.000,24.120
2063,"7501019006623",6.000,26.890
2154,"7501019006623",10.000,26.890
2237,"7501019006623",5.000,26.890
721,"7501019006647",6.000,32.320
1100,"7501019006647",1.000,30.920
1101,"7501019006647",1.000,32.320
1102,"7501019006647",2.000,32.320
1114,"7501019006647",12.000,29.730
1170,"7501019006647",10.000,29.730
1192,"7501019006647",12.000,32.320
1291,"7501019006647",10.000,29.730
1478,"7501019006647",3.000,32.320
1572,"7501019006647",2.000,32.320
1575,"7501019006647",3.000,29.730
1576,"7501019006647",3.000,32.320
1577,"7501019006647",2.000,29.730
1589,"7501019006647",14.000,29.730
1590,"7501019006647",19.000,29.730
1680,"7501019006647",1.000,32.320
1682,"7501019006647",1.000,30.330
1749,"7501019006647",7.000,29.360
1750,"7501019006647",1.000,32.320
2075,"7501019006647",10.000,29.000
2237,"7501019006647",3.000,32.320
2278,"7501019006647",2.000,32.320
721,"7501019006654",10.000,37.630
1102,"7501019006654",1.000,38.090
1114,"7501019006654",3.000,33.990
1170,"7501019006654",1.000,38.090
1278,"7501019006654",3.000,35.040
1291,"7501019006654",5.000,36.440
1320,"7501019006654",10.000,38.090
1422,"7501019006654",1.000,38.090
1572,"7501019006654",3.000,36.950
1588,"7501019006654",11.000,35.040
1590,"7501019006654",10.000,35.040
1599,"7501019006654",3.000,35.040
1610,"7501019006654",2.000,38.090
1650,"7501019006654",2.000,38.090
1681,"7501019006654",1.000,35.740
1741,"7501019006654",5.000,35.040
1749,"7501019006654",3.000,35.040
1750,"7501019006654",3.000,34.160
1170,"7501019006692",1.000,66.980
1182,"7501019006692",12.000,60.260
1575,"7501019006692",2.000,73.330
1680,"7501019006692",1.000,71.920
1748,"7501019006692",2.000,62.990
1749,"7501019006692",3.000,70.510
1320,"7501019007033",5.000,24.360
1238,"7501019007606",1.000,19.390
1320,"7501019007606",5.000,19.390
1448,"7501019007606",6.000,19.390
1749,"7501019007606",5.000,18.420
2096,"7501019007606",10.000,14.870
1291,"7501019030048",5.000,95.430
1572,"7501019030048",2.000,92.570
1588,"7501019030048",2.000,106.660
1610,"7501019030048",6.000,112.270
2087,"7501019030048",15.000,112.270
2138,"7501019030048",2.000,106.660
2139,"7501019030048",1.000,108.900
1741,"7501019030291",2.000,26.140
1415,"7501019030321",1.000,28.940
1741,"7501019030321",2.000,28.940
2087,"7501019030321",12.000,28.940
2237,"7501019030321",3.000,28.940
721,"7501019031137",5.000,10.200
722,"7501019031137",8.000,10.740
1572,"7501019031137",3.000,10.740
1588,"7501019031144",1.000,9.020
1589,"7501019031144",3.000,9.020
1590,"7501019031144",1.000,9.020
2139,"7501019031144",2.000,8.570
2269,"7501019031144",2.000,9.020
1102,"7501019032417",1.000,35.190
1415,"7501019032417",1.000,35.190
1445,"7501019032417",2.000,30.970
1572,"7501019032417",2.000,35.190
1577,"7501019032417",1.000,32.370
1588,"7501019032417",1.000,35.190
1589,"7501019032417",8.000,30.970
1590,"7501019032417",7.000,30.970
2138,"7501019032417",2.000,32.370
2269,"7501019032417",2.000,35.190
721,"7501019032424",3.000,35.330
1098,"7501019032424",1.000,35.330
1102,"7501019032424",1.000,35.330
1170,"7501019032424",1.000,35.330
1182,"7501019032424",12.000,35.330
1278,"7501019032424",8.000,32.500
1448,"7501019032424",2.000,35.330
1590,"7501019032424",6.000,32.500
2087,"7501019032424",5.000,32.500
2269,"7501019032424",2.000,35.330
1097,"7501019032455",1.000,14.580
1192,"7501019032455",30.000,13.410
1291,"7501019032455",3.000,14.580
1577,"7501019032455",1.000,14.580
1599,"7501019032455",6.000,14.580
2138,"7501019032455",1.000,14.580
2269,"7501019032455",3.000,14.580
2305,"7501019032455",2.000,14.580
1114,"7501019034558",2.000,30.820
1291,"7501019034558",2.000,30.820
1750,"7501019034558",2.000,29.480
2278,"7501019034558",3.000,30.820
1170,"7501019035333",2.000,72.670
1572,"7501019035333",6.000,72.670
1575,"7501019035333",3.000,72.670
1576,"7501019035333",4.000,72.670
1741,"7501019035333",4.000,66.860
1748,"7501019035333",3.000,66.860
1749,"7501019035333",4.000,66.860
1291,"7501019035876",5.000,11.710
1170,"7501019036422",1.000,35.880
1291,"7501019036422",3.000,35.880
1572,"7501019036422",2.000,31.570
1575,"7501019036422",2.000,35.880
1577,"7501019036422",2.000,31.570
1590,"7501019036422",7.000,35.880
1741,"7501019036422",6.000,29.680
2078,"7501019036422",8.000,35.880
1114,"7501019036439",1.000,33.500
1415,"7501019036439",1.000,33.500
1575,"7501019036439",5.000,33.500
1576,"7501019036439",2.000,29.480
1588,"7501019036439",3.000,29.480
1589,"7501019036439",6.000,29.480
2075,"7501019036439",5.000,33.500
1097,"7501019036590",1.000,40.130
1102,"7501019036590",2.000,40.130
1741,"7501019036590",2.000,36.920
1748,"7501019036590",3.000,40.130
1170,"7501019036620",1.000,27.990
1291,"7501019036620",15.000,25.750
1320,"7501019036620",5.000,27.990
1422,"7501019036620",1.000,27.990
1588,"7501019036620",12.000,25.750
1589,"7501019036620",17.000,25.750
1590,"7501019036620",8.000,25.750
1599,"7501019036620",3.000,27.990
1741,"7501019036620",6.000,25.750
1748,"7501019036620",2.000,27.990
1749,"7501019036620",2.000,27.990
2075,"7501019036620",5.000,21.400
2138,"7501019036620",6.000,27.990
2139,"7501019036620",6.000,26.590
2154,"7501019036620",2.000,27.990
1170,"7501019036651",3.000,26.490
1575,"7501019036651",3.000,26.490
1601,"7501019036651",9.000,26.490
1750,"7501019036651",1.000,26.490
1114,"7501019036682",8.000,18.780
1291,"7501019036682",5.000,18.780
1599,"7501019036682",4.000,18.780
1575,"7501019036996",3.000,25.310
1448,"7501019037993",3.000,51.910
1576,"7501019037993",1.000,56.420
1601,"7501019037993",3.000,45.140
2119,"7501019037993",1.000,56.420
2269,"7501019037993",8.000,56.420
1445,"7501019038198",1.000,56.420
1601,"7501019038198",3.000,51.910
2119,"7501019038198",1.000,45.140
1114,"7501019039355",2.000,44.530
1238,"7501019039355",2.000,50.600
1311,"7501019039355",7.000,50.600
1572,"7501019039355",1.000,44.530
1575,"7501019039355",1.000,50.600
1577,"7501019039355",1.000,50.600
1588,"7501019039355",2.000,44.530
1589,"7501019039355",1.000,44.530
1590,"7501019039355",2.000,50.600
1601,"7501019039355",2.000,50.600
2138,"7501019039355",1.000,50.600
2139,"7501019039355",1.000,50.600
1741,"7501019040290",1.000,47.220
1114,"7501019040306",1.000,47.780
1192,"7501019040306",6.000,50.300
1576,"7501019040306",1.000,50.300
1601,"7501019040351",13.000,28.270
1114,"7501019040641",6.000,55.220
1588,"7501019040641",7.000,55.220
1589,"7501019040641",3.000,55.220
1590,"7501019040641",4.000,57.020
1680,"7501019040641",1.000,60.020
1741,"7501019040641",2.000,60.020
2237,"7501019040641",3.000,57.020
1170,"7501019040719",5.000,62.050
1291,"7501019040719",20.000,60.090
1575,"7501019040719",6.000,60.090
1576,"7501019040719",5.000,60.090
1748,"7501019040719",2.000,65.320
1415,"7501019040887",1.000,34.320
1575,"7501019040887",3.000,31.570
1576,"7501019040887",3.000,31.570
1577,"7501019040887",4.000,31.570
1590,"7501019040887",21.000,31.570
2138,"7501019040887",10.000,25.570
2139,"7501019040887",14.000,25.570
2237,"7501019040887",2.000,34.320
1590,"7501019043567",1.000,17.240
724,"7501019050022",3.000,33.030
1114,"7501019050022",2.000,34.760
1448,"7501019050022",4.000,38.860
1575,"7501019050022",3.000,33.030
1576,"7501019050022",3.000,36.920
1588,"7501019050022",1.000,40.060
1291,"7501019050473",5.000,45.280
1448,"7501019050473",6.000,45.280
1575,"7501019050473",2.000,45.280
1588,"7501019050473",1.000,46.680
1590,"7501019050473",2.000,44.350
1681,"7501019050473",1.000,46.680
1682,"7501019050473",12.000,39.680
2087,"7501019050473",58.000,39.680
2269,"7501019050473",2.000,39.680
2305,"7501019050473",3.000,39.680
2075,"7501019050671",10.000,18.400
1114,"7501019051043",1.000,117.660
1588,"7501019051043",1.000,132.830
1589,"7501019051043",1.000,132.830
1610,"7501019051043",10.000,132.830
2087,"7501019051043",38.000,126.190
2138,"7501019051043",2.000,128.850
2139,"7501019051043",2.000,122.400
1588,"7501019051098",6.000,32.010
1601,"7501019051098",7.000,28.640
2075,"7501019051098",5.000,28.640
2078,"7501019051098",15.000,33.690
2138,"7501019051098",3.000,32.010
2139,"7501019051098",2.000,33.690
722,"7501019051104",1.000,45.380
724,"7501019051104",2.000,45.380
1182,"7501019051104",5.000,45.380
1448,"7501019051104",14.000,45.380
1572,"7501019051104",2.000,45.380
1575,"7501019051104",3.000,45.380
1576,"7501019051104",3.000,45.380
1588,"7501019051104",3.000,55.040
1590,"7501019051104",1.000,55.040
1679,"7501019051104",35.000,50.780
1680,"7501019051104",1.000,55.040
1790,"7501019051104",3.000,55.040
2075,"7501019051104",5.000,55.040
2087,"7501019051104",10.000,55.040
2089,"7501019051104",10.000,55.040
2138,"7501019051104",1.000,55.040
2139,"7501019051104",7.000,52.290
722,"7501019051159",3.000,140.220
1097,"7501019051159",2.000,144.560
1291,"7501019051159",10.000,144.560
1590,"7501019051159",5.000,122.880
1610,"7501019051159",4.000,115.650
1748,"7501019051159",2.000,144.560
1749,"7501019051159",1.000,144.560
2075,"7501019051159",2.000,122.880
2087,"7501019051159",10.000,144.560
2136,"7501019051159",1.000,144.560
2138,"7501019051159",5.000,144.560
2269,"7501019051159",1.000,122.880
1102,"7501019051166",2.000,119.070
1170,"7501019051166",6.000,119.340
1182,"7501019051166",6.000,144.690
1192,"7501019051166",20.000,149.170
1291,"7501019051166",15.000,126.790
1588,"7501019051166",2.000,119.340
1589,"7501019051166",3.000,149.170
1590,"7501019051166",4.000,119.340
1610,"7501019051166",7.000,119.340
1741,"7501019051166",2.000,149.170
1749,"7501019051166",2.000,149.170
2087,"7501019051166",20.000,119.340
2138,"7501019051166",9.000,119.340
2269,"7501019051166",1.000,126.790
1102,"7501019051401",1.000,100.730
1114,"7501019051401",4.000,85.620
1182,"7501019051401",17.000,85.620
1278,"7501019051401",1.000,100.730
1291,"7501019051401",10.000,104.760
1422,"7501019051401",1.000,104.760
1448,"7501019051401",2.000,100.730
1588,"7501019051401",1.000,100.730
1590,"7501019051401",1.000,85.620
2087,"7501019051401",36.000,95.690
2139,"7501019051401",1.000,104.760
2237,"7501019051401",3.000,100.730
1097,"7501019051517",1.000,123.810
1182,"7501019051517",17.000,134.620
1291,"7501019051517",16.000,126.790
1448,"7501019051517",2.000,124.110
1749,"7501019051517",3.000,149.170
2087,"7501019051517",5.000,149.170
2089,"7501019051517",2.000,149.170
2154,"7501019051517",2.000,149.170
2269,"7501019051517",1.000,126.790
1114,"7501019051524",1.000,130.460
1170,"7501019051524",1.000,122.880
1182,"7501019051524",6.000,140.220
1291,"7501019051524",5.000,144.560
1679,"7501019051524",8.000,113.120
1680,"7501019051524",1.000,123.860
1681,"7501019051524",2.000,123.860
2087,"7501019051524",10.000,144.560
2154,"7501019051524",2.000,144.560
2269,"7501019051524",1.000,122.880
1291,"7501019051630",10.000,96.730
1320,"7501019051630",4.000,96.730
1320,"7501019051647",6.000,112.680
1610,"7501019051647",4.000,112.680
2087,"7501019051647",10.000,112.680
724,"7501019052392",1.000,111.970
1291,"7501019052392",5.000,131.730
1589,"7501019052392",1.000,125.140
1680,"7501019052408",3.000,116.930
1170,"7501019052699",1.000,100.880
1182,"7501019052699",10.000,85.750
1741,"7501019052699",3.000,85.750
1170,"7501019052705",1.000,100.880
1445,"7501019052705",1.000,100.880
1572,"7501019052705",2.000,100.880
2087,"7501019052705",6.000,85.750
1448,"7501019053252",2.000,144.560
1588,"7501019053252",1.000,144.560
1590,"7501019053252",1.000,144.560
1610,"7501019053252",26.000,115.650
1790,"7501019053252",10.000,122.880
2237,"7501019053252",2.000,144.560
1114,"7501019053269",4.000,126.790
1182,"7501019053269",12.000,149.170
1291,"7501019053269",10.000,149.170
1588,"7501019053269",9.000,119.340
1589,"7501019053269",1.000,149.170
1590,"7501019053269",1.000,149.170
1610,"7501019053269",10.000,119.340
2138,"7501019053269",2.000,149.170
1182,"7501019053276",11.000,95.430
1291,"7501019053276",5.000,112.270
1576,"7501019053276",4.000,106.660
1681,"7501019053276",2.000,92.620
2154,"7501019053276",2.000,112.270
1448,"7501019053283",10.000,112.910
1588,"7501019053283",4.000,132.830
1590,"7501019053283",25.000,112.910
1610,"7501019053283",38.000,126.190
2087,"7501019053283",10.000,132.830
2139,"7501019053283",2.000,126.190
2237,"7501019053283",2.000,132.830
1291,"7501019053870",3.000,48.130
1575,"7501019053870",2.000,40.910
1577,"7501019053870",2.000,48.130
1588,"7501019053870",1.000,48.130
1679,"7501019053870",12.000,48.130
1681,"7501019053870",8.000,40.910
2075,"7501019053870",5.000,47.440
2139,"7501019053870",2.000,40.910
1415,"7501019068515",1.000,20.080
1572,"7501019068515",1.000,20.080
1589,"7501019068515",2.000,19.080
1741,"7501019068515",2.000,20.890
1170,"7501019068713",8.000,10.390
1182,"7501019068713",10.000,11.290
1448,"7501019068713",12.000,10.730
1572,"7501019068713",2.000,11.290
1749,"7501019068713",4.000,11.290
1097,"7501019068911",1.000,23.820
1102,"7501019068911",4.000,23.530
1170,"7501019068911",1.000,23.820
1278,"7501019068911",2.000,23.820
1415,"7501019068911",1.000,23.820
1589,"7501019068911",6.000,22.630
1679,"7501019068911",1.000,23.820
2075,"7501019068911",10.000,23.820
1170,"7501020604894",4.000,28.460
1590,"7501020604894",1.000,28.460
1183,"7501020604900",3.000,43.970
1278,"7501020604900",1.000,43.970
1590,"7501020604900",1.000,43.970
1601,"7501020604900",2.000,43.970
1102,"7501020604931",4.000,25.870
1422,"7501020604931",3.000,24.140
1590,"7501020604931",3.000,25.870
1601,"7501020604931",6.000,25.870
1679,"7501020604931",11.000,25.870
1682,"7501020604931",5.000,24.140
1601,"7501020605815",7.000,20.360
1097,"7501020605921",1.000,11.710
1590,"7501020606416",1.000,38.250
1238,"7501020612011",5.000,8.410
1590,"7501020626018",4.000,21.600
1681,"7501020626025",4.000,44.750
1114,"7501020626124",3.000,32.410
1741,"7501020626124",2.000,32.410
1748,"7501020626124",1.000,32.410
1114,"7501020626155",2.000,18.520
1588,"7501020626155",5.000,18.520
2139,"7501020626155",6.000,18.520
1291,"7501020627015",5.000,15.860
1572,"7501020627015",1.000,15.860
2087,"7501020627015",15.000,8.750
1679,"7501020670349",1.000,51.310
1681,"7501020670349",1.000,51.310
721,"7501022101155",1.000,144.960
1113,"7501022101155",2.000,131.920
1114,"7501022101155",1.000,144.960
1182,"7501022101155",6.000,144.960
1311,"7501022101155",2.000,140.250
1320,"7501022101155",2.000,129.770
1477,"7501022101155",1.000,144.960
1501,"7501022101155",1.000,159.230
1517,"7501022101155",1.000,144.960
1518,"7501022101155",1.000,144.960
1519,"7501022101155",4.000,144.960
1575,"7501022101155",1.000,144.960
1576,"7501022101155",1.000,144.960
1616,"7501022101155",1.000,144.960
1679,"7501022101155",17.000,144.960
1680,"7501022101155",7.000,144.960
1681,"7501022101155",4.000,144.960
1682,"7501022101155",3.000,144.960
1696,"7501022101155",1.000,144.960
1750,"7501022101155",3.000,144.960
2136,"7501022101155",1.000,123.180
2199,"7501022101155",1.000,144.960
2220,"7501022101155",50.000,109.700
1477,"7501022101193",1.000,274.000
1527,"7501022101193",2.000,274.000
1679,"7501022101193",2.000,274.000
1681,"7501022101193",1.000,274.000
1114,"7501022101209",1.000,37.250
1182,"7501022101209",10.000,37.250
1311,"7501022101209",1.000,37.250
1320,"7501022101209",7.000,37.250
1501,"7501022101209",4.000,37.090
1527,"7501022101209",1.000,37.090
1682,"7501022101209",2.000,37.250
1720,"7501022101209",3.000,37.250
1741,"7501022101209",6.000,31.700
1748,"7501022101209",7.000,31.700
1749,"7501022101209",6.000,31.700
1750,"7501022101209",9.000,31.700
2063,"7501022101209",6.000,54.650
2075,"7501022101209",7.000,31.650
2138,"7501022101209",1.000,37.250
2139,"7501022101209",2.000,37.250
2274,"7501022101209",2.000,32.300
2277,"7501022101209",4.000,37.250
1113,"7501022101360",10.000,54.920
1170,"7501022101360",3.000,93.250
1182,"7501022101360",2.000,98.430
1238,"7501022101360",2.000,98.430
1265,"7501022101360",48.000,77.800
1291,"7501022101360",8.000,98.430
1445,"7501022101360",2.000,98.430
1477,"7501022101360",3.000,98.430
1517,"7501022101360",4.000,98.430
1527,"7501022101360",3.000,75.500
1572,"7501022101360",1.000,98.430
1575,"7501022101360",1.000,98.430
1576,"7501022101360",1.000,98.430
1588,"7501022101360",6.000,98.430
1590,"7501022101360",2.000,98.430
1673,"7501022101360",10.000,98.430
1679,"7501022101360",4.000,98.430
1680,"7501022101360",1.000,98.430
1681,"7501022101360",4.000,98.430
1788,"7501022101360",10.000,98.430
2138,"7501022101360",1.000,89.250
2139,"7501022101360",2.000,89.250
2147,"7501022101360",3.000,98.430
2220,"7501022101360",25.000,73.990
1311,"7501022101681",1.000,467.150
1477,"7501022101681",1.000,467.150
1517,"7501022101681",1.000,467.150
1575,"7501022101681",2.000,467.150
1601,"7501022101681",1.000,481.600
1673,"7501022101681",3.000,467.150
1679,"7501022101681",16.000,481.600
1680,"7501022101681",2.000,481.600
1681,"7501022101681",1.000,481.600
1097,"7501022101933",1.000,460.690
1311,"7501022101933",4.000,460.690
1477,"7501022101933",1.000,472.500
1589,"7501022101933",2.000,472.500
1590,"7501022101933",1.000,472.500
1610,"7501022101933",2.000,472.500
1679,"7501022101933",9.000,460.690
1680,"7501022101933",3.000,460.690
1681,"7501022101933",5.000,472.500
2277,"7501022101933",1.000,472.500
1170,"7501022102657",1.000,33.280
1590,"7501022102657",2.000,33.280
2138,"7501022102657",1.000,33.280
2237,"7501022102657",3.000,33.280
1311,"7501022102756",5.000,31.310
1588,"7501022102756",1.000,31.310
1741,"7501022102756",4.000,31.310
1748,"7501022102756",4.000,31.310
1750,"7501022102756",6.000,31.310
1291,"7501022102909",3.000,69.540
2138,"7501022102909",2.000,69.540
1114,"7501022103111",2.000,24.610
1170,"7501022103111",4.000,24.610
1182,"7501022103111",5.000,24.610
1291,"7501022103111",5.000,24.610
1320,"7501022103111",1.000,24.610
1577,"7501022103111",1.000,24.610
1590,"7501022103111",1.000,24.610
1748,"7501022103111",4.000,24.610
1749,"7501022103111",5.000,24.610
1750,"7501022103111",7.000,24.610
2078,"7501022103111",4.000,24.610
2087,"7501022103111",5.000,23.570
2138,"7501022103111",4.000,24.610
722,"7501022103166",2.000,50.150
1291,"7501022103166",9.000,50.150
1311,"7501022103166",2.000,52.960
1590,"7501022103166",6.000,53.500
1650,"7501022103166",24.000,53.500
1748,"7501022103166",3.000,57.780
1750,"7501022103166",3.000,57.780
2138,"7501022103166",4.000,49.110
2139,"7501022103166",1.000,49.110
1170,"7501022103173",2.000,71.820
1311,"7501022103173",4.000,71.820
1575,"7501022103173",1.000,71.820
1588,"7501022103173",2.000,71.820
1590,"7501022103173",8.000,71.820
1679,"7501022103173",3.000,68.800
1680,"7501022103173",1.000,71.820
2237,"7501022103173",3.000,71.820
1590,"7501022103784",1.000,49.810
1170,"7501022104217",2.000,46.950
1182,"7501022104217",7.000,45.620
1192,"7501022104217",10.000,45.620
1311,"7501022104217",1.000,46.830
1320,"7501022104217",2.000,46.950
1448,"7501022104217",4.000,46.950
1572,"7501022104217",1.000,46.950
1576,"7501022104217",2.000,46.950
1588,"7501022104217",1.000,46.950
1589,"7501022104217",1.000,46.950
1590,"7501022104217",2.000,46.950
1601,"7501022104217",9.000,46.950
1616,"7501022104217",13.000,45.620
1650,"7501022104217",1.000,46.950
1679,"7501022104217",6.000,45.780
1681,"7501022104217",1.000,46.830
1682,"7501022104217",2.000,45.780
1741,"7501022104217",8.000,46.950
1748,"7501022104217",8.000,46.950
1749,"7501022104217",3.000,46.950
