"point_of_sale_id","super_catalog_id","unidades_pedidas","precio_minimo"
1291,"7501165007956",2.000,879.610
1311,"7501165007956",2.000,846.620
1572,"7501165007956",1.000,879.610
1610,"7501165007956",5.000,879.610
1679,"7501165007956",7.000,846.620
1680,"7501165007956",6.000,846.620
1681,"7501165007956",2.000,846.620
1113,"7501165008892",3.000,108.620
1291,"7501165008892",2.000,109.240
1311,"7501165008892",7.000,109.240
1527,"7501165008892",5.000,109.240
1610,"7501165008892",4.000,109.240
1679,"7501165008892",2.000,109.240
1741,"7501165008892",2.000,108.620
1748,"7501165008892",1.000,108.620
2063,"7501165008892",1.000,108.620
2139,"7501165008892",1.000,109.240
1517,"7501165008953",3.000,998.750
1601,"7501165008953",1.000,998.750
1616,"7501165008953",2.000,998.750
1679,"7501165008953",4.000,965.820
1681,"7501165008953",3.000,965.820
2119,"7501165008953",2.000,998.750
1291,"7501165008960",1.000,759.240
1673,"7501165008960",18.000,732.370
1679,"7501165008960",3.000,732.370
725,"7501165009486",1.000,55.030
1102,"7501165009486",1.000,65.050
1113,"7501165009486",10.000,55.030
1170,"7501165009486",7.000,55.030
1182,"7501165009486",3.000,55.030
1238,"7501165009486",4.000,55.030
1291,"7501165009486",22.000,55.030
1311,"7501165009486",4.000,65.050
1519,"7501165009486",2.000,55.030
1572,"7501165009486",2.000,55.030
1575,"7501165009486",2.000,55.030
1576,"7501165009486",2.000,55.030
1588,"7501165009486",6.000,55.030
1590,"7501165009486",1.000,65.710
1601,"7501165009486",8.000,55.030
1616,"7501165009486",1.000,55.030
1650,"7501165009486",1.000,65.710
1673,"7501165009486",128.000,55.700
1679,"7501165009486",18.000,65.050
1680,"7501165009486",6.000,64.470
1681,"7501165009486",5.000,65.050
1682,"7501165009486",5.000,65.050
1748,"7501165009486",4.000,55.030
1749,"7501165009486",2.000,55.030
1750,"7501165009486",2.000,55.030
2063,"7501165009486",1.000,55.030
2119,"7501165009486",1.000,55.030
2138,"7501165009486",5.000,55.030
2139,"7501165009486",1.000,55.030
2199,"7501165009486",2.000,55.030
1170,"7501165009523",5.000,55.030
1291,"7501165009523",2.000,60.750
1311,"7501165009523",3.000,65.710
1519,"7501165009523",3.000,55.030
1575,"7501165009523",1.000,65.710
1577,"7501165009523",1.000,55.030
1588,"7501165009523",1.000,55.030
1590,"7501165009523",1.000,65.710
1616,"7501165009523",2.000,55.030
1673,"7501165009523",63.000,55.700
1679,"7501165009523",8.000,64.470
1680,"7501165009523",1.000,65.710
1681,"7501165009523",1.000,65.710
1741,"7501165009523",2.000,55.030
1750,"7501165009523",1.000,55.030
2063,"7501165009523",6.000,55.030
2075,"7501165009523",3.000,54.000
2119,"7501165009523",2.000,55.030
2138,"7501165009523",2.000,55.030
2199,"7501165009523",1.000,65.710
2241,"7501165009523",2.000,55.030
2243,"7501165009523",1.000,55.030
1170,"7501165010147",6.000,41.350
1311,"7501165010147",5.000,41.350
1601,"7501165010147",4.000,41.350
1679,"7501165010147",1.000,41.350
1749,"7501165010147",2.000,41.350
1283,"7501165010628",2.000,2333.980
1673,"7501165010628",9.000,2257.030
1679,"7501165010628",53.000,2253.860
1680,"7501165010628",12.000,2257.030
1681,"7501165010628",5.000,2257.030
1682,"7501165010628",8.000,2257.030
2220,"7501165010628",5.000,1609.430
1501,"7501165010635",1.000,851.330
1517,"7501165010635",4.000,849.200
1527,"7501165010635",4.000,849.200
1601,"7501165010635",4.000,849.200
1616,"7501165010635",2.000,849.200
1673,"7501165010635",11.000,821.210
1679,"7501165010635",104.000,821.210
1680,"7501165010635",19.000,821.210
1681,"7501165010635",6.000,821.210
1682,"7501165010635",13.000,821.210
2220,"7501165010635",20.000,585.710
724,"7501165010673",2.000,128.750
1097,"7501165010673",2.000,124.150
1101,"7501165010673",3.000,124.150
1102,"7501165010673",4.000,124.150
1113,"7501165010673",14.000,125.000
1114,"7501165010673",10.000,128.750
1170,"7501165010673",5.000,125.403
1182,"7501165010673",25.000,128.750
1183,"7501165010673",7.000,127.330
1238,"7501165010673",4.000,127.330
1291,"7501165010673",15.000,128.750
1311,"7501165010673",21.000,124.150
1320,"7501165010673",3.000,127.330
1325,"7501165010673",3.000,128.750
1448,"7501165010673",7.000,120.520
1477,"7501165010673",1.000,140.680
1501,"7501165010673",26.000,127.330
1517,"7501165010673",2.000,128.750
1518,"7501165010673",3.000,128.750
1519,"7501165010673",6.000,127.330
1572,"7501165010673",8.000,127.330
1575,"7501165010673",9.000,129.827
1576,"7501165010673",7.000,128.750
1577,"7501165010673",2.000,127.330
1588,"7501165010673",13.000,127.330
1589,"7501165010673",9.000,127.330
1590,"7501165010673",19.000,127.330
1601,"7501165010673",9.000,127.330
1610,"7501165010673",1.000,141.480
1650,"7501165010673",21.000,111.750
1679,"7501165010673",128.000,124.150
1680,"7501165010673",5.000,124.150
1681,"7501165010673",18.000,124.150
1682,"7501165010673",19.000,124.150
1696,"7501165010673",1.000,128.750
1710,"7501165010673",35.000,128.750
1720,"7501165010673",1.000,127.330
1741,"7501165010673",3.000,128.750
1749,"7501165010673",2.000,111.750
1750,"7501165010673",7.000,111.750
1824,"7501165010673",5.000,127.330
2063,"7501165010673",16.000,127.330
2075,"7501165010673",6.000,128.750
2087,"7501165010673",3.000,128.750
2089,"7501165010673",2.000,141.480
2119,"7501165010673",5.000,122.930
2135,"7501165010673",1.000,129.830
2136,"7501165010673",3.000,128.750
2138,"7501165010673",3.000,127.330
2139,"7501165010673",5.000,128.750
2147,"7501165010673",2.000,129.827
2154,"7501165010673",3.000,129.840
2199,"7501165010673",9.000,128.750
2277,"7501165010673",1.000,128.750
2278,"7501165010673",2.000,124.150
2304,"7501165010673",2.000,128.750
2306,"7501165010673",2.000,128.750
1182,"7501165010680",5.000,107.110
1291,"7501165010680",8.000,107.110
1311,"7501165010680",13.000,107.110
1320,"7501165010680",2.000,114.250
1325,"7501165010680",2.000,107.110
1501,"7501165010680",10.000,107.110
1518,"7501165010680",1.000,114.250
1527,"7501165010680",2.000,114.250
1588,"7501165010680",2.000,119.010
1589,"7501165010680",1.000,114.250
1590,"7501165010680",2.000,114.250
1601,"7501165010680",1.000,119.010
1610,"7501165010680",1.000,107.110
1616,"7501165010680",2.000,119.010
1650,"7501165010680",20.000,114.250
1673,"7501165010680",73.000,107.110
1679,"7501165010680",1.000,107.110
1681,"7501165010680",4.000,107.110
1682,"7501165010680",3.000,114.250
1696,"7501165010680",1.000,119.010
1710,"7501165010680",3.000,114.250
1741,"7501165010680",2.000,114.250
1748,"7501165010680",4.000,114.250
1749,"7501165010680",2.000,114.250
1750,"7501165010680",2.000,114.250
2063,"7501165010680",4.000,107.110
2135,"7501165010680",1.000,114.250
2138,"7501165010680",3.000,114.250
2139,"7501165010680",2.000,107.110
2199,"7501165010680",2.000,119.010
2304,"7501165010680",1.000,114.250
1102,"7501165010727",1.000,136.580
1113,"7501165010727",2.000,128.040
1170,"7501165010727",2.000,136.580
1182,"7501165010727",14.000,128.040
1238,"7501165010727",10.000,124.122
1291,"7501165010727",10.000,130.560
1311,"7501165010727",17.000,128.040
1320,"7501165010727",7.000,128.040
1325,"7501165010727",10.000,128.040
1448,"7501165010727",2.000,120.420
1517,"7501165010727",6.000,128.040
1519,"7501165010727",4.000,136.580
1527,"7501165010727",9.000,128.040
1572,"7501165010727",2.000,122.180
1575,"7501165010727",4.000,130.556
1576,"7501165010727",3.000,124.130
1588,"7501165010727",7.000,128.040
1589,"7501165010727",2.000,128.040
1590,"7501165010727",15.000,122.191
1601,"7501165010727",4.000,128.040
1679,"7501165010727",16.000,128.040
1680,"7501165010727",3.000,128.040
1681,"7501165010727",5.000,128.040
1682,"7501165010727",1.000,133.020
1696,"7501165010727",2.000,128.040
1710,"7501165010727",21.000,126.620
1720,"7501165010727",11.000,128.040
1750,"7501165010727",2.000,128.040
1824,"7501165010727",2.000,128.040
2063,"7501165010727",11.000,128.040
2087,"7501165010727",5.000,136.580
2119,"7501165010727",2.000,124.130
2135,"7501165010727",2.000,130.556
2136,"7501165010727",2.000,128.040
2139,"7501165010727",5.000,128.040
2199,"7501165010727",3.000,136.580
2305,"7501165010727",1.000,128.040
1291,"7501165010772",3.000,72.530
1588,"7501165010772",2.000,72.530
1590,"7501165010772",1.000,72.530
1601,"7501165010772",2.000,72.530
1610,"7501165010772",22.000,72.530
1291,"7501165010789",13.000,121.090
1311,"7501165010789",9.000,121.090
1325,"7501165010789",6.000,121.090
1448,"7501165010789",1.000,129.640
1501,"7501165010789",3.000,121.090
1517,"7501165010789",1.000,121.090
1590,"7501165010789",4.000,128.210
1601,"7501165010789",2.000,129.640
1679,"7501165010789",13.000,121.090
1680,"7501165010789",1.000,128.210
1735,"7501165010789",1.000,138.500
1749,"7501165010789",2.000,121.090
2138,"7501165010789",1.000,129.640
2199,"7501165010789",1.000,129.640
2237,"7501165010789",3.000,128.210
2241,"7501165010789",1.000,129.640
1291,"7501165010819",1.000,1167.470
1311,"7501165010819",1.000,1167.470
1610,"7501165010819",19.000,1167.470
1679,"7501165010819",33.000,1167.470
1680,"7501165010819",1.000,1167.470
1681,"7501165010819",3.000,1167.470
1682,"7501165010819",1.000,1167.470
1102,"7501165010826",15.000,412.550
1114,"7501165010826",11.000,412.550
1182,"7501165010826",10.000,351.695
1278,"7501165010826",1.000,412.550
1291,"7501165010826",5.000,356.456
1311,"7501165010826",13.000,411.980
1501,"7501165010826",16.000,383.920
1517,"7501165010826",7.000,424.340
1519,"7501165010826",3.000,412.550
1572,"7501165010826",3.000,339.260
1575,"7501165010826",4.000,339.260
1577,"7501165010826",1.000,339.260
1588,"7501165010826",5.000,339.291
1589,"7501165010826",6.000,424.340
1590,"7501165010826",4.000,412.550
1679,"7501165010826",49.000,413.730
1680,"7501165010826",17.000,411.980
1681,"7501165010826",18.000,413.730
1682,"7501165010826",10.000,413.730
1710,"7501165010826",11.000,377.660
1720,"7501165010826",3.000,424.340
1741,"7501165010826",1.000,387.500
1750,"7501165010826",1.000,387.500
2063,"7501165010826",1.000,357.900
2075,"7501165010826",2.000,362.810
2091,"7501165010826",15.000,356.470
2097,"7501165010826",2.000,356.470
2139,"7501165010826",2.000,377.660
2154,"7501165010826",2.000,339.290
2278,"7501165010826",2.000,424.340
2304,"7501165010826",2.000,383.920
2316,"7501165010826",3.000,339.290
1170,"7501165010994",3.000,72.560
1291,"7501165010994",1.000,72.560
1519,"7501165010994",1.000,72.560
1577,"7501165010994",1.000,72.560
1589,"7501165010994",1.000,72.560
1601,"7501165010994",3.000,72.560
1610,"7501165010994",14.000,72.560
1673,"7501165010994",18.000,64.580
1720,"7501165010994",2.000,72.560
1750,"7501165010994",4.000,72.560
2138,"7501165010994",2.000,72.560
1311,"7501165011380",3.000,259.230
1477,"7501165011380",1.000,259.230
1616,"7501165011380",21.000,259.230
1679,"7501165011380",3.000,259.230
1114,"7501165011403",1.000,120.780
1182,"7501165011403",2.000,129.320
1291,"7501165011403",1.000,129.320
1311,"7501165011403",2.000,120.780
1448,"7501165011403",2.000,129.320
1501,"7501165011403",1.000,120.780
1517,"7501165011403",2.000,129.320
1519,"7501165011403",3.000,120.780
1527,"7501165011403",2.000,120.780
1576,"7501165011403",1.000,129.320
1590,"7501165011403",1.000,120.780
1601,"7501165011403",1.000,120.780
1616,"7501165011403",1.000,120.780
1679,"7501165011403",2.000,120.780
1680,"7501165011403",1.000,129.320
1682,"7501165011403",2.000,120.780
1720,"7501165011403",1.000,129.320
2075,"7501165011403",3.000,129.320
2119,"7501165011403",2.000,120.780
2147,"7501165011403",2.000,116.390
2199,"7501165011403",2.000,120.780
1102,"7501165011410",1.000,195.200
1113,"7501165011410",1.000,195.200
1311,"7501165011410",1.000,195.200
1518,"7501165011410",2.000,195.200
1519,"7501165011410",2.000,195.200
1527,"7501165011410",2.000,195.200
1588,"7501165011410",2.000,179.340
1589,"7501165011410",2.000,179.340
1601,"7501165011410",1.000,179.340
1616,"7501165011410",1.000,175.680
1679,"7501165011410",5.000,195.200
1681,"7501165011410",4.000,195.200
1682,"7501165011410",1.000,195.200
1696,"7501165011410",1.000,195.200
1741,"7501165011410",1.000,195.200
2075,"7501165011410",2.000,195.200
2199,"7501165011410",2.000,179.340
1097,"7501165011427",1.000,100.600
1100,"7501165011427",1.000,111.780
1101,"7501165011427",6.000,100.600
1102,"7501165011427",3.000,95.290
1113,"7501165011427",3.000,100.600
1114,"7501165011427",10.000,100.600
1238,"7501165011427",1.000,100.600
1291,"7501165011427",3.000,95.010
1311,"7501165011427",1.000,88.310
1501,"7501165011427",2.000,100.300
1518,"7501165011427",1.000,111.780
1519,"7501165011427",4.000,111.140
1527,"7501165011427",1.000,100.300
1572,"7501165011427",1.000,100.600
1576,"7501165011427",2.000,105.060
1577,"7501165011427",1.000,100.600
1588,"7501165011427",2.000,100.600
1589,"7501165011427",8.000,100.600
1590,"7501165011427",11.000,100.600
1610,"7501165011427",10.000,88.310
1616,"7501165011427",6.000,100.600
1650,"7501165011427",6.000,100.600
1710,"7501165011427",1.000,95.010
1720,"7501165011427",2.000,100.600
1749,"7501165011427",1.000,102.100
1750,"7501165011427",2.000,111.780
2075,"7501165011427",1.000,94.000
2087,"7501165011427",7.000,88.310
2136,"7501165011427",1.000,100.600
2138,"7501165011427",1.000,95.010
2199,"7501165011427",2.000,111.140
2237,"7501165011427",9.000,100.600
721,"7501165011434",2.000,100.600
722,"7501165011434",2.000,100.600
1097,"7501165011434",1.000,100.600
1114,"7501165011434",2.000,100.600
1170,"7501165011434",2.000,100.600
1182,"7501165011434",11.000,100.600
1192,"7501165011434",6.000,100.600
1238,"7501165011434",1.000,100.600
1291,"7501165011434",5.000,95.010
1311,"7501165011434",2.000,100.600
1422,"7501165011434",2.000,109.540
1445,"7501165011434",2.000,100.600
1517,"7501165011434",4.000,100.600
1519,"7501165011434",6.000,100.600
1572,"7501165011434",3.000,100.600
1577,"7501165011434",2.000,100.600
1588,"7501165011434",5.000,100.600
1590,"7501165011434",4.000,100.600
1601,"7501165011434",8.000,100.600
1679,"7501165011434",9.000,100.600
1680,"7501165011434",3.000,100.600
1682,"7501165011434",1.000,100.600
1710,"7501165011434",3.000,95.010
1720,"7501165011434",10.000,100.600
1748,"7501165011434",3.000,100.600
1749,"7501165011434",2.000,100.300
2075,"7501165011434",3.000,92.000
2138,"7501165011434",7.000,82.500
2139,"7501165011434",1.000,82.500
2274,"7501165011434",3.000,100.300
2278,"7501165011434",1.000,100.600
1238,"7501165011557",2.000,229.790
1113,"7501165011588",4.000,171.090
1311,"7501165011588",2.000,171.090
1501,"7501165011588",1.000,179.240
1519,"7501165011588",2.000,179.240
1588,"7501165011588",3.000,179.240
1589,"7501165011588",1.000,179.240
1601,"7501165011588",1.000,179.240
1616,"7501165011588",1.000,179.240
1673,"7501165011588",17.000,169.040
1682,"7501165011588",1.000,179.240
1749,"7501165011588",1.000,325.890
1097,"7501165011601",1.000,491.690
1113,"7501165011601",1.000,461.850
1224,"7501165011601",3.000,427.200
1501,"7501165011601",3.000,427.200
1517,"7501165011601",1.000,496.660
1527,"7501165011601",1.000,427.200
1589,"7501165011601",2.000,493.840
1590,"7501165011601",1.000,496.660
1616,"7501165011601",2.000,493.840
1679,"7501165011601",8.000,491.690
1681,"7501165011601",8.000,491.690
1682,"7501165011601",3.000,482.190
1748,"7501165011601",1.000,443.590
1102,"7501165011632",1.000,367.510
1113,"7501165011632",2.000,367.510
1114,"7501165011632",4.000,367.510
1183,"7501165011632",2.000,367.510
1311,"7501165011632",8.000,368.560
1320,"7501165011632",2.000,378.010
1325,"7501165011632",1.000,367.510
1448,"7501165011632",1.000,367.510
1517,"7501165011632",7.000,378.010
1518,"7501165011632",1.000,378.010
1519,"7501165011632",4.000,367.510
1575,"7501165011632",1.000,367.510
1576,"7501165011632",2.000,367.510
1577,"7501165011632",2.000,367.510
1589,"7501165011632",4.000,378.010
1590,"7501165011632",2.000,367.510
1601,"7501165011632",1.000,367.510
1616,"7501165011632",3.000,367.510
1679,"7501165011632",66.000,368.560
1680,"7501165011632",5.000,367.000
1681,"7501165011632",11.000,378.010
1682,"7501165011632",10.000,368.560
1720,"7501165011632",7.000,378.010
1750,"7501165011632",1.000,367.510
2063,"7501165011632",2.000,378.010
2075,"7501165011632",1.000,372.640
2119,"7501165011632",1.000,378.010
2135,"7501165011632",1.000,367.510
2138,"7501165011632",1.000,378.010
2199,"7501165011632",1.000,367.510
2274,"7501165011632",2.000,378.010
2277,"7501165011632",1.000,367.510
2278,"7501165011632",2.000,368.560
721,"7501165011649",2.000,187.130
1097,"7501165011649",4.000,182.450
1102,"7501165011649",6.000,182.450
1114,"7501165011649",8.000,186.070
1182,"7501165011649",2.000,186.070
1311,"7501165011649",7.000,182.450
1320,"7501165011649",3.000,187.130
1325,"7501165011649",1.000,186.070
1415,"7501165011649",1.000,186.070
1448,"7501165011649",1.000,187.130
1518,"7501165011649",1.000,187.130
1519,"7501165011649",10.000,186.070
1572,"7501165011649",1.000,186.070
1575,"7501165011649",2.000,186.070
1576,"7501165011649",1.000,186.070
1588,"7501165011649",4.000,186.070
1589,"7501165011649",3.000,187.130
1590,"7501165011649",5.000,186.070
1599,"7501165011649",2.000,186.070
1601,"7501165011649",4.000,186.070
1616,"7501165011649",2.000,186.070
1673,"7501165011649",40.000,175.900
1679,"7501165011649",20.000,182.450
1680,"7501165011649",7.000,187.130
1681,"7501165011649",13.000,182.450
1682,"7501165011649",2.000,187.130
1696,"7501165011649",4.000,186.070
1720,"7501165011649",5.000,187.130
2119,"7501165011649",3.000,186.070
2147,"7501165011649",1.000,182.450
2269,"7501165011649",2.000,186.070
1098,"7501165011656",1.000,134.970
1102,"7501165011656",6.000,134.970
1182,"7501165011656",2.000,137.640
1311,"7501165011656",4.000,134.970
1445,"7501165011656",1.000,138.430
1519,"7501165011656",2.000,138.430
1588,"7501165011656",4.000,137.640
1589,"7501165011656",1.000,138.430
1590,"7501165011656",2.000,137.640
1616,"7501165011656",6.000,137.640
1679,"7501165011656",17.000,134.970
1680,"7501165011656",1.000,134.970
1681,"7501165011656",4.000,138.430
1682,"7501165011656",1.000,134.970
1696,"7501165011656",2.000,137.640
1710,"7501165011656",5.000,137.640
1750,"7501165011656",2.000,114.900
2063,"7501165011656",1.000,127.330
2119,"7501165011656",2.000,137.640
2147,"7501165011656",4.000,134.970
2199,"7501165011656",3.000,137.640
2237,"7501165011656",2.000,138.430
2274,"7501165011656",2.000,117.600
2277,"7501165011656",1.000,137.640
2306,"7501165011656",2.000,138.430
1102,"7501165011670",1.000,161.850
1113,"7501165011670",1.000,161.850
1182,"7501165011670",3.000,150.520
1283,"7501165011670",1.000,161.850
1291,"7501165011670",5.000,161.850
1517,"7501165011670",1.000,168.320
1519,"7501165011670",1.000,161.850
1590,"7501165011670",1.000,161.850
1679,"7501165011670",7.000,161.850
1681,"7501165011670",1.000,161.850
1682,"7501165011670",1.000,161.850
2063,"7501165011670",1.000,150.520
1114,"7501165011687",1.000,157.950
1170,"7501165011687",2.000,146.890
1291,"7501165011687",1.000,157.950
1311,"7501165011687",3.000,146.890
1477,"7501165011687",1.000,157.950
1517,"7501165011687",2.000,157.950
1518,"7501165011687",1.000,146.890
1519,"7501165011687",1.000,157.950
1572,"7501165011687",2.000,157.950
1576,"7501165011687",2.000,157.950
1588,"7501165011687",1.000,146.890
1589,"7501165011687",1.000,157.950
1590,"7501165011687",3.000,157.950
1679,"7501165011687",14.000,146.890
1680,"7501165011687",2.000,146.890
1681,"7501165011687",2.000,157.950
1720,"7501165011687",4.000,157.950
1749,"7501165011687",3.000,157.950
2063,"7501165011687",1.000,146.890
2075,"7501165011687",3.000,157.950
2089,"7501165011687",1.000,157.950
2274,"7501165011687",2.000,146.890
1097,"7501165011694",1.000,166.400
1101,"7501165011694",2.000,166.400
1102,"7501165011694",2.000,166.400
1113,"7501165011694",8.000,166.400
1114,"7501165011694",2.000,166.400
1182,"7501165011694",3.000,166.400
1192,"7501165011694",1.000,166.400
1238,"7501165011694",5.000,166.400
1291,"7501165011694",7.000,166.400
1311,"7501165011694",22.000,150.590
1448,"7501165011694",2.000,166.400
1517,"7501165011694",2.000,150.590
1518,"7501165011694",3.000,166.400
1519,"7501165011694",7.000,166.400
1572,"7501165011694",5.000,166.400
1575,"7501165011694",3.000,166.400
1576,"7501165011694",3.000,166.400
1577,"7501165011694",2.000,166.400
1588,"7501165011694",3.000,166.400
1589,"7501165011694",3.000,166.400
1590,"7501165011694",8.000,166.400
1601,"7501165011694",10.000,166.400
1616,"7501165011694",1.000,150.590
1679,"7501165011694",17.000,150.590
1680,"7501165011694",8.000,166.400
1681,"7501165011694",6.000,150.590
1682,"7501165011694",5.000,150.590
1696,"7501165011694",9.000,166.400
1720,"7501165011694",3.000,166.400
1741,"7501165011694",2.000,166.400
1748,"7501165011694",1.000,166.400
1750,"7501165011694",1.000,166.400
2063,"7501165011694",1.000,150.590
2075,"7501165011694",2.000,166.400
2087,"7501165011694",1.000,166.400
2119,"7501165011694",6.000,166.400
2136,"7501165011694",1.000,150.590
2147,"7501165011694",1.000,166.400
2199,"7501165011694",3.000,166.400
2274,"7501165011694",2.000,150.590
2277,"7501165011694",1.000,166.400
2278,"7501165011694",1.000,166.400
2304,"7501165011694",2.000,166.400
2305,"7501165011694",1.000,150.590
2306,"7501165011694",2.000,150.590
1114,"7501165011700",2.000,337.260
1588,"7501165011700",1.000,355.010
1590,"7501165011700",2.000,337.260
1113,"7501165011717",4.000,225.810
1170,"7501165011717",3.000,246.300
1238,"7501165011717",2.000,227.000
1291,"7501165011717",1.000,247.710
1311,"7501165011717",13.000,227.260
1320,"7501165011717",1.000,247.710
1477,"7501165011717",2.000,246.300
1501,"7501165011717",2.000,246.300
1517,"7501165011717",1.000,247.710
1527,"7501165011717",1.000,246.300
1572,"7501165011717",1.000,246.300
1575,"7501165011717",2.000,246.300
1577,"7501165011717",1.000,247.710
1588,"7501165011717",2.000,247.710
1589,"7501165011717",3.000,247.710
1590,"7501165011717",1.000,247.710
1610,"7501165011717",6.000,247.710
1616,"7501165011717",3.000,247.710
1679,"7501165011717",27.000,240.900
1680,"7501165011717",11.000,227.260
1681,"7501165011717",5.000,240.900
1682,"7501165011717",6.000,240.900
1710,"7501165011717",4.000,246.300
1720,"7501165011717",1.000,247.710
1741,"7501165011717",5.000,213.600
1748,"7501165011717",1.000,247.710
1749,"7501165011717",7.000,213.600
1750,"7501165011717",3.000,247.710
2063,"7501165011717",1.000,246.300
2138,"7501165011717",2.000,247.710
2199,"7501165011717",1.000,246.300
2237,"7501165011717",2.000,247.710
2243,"7501165011717",1.000,247.710
2277,"7501165011717",3.000,246.300
2278,"7501165011717",1.000,245.230
2305,"7501165011717",2.000,247.710
2343,"7501165011717",4.000,247.710
1182,"7501165011724",2.000,403.490
1501,"7501165011724",3.000,401.200
1517,"7501165011724",2.000,403.490
1527,"7501165011724",2.000,401.200
1572,"7501165011724",1.000,401.200
1575,"7501165011724",1.000,403.490
1577,"7501165011724",1.000,403.490
1616,"7501165011724",1.000,403.490
1673,"7501165011724",5.000,379.630
1741,"7501165011724",2.000,403.490
1748,"7501165011724",4.000,401.200
1750,"7501165011724",2.000,403.490
2063,"7501165011724",1.000,401.200
2078,"7501165011724",10.000,401.200
2119,"7501165011724",1.000,401.200
2343,"7501165011724",4.000,401.200
1320,"7501165011786",3.000,148.050
1448,"7501165011786",4.000,148.050
1741,"7501165011786",19.000,103.630
1750,"7501165011786",3.000,103.630
2078,"7501165011786",10.000,148.050
1673,"7501165011830",4.000,356.360
1679,"7501165011830",12.000,356.360
1680,"7501165011830",2.000,356.360
1681,"7501165011830",2.000,356.360
1682,"7501165011830",1.000,356.360
1616,"7501165011977",1.000,1067.110
1679,"7501165011977",28.000,1031.930
1680,"7501165011977",11.000,1031.930
1681,"7501165011977",7.000,1031.930
1679,"7501165011984",46.000,2825.160
1680,"7501165011984",1.000,2921.480
1681,"7501165011984",2.000,2825.160
1682,"7501165011984",4.000,2846.700
1673,"7501165011991",14.000,1046.250
1679,"7501165011991",80.000,1084.200
1680,"7501165011991",8.000,1084.200
1681,"7501165011991",7.000,1084.200
1682,"7501165011991",4.000,1084.200
1291,"7501165012004",1.000,2921.480
1679,"7501165012004",49.000,2825.160
1680,"7501165012004",8.000,2825.160
1681,"7501165012004",7.000,2825.160
1682,"7501165012004",13.000,2825.160
1751,"7501165012004",5.000,2619.320
1113,"7501168710112",1.000,40.350
1170,"7501168710112",1.000,35.750
1182,"7501168710112",5.000,40.350
1311,"7501168710112",7.000,40.350
1320,"7501168710112",2.000,41.600
1577,"7501168710112",2.000,40.350
1601,"7501168710112",9.000,40.350
1616,"7501168710112",2.000,40.350
1679,"7501168710112",2.000,35.750
1741,"7501168710112",2.000,41.600
2136,"7501168710112",3.000,40.350
2305,"7501168710112",2.000,41.600
1114,"7501168710211",2.000,61.790
1311,"7501168710211",1.000,61.310
1588,"7501168710211",3.000,63.700
1601,"7501168710211",2.000,61.790
1616,"7501168710211",3.000,61.790
2119,"7501168710211",1.000,61.790
1170,"7501168710310",1.000,75.400
1572,"7501168710310",1.000,85.120
1601,"7501168710310",4.000,85.120
1720,"7501168710310",3.000,87.750
2075,"7501168710310",2.000,87.750
2305,"7501168710310",2.000,87.750
1170,"7501168710426",2.000,117.280
1182,"7501168710426",2.000,132.400
1311,"7501168710426",1.000,132.400
1601,"7501168710426",2.000,132.400
1616,"7501168710426",2.000,132.400
2075,"7501168710426",2.000,136.500
1291,"7501168710532",3.000,175.910
1311,"7501168710532",1.000,175.910
1575,"7501168710532",1.000,175.910
1616,"7501168710532",2.000,175.910
1679,"7501168710532",1.000,155.820
2136,"7501168710532",1.000,175.910
1517,"7501168710549",3.000,233.920
1575,"7501168710549",1.000,233.920
1576,"7501168710549",1.000,233.920
1679,"7501168710549",2.000,207.210
2136,"7501168710549",1.000,233.920
1616,"7501168710815",2.000,26.480
1610,"7501168730523",1.000,25.690
1311,"7501168810409",1.000,464.730
1477,"7501168810409",1.000,464.730
1673,"7501168810409",4.000,449.000
1679,"7501168810409",4.000,437.860
1681,"7501168810409",2.000,437.860
1170,"7501168810508",3.000,399.330
1182,"7501168810508",2.000,399.330
1291,"7501168810508",3.000,303.860
1311,"7501168810508",5.000,388.350
1448,"7501168810508",2.000,410.430
1517,"7501168810508",5.000,399.330
1519,"7501168810508",1.000,399.330
1575,"7501168810508",1.000,399.330
1588,"7501168810508",1.000,399.330
1590,"7501168810508",1.000,399.330
1673,"7501168810508",40.000,240.000
1679,"7501168810508",21.000,376.240
1680,"7501168810508",20.000,376.240
1681,"7501168810508",10.000,376.240
1682,"7501168810508",3.000,376.240
1748,"7501168810508",2.000,399.330
1750,"7501168810508",1.000,399.330
2089,"7501168810508",1.000,399.330
2138,"7501168810508",1.000,240.000
2199,"7501168810508",2.000,399.330
1113,"7501168810515",4.000,503.710
1182,"7501168810515",2.000,508.800
1291,"7501168810515",2.000,523.250
1311,"7501168810515",1.000,508.800
1517,"7501168810515",1.000,508.800
1519,"7501168810515",1.000,508.800
1576,"7501168810515",1.000,508.800
1601,"7501168810515",2.000,524.490
1616,"7501168810515",2.000,508.800
1673,"7501168810515",24.000,476.270
1679,"7501168810515",22.000,479.380
1680,"7501168810515",19.000,479.380
1681,"7501168810515",16.000,479.380
1682,"7501168810515",1.000,479.380
1751,"7501168810515",4.000,465.430
2063,"7501168810515",1.000,508.800
2119,"7501168810515",1.000,544.890
2277,"7501168810515",1.000,524.490
1183,"7501168810621",1.000,226.600
1311,"7501168810621",3.000,226.600
1501,"7501168810621",1.000,236.900
1527,"7501168810621",1.000,233.600
1575,"7501168810621",1.000,226.600
1576,"7501168810621",2.000,226.600
1610,"7501168810621",10.000,226.600
1616,"7501168810621",1.000,233.600
