,super_catalog_id,vendor_id,max_price,precio_minimo_orders,min_price
43220,7501349029040,1152,32.88016360236,31.39,31.0761
43221,7503027446392,1152,52.73697971661,55.717,55.15983
43222,7503020089329,1152,38.81108041154,39.5,39.105
43223,7502304290246,1152,34.51053304997,34.08,33.7392
43224,7502235820888,1152,35.62375112472,40.14,39.7386
43225,7501022141571,1152,93.63859191052,86.77,85.9023
43226,7501033953897,1152,814.44,1054.24,1043.6976
43227,7501471800029,1152,238.75770013493002,209.7,207.60299999999998
43228,7501258214469,1152,58.445059727659995,61.99,61.3701
43229,785118752330,1152,52.43348894083,40.64,40.2336
43230,785118752347,1152,81.41173867354999,68.52,67.8348
43231,7501537102999,1152,10.11400879731,7.92,7.8408
43232,7503008344716,1152,81.52533038339,77.44,76.6656
43233,7502240450049,1152,5.46351010517,6.23,6.1677
43234,7502240451022,1152,7.95480039445,8.64,8.553600000000001
43235,7501165009523,1152,59.263383678139995,55.03,54.4797
43236,7502259891758,1152,43.61168243454,44.704,44.25696
43237,7502259890973,1152,35.1187702922,34.26,33.9174
43238,7502259892298,1152,29.93131895125,28.6,28.314
43239,7502259892359,1152,30.987161621539997,20.79,20.5821
43241,7502259890096,1152,25.82260248742,20.73,20.5227
43242,7502259890331,1152,30.413310985349998,22.24,22.017599999999998
43243,7502259891482,1152,30.987161621539997,34.13,33.788700000000006
43244,7503008344495,1152,24.42250739037,18.86,18.6714
43245,7503008344488,1152,23.63055294396,22.09,21.8691
43246,7503028771578,1152,52.93354360226,46.84,46.3716
43247,7503008344303,1152,20.34160930446,18.47,18.2853
43248,7502009747144,1152,15.2788577062,12.69,12.563099999999999
43249,7502213042486,1152,254.63320409256002,248.07,245.58929999999998
43250,7501075717044,1152,38.79668826463,37.94,37.5606
43251,7501075713107,1152,13.12544479874,12.86,12.731399999999999
43252,7501075713176,1152,16.30736495652,15.9,15.741
43253,7501075713183,1152,18.42107872049,17.24,17.0676
43254,7501349020085,1152,33.2989847366,30.52,30.2148
43255,7501384544003,1152,58.33137142623,60.39,59.7861
43256,7502247374164,1152,23.93259484589,20.39,20.1861
43257,7502004402437,1152,26.284889837159998,27.69,27.4131
43258,7502009740435,1152,6.36384031556,6.09,6.0291
43259,7502009742828,1152,9.0912004508,8.855,8.76645
43260,7502009740657,1152,11.523086912230001,8.05,7.969500000000001
43261,7502009741005,1152,19.33019876557,18.7,18.512999999999998
43262,7502009740817,1152,11.43219422604,10.84,10.7316
43263,7502009741340,1152,41.47865035257,34.68,34.3332
43264,7503003134787,1152,9.72754584572,10.071,9.97029
43265,75055813,1152,123.10617463818,113.37,112.2363
43266,7502001166981,1152,55.68360276115,56.29,55.7271
43267,7501130713158,1152,37.114835499550004,36.592,36.226079999999996
43268,7501836000255,1152,27.29630037605,28.54,28.2546
43269,7501825300533,1152,26.694051812399998,25.75,25.4925
43270,785118753528,1152,40.066771081540004,33.35,33.0165
43271,785120753530,1152,58.27457557131,55.95,55.3905
43272,785118753597,1152,11.364000563500001,10.563,10.457370000000001
43273,7501075725988,1152,30.72829616034,28.46,28.1754
43274,7502008980573,1152,32.12336849471,40.64,40.2336
43275,7501349021112,1152,106.36704527436001,99.9,98.90100000000001
43276,7502274791163,1152,101.73055236277,106.8,105.732
43277,7502216806405,1152,217.00691612396,224.66,222.4134
43278,7501349022898,1152,64.54752320067999,56.05,55.4895
43279,7501349028395,1152,55.01316053496,40.8,40.391999999999996
43280,7501349021419,1152,29.546401465099997,23.15,22.918499999999998
43281,7501349021433,1152,38.97789408747,31.02,30.709799999999998
43282,7502216806344,1152,19.284704126679998,18.52,18.334799999999998
43283,7502216806467,1152,8.022994056990001,36.6,36.234
43284,7506449300020,1152,14.12893482725,14.62,14.473799999999999
43285,7502216806337,1152,13.06864894382,12.37,12.2463
43286,7502214983375,1152,17.0300632329,17.62,17.4438
43287,7502216806474,1152,11.364000563500001,9.58,9.4842
43288,7501644707506,1152,19.34546023679,17.75,17.5725
43289,7501644707490,1152,20.841567374300002,18.29,18.1071
43290,7501349020153,1152,49.888010769560005,47.84,47.3616
43295,7501836009586,1152,27.478182340020002,26.59,26.3241
43296,7501349020771,1152,28.715810382689998,26.63,26.363699999999998
43297,7501349021983,1152,40.1830673559,37.74,37.3626
43298,7502009740794,1152,47.001467694,46.47,46.0053
43299,7502213042158,1152,33.86472167923,37.69,37.3131
43300,7501471800272,1152,219.86689651227002,179.0,177.21
43301,7501471800012,1152,336.07459638424,347.934,344.45466000000005
43302,7502247374249,1152,19.51198413795,19.08,18.8892
43303,7502001161610,1152,29.546401465099997,36.01,35.649899999999995
43304,7502001161641,1152,52.61527431321,49.33,48.8367
43305,7501075713190,1152,14.409533396199999,12.6,12.474
43306,7501075717150,1152,11.77306594715,11.5,11.385
43307,7502274791811,1152,20.69387883319,21.42,21.2058
43308,714908106145,1152,88.13934291705,83.48,82.6452
43309,650240033247,1152,150.51615159,146.62,145.1538
43310,650240053221,1152,66.92077856698,68.6,67.91399999999999
43311,650240025839,1152,53.41263788866,58.91,58.320899999999995
43312,650240030338,1152,60.172407131629996,62.93,62.3007
43313,650240032400,1152,60.172407131629996,61.68,61.0632
43314,650240019999,1152,119.59478056690999,123.815,122.57685
43315,7503004908240,1152,16.79602181033,16.41,16.2459
43316,7501258203593,1152,21.53480521573,22.42,22.195800000000002
43317,7501258203586,1152,26.125803488429998,26.27,26.0073
43318,7502009747021,1152,63.411123144330006,62.59,61.9641
43319,7502001165434,1152,10.22760050715,10.09,9.9891
43320,7501349024779,1152,9.10259825842,7.13,7.0587
43321,7502216804890,1152,14.11077560833,14.27,14.1273
43322,7502216793415,1152,13.40952066493,13.17,13.0383
43323,7501299370360,1152,29.012249972400003,27.6,27.324
43324,7502208894618,1152,114.32184566881,109.05,107.95949999999999
43325,7503027446408,1152,38.67169874717,39.0,38.61
43326,7502009740244,1152,5.682000281750001,5.55,5.4944999999999995
43327,7502009749001,1152,22.728001127000002,21.73,21.5127
43328,7502009746154,1152,9.659448774769999,9.45,9.3555
43329,7501075713152,1152,17.216485001600002,17.07,16.8993
43330,7502216804333,1152,14.773200732549999,13.01,12.8799
43331,7501349028159,1152,10.805797764889999,10.05,9.9495
43332,7502216803923,1152,16.22748371159,15.83,15.6717
43333,821998000229,1152,11.932248887470001,11.58,11.4642
43334,7502216803657,1152,11.364000563500001,10.345,10.24155
43335,7502216803954,1152,31.25104984542,25.373,25.11927
43336,821998000588,1152,38.06945018352,105.6,104.544
43337,7502216796119,1152,30.68280152145,19.63,19.433699999999998
43338,7506494600021,1152,23.296249450970002,20.16,19.9584
43339,7502216807662,1152,22.728001127000002,22.22,21.997799999999998
43340,650240064999,1152,87.74148215784,102.94,101.9106
43341,7501098603867,1152,76.87743966418,79.59,78.7941
43342,780083141981,1152,7.386648662070001,6.89,6.8210999999999995
43343,780083146214,1152,19.05481614248,19.73,19.532700000000002
43344,3664798040548,1152,658.63477363681,1099.16,1088.1684
43345,7501573904403,1152,13.000455281279999,11.79,11.672099999999999
43346,7501573906407,1152,23.693917027,17.43,17.2557
43347,7501563310016,1152,8.08693768957,9.34,9.246599999999999
43348,7501349017931,1152,19.8824128856,20.149,19.94751
43349,7501007528939,1152,23.88304336022,22.03,21.8097
43350,7702031244486,1152,23.88304336022,22.03,21.8097
43351,7702031244493,1152,38.59626071538,35.61,35.2539
43352,7702031244509,1152,75.0922338978,70.83,70.1217
43353,7702035416155,1152,44.64443971482,36.86,36.4914
43354,7702035870384,1152,38.59626071538,35.61,35.2539
43355,7702035469151,1152,29.51810012923,24.36,24.1164
43356,7702035457639,1152,79.47633298472,80.66,79.8534
43357,7502009745546,1152,35.79665007082,33.37,33.0363
43358,7501075713169,1152,18.955133621599998,17.62,17.4438
43359,7501075716917,1152,20.614287363029998,23.8,23.562
43360,7501493873872,1152,72.7296036064,72.39,71.6661
43361,7501075720051,1152,31.296447892719996,42.78,42.3522
43362,650240006623,1152,54.72097097521,45.0,44.55
43363,650240009518,1152,50.520492500879996,53.69,53.153099999999995
43364,650240021763,1152,54.72097097521,53.886,53.34714
43365,650240009525,1152,50.71560751268,51.985,51.46515
43366,650240012525,1152,58.68045343249,41.51,41.094899999999996
43367,785120753349,1152,60.43378397417,45.83,45.3717
43368,7502009740251,1152,20.613321447129998,14.75,14.6025
43369,7503036782016,1152,57.1426187281,57.89,57.3111
43370,7502001160064,1152,23.28156752929,24.048,23.807519999999997
43371,7502001160231,1152,22.728001127000002,22.4,22.176
43372,7501046195215,1152,11.24722133119,11.9,11.781
43373,736085278507,1152,61.77795254061,54.0,53.46
43374,7503002772768,1152,41.36496205114,36.89,36.5211
43375,7503028771400,1152,25.56904956367,22.8,22.572
43376,7501123002139,1152,54.82132963722,59.77,59.1723
43377,7501075718096,1152,25.71673810478,25.71,25.4529
43378,7506022313980,1152,27.07356016951,27.75,27.4725
43379,7501590222214,1152,18.5233692143,18.09,17.9091
43380,785120754087,1152,7.1593686508,7.08,7.0092
43381,785120754766,1152,7.95480039445,7.3,7.226999999999999
43382,785120754773,1152,28.750969721449998,28.39,28.1061
43383,785120754759,1152,7.9804937573900006,7.6,7.524
43384,785120755022,1152,26.13720129605,19.58,19.3842
43385,785120754841,1152,40.23995980241,26.54,26.2746
43386,785118752941,1152,53.22447747134,55.99,55.4301
43387,785118754204,1152,45.83097080638,43.54,43.1046
43388,7501590222221,1152,57.95640287385,56.58,56.014199999999995
