,super_catalog_id,precio_minimo_orders
555,714908107203,14.9
556,714908107517,75.6
557,714908107722,273.56
558,714908107760,13.15
559,714908107920,62.76
560,714908107944,98.58
561,725742761681,31.39
562,725742761728,50.11
563,725742761971,17.55
564,725742762145,165.4
565,729208216104,867.97
566,729513100488,140.18
567,729513100501,76.0
568,729513100617,54.38
569,729513100624,48.98
570,729513100631,50.3
571,729513100655,61.01
572,729513102123,35.66
573,729513103922,11.52
574,729513103939,21.26
575,729513103946,60.47
576,729513103984,22.05
577,729513103991,26.38
578,729513104004,84.47
579,729513104011,199.77
580,729513107883,3.33
581,729513107906,6.22
582,729513107913,8.94
583,729513107920,11.91
584,729513107944,15.31
585,729513130027,8.05
586,729513130041,12.21
587,729513130065,15.37
588,729513130089,22.16
589,729513130096,34.63
590,729513130102,53.38
591,729513130119,38.74
592,729513130164,23.14
593,729513130171,27.64
594,729513130188,37.73
595,729513130195,56.81
596,729513132052,108.71
597,729513132076,121.94
598,729513132120,66.15
599,729513132137,66.21
600,729513132151,65.8
601,729513132199,92.11
602,729513132212,268.05
603,729513132229,237.95
604,729513133011,35.18
605,729513133035,48.04
606,729513133042,50.07
607,729513133059,72.97
608,729513137019,14.86
609,729513137033,17.98
610,729513137040,18.13
611,729513137057,18.99
612,729513137064,25.49
613,729513146745,85.09
614,729513146769,83.83
615,729514000626,58.05
616,729514000664,54.68
617,734191439430,360.0
618,736085011937,221.54
619,736085039603,93.89
620,736085048063,414.66
621,736085051063,448.87
622,736085053876,274.77
623,736085104240,242.13
624,736085114041,250.0
625,736085117004,220.04
626,736085126006,304.67
627,736085132069,60.5
628,736085171051,243.22
629,736085174007,137.82
630,736085214482,570.05
631,736085214505,532.23
632,736085278392,390.73
633,736085278453,192.64
634,736085278507,54.08
635,736085280005,412.81
636,736085280098,342.34
637,736085400489,347.42
638,736085400519,442.88
639,736085400571,314.32
640,736085400830,350.0
641,736085400892,550.21
642,736085401226,280.0
643,736085401288,141.21
644,736085401431,355.01
645,736085401530,775.0
646,736085402346,500.0
647,736085405422,113.65
648,736085405668,320.0
649,736085409598,360.76
650,736085409833,567.22
651,736085409857,556.13
652,736085410211,68.8
653,736085410303,94.99
654,736085410587,433.65
655,736085410600,503.2
656,736085410808,358.02
657,736085412673,646.85
658,736085412734,632.21
659,736085413359,388.28
660,736085413601,839.54
661,736085414783,465.38
662,736085418149,573.85
663,736085904727,416.0
664,736085905373,600.0
665,742832366281,98.75
666,756058842375,600.0
667,756058896279,182.13
668,759684031052,7.16
669,759684031106,14.67
670,759684031144,33.98
671,759684031205,13.872
672,759684031243,19.69
673,759684031250,14.15
674,759684031281,19.69
675,759684031571,10.98
676,759684031625,33.56
677,759684031663,33.56
678,759684076107,4.29
679,759684151101,17.59
680,759684151538,14.5
681,759684152290,7.89
682,759684154058,12.04
683,759684154102,10.96
684,759684154140,12.21
685,759684154157,15.93
686,759684154232,10.12
687,759684154768,27.31
688,759684154881,14.39
689,759684191053,8.74
690,759684272103,14.85
691,759684273094,6.5
692,759684311451,8.69
693,759684311505,15.53
694,759684313073,10.52
695,759684313172,10.53
696,759684313257,15.63
697,759684313400,40.22
698,759684315053,4.8
699,759684315107,6.49
700,759684315152,10.59
701,759684315206,14.0
702,759684317071,8.1
703,759684317170,12.27
704,759684317354,34.05
705,759684317408,35.39
706,759684351099,140.32
707,759684431050,9.3
708,759684432071,10.75
709,759684432101,10.88
710,759684437151,15.04
711,759684900051,8.48
712,759684900204,28.89
713,759684900211,37.16
714,759684901058,6.41
715,763948315574,340.35
716,780083139544,24.17
717,780083139568,16.94
718,780083139575,19.57
719,780083139759,25.916
720,780083139766,64.87
721,780083139858,54.52
722,780083139889,18.09
723,780083140021,18.95
724,780083140076,23.49
725,780083140205,28.83
726,780083140212,66.67
727,780083140250,53.68
728,780083140274,28.236
729,780083140311,72.0
730,780083140328,72.0
731,780083140441,72.0
732,780083140540,19.6
733,780083140588,30.33
734,780083140595,31.19
735,780083140663,18.72
736,780083140731,30.4
737,780083140922,61.2
738,780083140939,58.23
739,780083140960,24.0
740,780083141066,19.47
741,780083141226,25.68
742,780083141356,29.44
743,780083141516,21.21
744,780083141585,13.9
745,780083141608,36.1
746,780083141714,11.93
747,780083141738,25.44
748,780083141875,26.6
749,780083141882,31.41
750,780083141929,17.65
751,780083141981,6.049
752,780083142018,16.65
753,780083142025,27.24
754,780083142230,15.17
755,780083142285,8.247
756,780083142292,7.59
757,780083142308,17.86
758,780083142339,12.77
759,780083142377,94.45
760,780083142506,7.2
761,780083142537,29.61
762,780083142544,56.96
763,780083142605,31.08
764,780083142704,15.0
765,780083142827,19.02
766,780083143275,20.16
767,780083143541,52.36
768,780083144296,20.12
769,780083144302,20.13
770,780083144807,18.11
771,780083144814,25.19
772,780083144876,96.0
773,780083146207,18.17
774,780083146214,19.73
775,780083146221,24.69
776,780083146603,10.753
777,780083146856,24.76
778,780083146863,18.44
779,780083146887,4.89
780,780083146894,1.46
781,780083146900,3.55
782,780083146948,13.89
783,780083146955,53.55
784,780083148348,13.88
785,780083148546,22.2
786,780083148577,14.91
787,780083148584,26.12
788,780083148645,7.384
789,780083148676,10.25
790,780083148683,7.32
791,780083148799,292.989
792,780083148805,17.84
793,780083148812,40.0
794,780083148829,14.45
795,780083148843,15.08
796,780083148898,11.65
797,780083148904,23.575
798,780083148928,35.01
799,780083148935,22.49
800,780083148942,63.0
801,780083148966,13.75
802,780083149024,24.0
803,780083149048,9.12
804,780083149055,14.57
805,780083149062,29.15
806,780083149130,25.99
807,780083149178,25.0
808,780083149185,43.69
809,780083149840,17.63
810,780083149857,108.189
811,780083149888,12.67
812,780083149895,37.89
813,780083149932,7.59
814,780083150006,15.059
815,780083150051,15.69
816,780083150198,6.09
817,780083150525,42.11
818,781584367368,42.75
819,781584367382,61.75
820,781584367429,76.27
821,781584367436,73.8
822,781584367467,53.65
823,781584367498,34.8
824,781584367535,54.66
825,781584367542,54.66
826,781584367559,35.04
827,785118752330,39.604
828,785118752347,68.52
829,785118752415,23.6
830,785118752477,4.99
831,785118752637,22.45
832,785118752866,20.74
833,785118752941,55.99
834,785118752965,4.89
835,785118753528,36.38
836,785118753597,11.12
837,785118753757,28.0
838,785118753771,8.3
839,785118753818,3.55
840,785118753825,26.1
841,785118753887,19.06
842,785118753955,13.89
843,785118753962,59.49
844,785118753979,51.96
845,785118754204,43.54
846,785118754228,45.06
847,785118754235,23.4
848,785118754242,34.21
849,785118754259,37.83
850,785118754273,138.3
851,785118754280,24.2
852,785118754297,29.07
853,785118754334,14.57
854,785120753349,50.63
855,785120753530,56.52
856,785120754087,7.61
857,785120754254,25.49
858,785120754483,62.13
859,785120754681,24.3
860,785120754759,7.6
861,785120754766,7.16
862,785120754773,28.39
863,785120754797,61.178
864,785120754810,22.08
865,785120754841,26.54
866,785120754858,34.32
867,785120755022,19.58
868,785120755046,42.08
869,785120755442,32.44
870,785120755459,46.2
871,785120755466,67.651
872,785120755497,38.6
873,788115529752,301.59
874,788115529776,301.59
875,788115529790,301.59
876,793888543904,2.8
877,799192067402,393.88
878,803288480027,28.51
879,803288480096,46.16
880,803288480188,74.12
881,803288480218,43.56
882,803288480331,30.6
883,803288480508,38.476
884,803288480539,26.0
885,803288480683,24.346
886,810120500232,14.99
887,821998000229,11.58
888,821998000250,34.44
889,821998000298,8.32
890,821998000403,47.29
891,821998000434,8.3
892,821998000502,34.35
893,821998000519,15.1
894,821998000571,23.09
895,821998000588,39.39
896,821998000595,6.97
897,821998000700,7.34
898,840228302872,475.54
899,891671002215,686.4
900,891671002277,413.1
901,1210001175037,1421.3
902,1306881052183,61.0
903,1306881052206,53.41
904,1306881052251,63.22
905,1306881054163,46.1
906,1306881054170,59.83
907,1306881056105,87.42
908,3014260014414,20.55
909,3014260273910,88.35
910,3014260278922,38.74
911,3014260279165,36.46
912,3393370037385,693.53
913,3393370037408,669.79
914,3393370037415,501.77
915,3401053831356,130.5
916,3466320012838,259.05
917,3499320000208,422.49
918,3499320001168,525.22
919,3499320001205,345.66
920,3499320001328,193.0
921,3499320001335,252.93
922,3499320001342,358.71
923,3499320001359,566.34
924,3499320001526,504.15
925,3499320001618,369.49
926,3499320001755,499.05
927,3499320001878,252.99
928,3499320001946,504.15
929,3499320002394,204.85
930,3499320002448,824.74
931,3499320002523,595.45
932,3499320002868,640.16
933,3499320004473,374.83
934,3499320004497,262.95
935,3499320004541,238.77
936,3499320005203,620.12
937,3499320005326,130.88
938,3499320008198,100.05
939,3499320008341,100.05
940,3499320009775,244.23
941,3499320012805,254.25
942,3499320012812,206.52
943,3499320012850,279.31
944,3499320013925,199.28
945,3499320014793,570.3
946,3499320015486,311.04
947,3499320015530,286.52
948,3504108091399,228.82
949,3504108091405,163.83
950,3504108092051,743.76
951,3573994003335,329.08
952,3582186000731,254.44
953,3582186006900,252.24
954,3594450170064,601.79
955,3594450170071,1125.3
956,3594450400093,359.06
957,3594450400215,1071.25
958,3594450700421,1313.94
959,3594451300422,1038.11
960,3594451400412,1090.01
961,3594452600958,411.35
962,3594454400846,364.77
963,3594455200162,501.4
964,3594455600153,717.07
965,3594455800232,534.59
966,3594455800515,695.81
967,3594456400103,369.31
968,3594456400653,787.79
969,3594458800451,724.9
970,3614225108709,49.12
971,3614225108716,45.86
972,3614225108723,44.27
973,3614225108747,49.12
974,3614225108754,42.63
975,3614225108785,45.86
976,3614225108808,59.19
977,3614225108853,42.63
978,3614225108884,49.12
979,3614225108907,54.0
980,3614225108914,59.19
981,3614225108945,49.12
982,3614225108990,49.12
983,3614225109034,46.54
984,3614225109065,49.12
985,3614229721317,39.66
986,3614229721690,59.19
987,3614229721706,59.19
988,3616303440145,50.07
989,3616303440787,50.07
990,3616303441043,50.07
991,3662042003042,732.24
992,3662042003059,366.52
993,3662042003240,260.64
994,3662042004223,370.52
995,3664798025705,344.0
996,3664798027525,158.52
997,3664798032611,29.1
998,3664798032628,34.26
999,3664798040203,1048.46
1000,3664798040210,684.29
1001,3664798040548,1099.16
1002,3664798042313,377.18
1003,3664798042344,139.94
1004,3664798044591,286.44
1005,3664798044959,201.45
1006,3664798053647,251.89
1007,3664798054859,108.53
1008,3664798054866,199.12
1009,3664798055610,156.19
1010,3664798057973,1962.64
1011,3664798067637,86.7
1012,3664798070354,103.36
1013,3664898060675,522.05
1014,3664898062778,358.25
1015,3664898065458,587.7
1016,3664898065465,517.37
1017,3664898065489,709.2
1018,3665585004682,266.05
1019,3700039500027,795.49
1020,3700039500034,939.01
1021,3700039500041,709.49
1022,3700039500058,868.69
1023,3701179300140,321.5
1024,3701217201330,392.99
1025,3701217201699,405.2
1026,3701217201705,204.43
1027,3701427900351,308.88
1028,3701427900375,261.27
1029,3701427900436,514.57
1030,3701427900627,282.75
1031,3760001041026,429.91
1032,3760001041347,324.99
1033,4005800019753,55.95
1034,4005800024108,431.93
1035,4005800024139,306.9
1036,4005800024481,310.47
1037,4005800074103,41.67
1038,4005800101205,120.15
1039,4005800144592,51.67
1040,4005800223259,62.18
1041,4005808305766,53.31
1042,4005808524105,55.95
1043,4005808630646,28.93
1044,4005808630660,46.08
1045,4005808680252,68.39
1046,4005808802838,66.87
1047,4005808803033,74.47
1048,4005808818594,84.8
1049,4005808820221,35.12
1050,4005808829675,45.6
1051,4005808837311,50.78
1052,4005808837359,27.88
1053,4005808837472,31.9
1054,4005808944132,120.15
1055,4005808944200,128.0
1056,4005808944385,219.09
1057,4005808944767,205.31
1058,4005900036605,47.14
1059,4005900036629,26.04
1060,4005900036643,45.6
1061,4005900036698,26.04
1062,4005900036711,46.4
1063,4005900036742,26.62
1064,4005900081087,52.38
1065,4005900376459,49.05
1066,4005900942760,85.55
1067,4006000058900,26.9
1068,4008491317061,321.1
1069,4008976681823,514.6
1070,4015630006779,191.01
1071,4015630018239,107.85
1072,4015630018277,52.27
1073,4015630018284,138.23
1074,4015630064076,226.16
1075,4015630064175,137.2
1076,4015630067077,140.73
1077,4015630067084,245.81
1078,4015630082988,341.38
1079,4015630981960,228.67
1080,4015630981977,280.0
1081,4019338605869,200.26
1082,4019338606071,593.01
1083,4019338609317,1241.4
1084,4022679137685,67.64
1085,4022679137692,56.37
1086,4022679143525,77.52
1087,4022679146991,53.69
1088,4022679147004,57.91
1089,4029799161026,397.21
1090,4029799161033,704.6
1091,4030571000389,440.15
1092,4030571003359,395.44
1093,4030571005070,418.32
1094,4032129083431,504.19
1095,4035710006628,228.47
1096,4039658000373,308.52
1097,4046222405458,415.95
1098,4046222410452,1463.56
1099,4046222601645,946.85
1100,4046222601652,1729.08
1101,4046222710279,649.47
1102,4046222757120,696.67
1103,4049649000695,361.39
1104,4064666312187,40.99
1105,4064666312194,40.99
1106,4104480412103,183.72
1107,4104480706196,337.07
1108,4260095681720,185.0
1109,4260095681737,667.2
1110,4260095687852,1512.9
1111,4260095689344,979.92
1112,4260095689351,373.59
1113,4260095689368,1670.85
1114,4260095689375,603.55
1115,4607009581071,281.91
1116,4607009581187,281.91
1117,4607009582023,238.0
1118,4607009582153,276.5
1119,4607009582269,276.5
1120,4607009583921,310.01
1121,4968420726671,201.31
1122,5000174003963,86.26
1123,5000174305449,68.62
1124,5000456010740,1064.999
1125,5000456010818,545.44
1126,5000456032117,411.06
1127,5000456033329,56597.127
1128,5000456033381,546.58
1129,5000456054317,235.57
1130,5000456069939,598.02
1131,5000456076692,380.0
1132,5016003195303,225.69
1133,5016003657801,132.09
1134,5016003659409,27.95
1135,5016003770302,246.5
1136,5016003770500,125.1
1137,5016003770609,200.0
1138,5016003788802,201.32
1139,5016533650976,737.95
1140,5033439034211,335.0
1141,5050278003543,578.7
1142,5056227208250,120.02
1143,5056227208274,268.02
1144,5056227208281,477.05
1145,5056227208298,351.68
1146,5065013358185,428.78
1147,5391189200851,670.09
1148,5391189220859,756.24
1149,5391189230834,756.24
1150,5391189240659,735.47
1151,5391189310673,477.27
1152,5391189330671,545.06
1153,5391189340656,482.31
1154,5413787997978,1732.48
1155,5413787997985,1571.73
1156,5415062105641,674.53
1157,5415062105658,2756.77
1158,5415062378861,136.63
1159,5415062379660,550.76
1160,5415062392317,102.14
1161,5600778197923,329.13
1162,5600778197930,504.87
1163,5701943010853,369.06
1164,5701943011201,387.08
1165,5701943012482,388.28
1166,5702191027037,573.89
1167,5702191029178,392.62
1168,5702191029192,523.3
1169,5702191029208,276.46
1170,5702191029222,241.24
1171,5702191029239,378.13
1172,5702191029291,236.81
1173,5702191029307,800.88
1174,5702191029314,345.53
1175,5702191029321,585.86
1176,5702191029369,820.82
1177,5702191029437,283.24
1178,5702191029611,354.79
1179,5707725100156,847.99
1180,5997001328316,413.8
1181,5997001362723,241.89
1182,6533410111072,3.26
1183,6938056201093,13.52
1184,6938056210170,8.37
1185,6939663900072,31.67
1186,7257427604622,11.89
1187,7257427621452,157.13
1188,7257427629014,202.36
1189,7350012552022,252.55
1190,7350012552138,311.11
1191,7350012552787,415.83
1192,7350012552879,309.07
1193,7350012553401,388.32
1194,7451079003523,45.32
1195,7500326030024,455.96
1196,7500326106972,51.9
1197,7500326106989,59.49
1198,7500326108747,56.68
1199,7500326108754,49.46
1200,7500326108778,49.37
1201,7500326150975,57.91
1202,7500327050212,259.32
1203,7500327050236,212.15
1204,7500327050243,304.01
1205,7500327050250,155.1
1206,7500327050274,417.27
1207,7500435019392,22.17
1208,7500435019521,28.46
1209,7500435019545,62.79
1210,7500435019712,58.45
1211,7500435019811,26.6
1212,7500435019828,58.45
1213,7500435019880,58.45
1214,7500435019958,25.59
1215,7500435020008,59.31
1216,7500435106382,53.54
1217,7500435107389,49.5
1218,7500435115926,18.37
1219,7500435119757,67.61
1220,7500435119764,67.94
1221,7500435125000,21.69
