,super_catalog_id,precio_minimo_orders
2281,7501070903749,591.7
2282,7501070903787,135.46
2283,7501070903800,237.0
2284,7501072300010,42.84
2285,7501072300027,49.45
2286,7501072300133,71.59
2287,7501072300157,116.98
2288,7501072300171,95.53
2289,7501072300188,123.19
2290,7501072300218,93.7
2291,7501072300225,125.4
2292,7501072310217,649.74
2293,7501072310378,93.87
2294,7501072310392,93.8
2295,7501072340030,230.05
2296,7501072340047,163.36
2297,7501072340092,233.42
2298,7501072340108,425.6
2299,7501072340115,193.92
2300,7501072340139,276.94
2301,7501072340153,149.12
2302,7501072340160,214.17
2303,7501072340313,790.22
2304,7501072340337,321.44
2305,7501072340382,390.38
2306,7501072340603,1017.82
2307,7501072350039,70.58
2308,7501072350213,455.02
2309,7501072350220,1596.93
2310,7501072350299,2135.3
2311,7501072600240,16.81
2312,7501072629012,6.86
2313,7501072629029,10.77
2314,7501073025394,3.15
2315,7501073025417,2.83
2316,7501073025431,15.54
2317,7501073025523,4.7
2318,7501073025585,4.88
2319,7501073086159,15.24
2320,7501073086173,23.46
2321,7501073086180,23.46
2322,7501075710113,19.32
2323,7501075710199,63.354
2324,7501075710250,5.27
2325,7501075710465,18.59
2326,7501075710786,5.45
2327,7501075711011,6.77
2328,7501075711035,42.67
2329,7501075711332,7.44
2330,7501075712223,4.12
2331,7501075712230,4.19
2332,7501075713107,13.589
2333,7501075713152,17.07
2334,7501075713169,17.62
2335,7501075713176,15.9
2336,7501075713183,17.24
2337,7501075713190,12.6
2338,7501075713459,9.57
2339,7501075713473,32.17
2340,7501075713718,21.55
2341,7501075713770,68.4
2342,7501075713800,12.104
2343,7501075713862,8.8
2344,7501075713886,22.28
2345,7501075714135,6.42
2346,7501075714173,8.39
2347,7501075714739,7.18
2348,7501075715088,12.7
2349,7501075715095,7.5
2350,7501075715378,39.66
2351,7501075715927,10.47
2352,7501075716801,11.23
2353,7501075716917,23.8
2354,7501075717013,17.79
2355,7501075717020,15.35
2356,7501075717044,40.01
2357,7501075717075,45.33
2358,7501075717150,11.5
2359,7501075717174,36.74
2360,7501075717518,14.45
2361,7501075717563,10.16
2362,7501075717860,28.57
2363,7501075717914,19.71
2364,7501075718041,13.47
2365,7501075718096,27.15
2366,7501075718119,22.13
2367,7501075718157,47.92
2368,7501075718195,107.61
2369,7501075718201,106.06
2370,7501075718218,4.47
2371,7501075718546,22.32
2372,7501075718676,68.4
2373,7501075719253,24.14
2374,7501075719260,41.34
2375,7501075720051,29.3
2376,7501075720365,10.23
2377,7501075720501,29.57
2378,7501075720969,34.28
2379,7501075721041,46.89
2380,7501075721072,31.39
2381,7501075721089,50.11
2382,7501075721096,11.88
2383,7501075721157,33.51
2384,7501075721164,36.55
2385,7501075721249,23.97
2386,7501075721256,45.75
2387,7501075721744,194.31
2388,7501075721751,119.58
2389,7501075722253,42.94
2390,7501075722543,50.84
2391,7501075722604,56.69
2392,7501075723137,6.97
2393,7501075723182,67.13
2394,7501075723199,138.89
2395,7501075723212,39.42
2396,7501075723397,55.65
2397,7501075723403,109.68
2398,7501075723489,22.22
2399,7501075723724,52.09
2400,7501075723830,23.55
2401,7501075723861,133.65
2402,7501075724684,74.03
2403,7501075724707,152.55
2404,7501075724721,21.34
2405,7501075725216,49.42
2406,7501075725988,28.46
2407,7501075726084,65.32
2408,7501075726091,90.206
2409,7501075726251,127.99
2410,7501075727159,85.11
2411,7501080111226,166.05
2412,7501080111325,166.05
2413,7501080111448,169.58
2414,7501080111455,166.05
2415,7501080160071,74.38
2416,7501080160170,74.38
2417,7501080160507,63.54
2418,7501080160514,64.51
2419,7501080160521,64.51
2420,7501080160637,64.51
2421,7501080160644,68.38
2422,7501080160682,64.51
2423,7501080160750,74.35
2424,7501080160767,74.35
2425,7501080160774,80.26
2426,7501080160781,80.26
2427,7501080911178,156.51
2428,7501080911185,156.52
2429,7501080912076,139.95
2430,7501080912083,109.97
2431,7501080912274,131.64
2432,7501080912281,161.11
2433,7501080921139,77.89
2434,7501080921573,77.89
2435,7501080950139,36.0
2436,7501080952133,39.1
2437,7501080953017,42.67
2438,7501080954199,43.18
2439,7501080954212,134.04
2440,7501080954458,97.74
2441,7501080954779,42.67
2442,7501082203103,373.26
2443,7501082203110,343.2
2444,7501082203202,533.94
2445,7501082203318,555.72
2446,7501082206005,1298.37
2447,7501082207002,944.86
2448,7501082208702,964.06
2449,7501082208740,582.4
2450,7501082208764,579.19
2451,7501082212006,1495.46
2452,7501082212037,581.18
2453,7501082212075,2177.6
2454,7501082212129,348.36
2455,7501082212136,1535.82
2456,7501082212143,313.6
2457,7501082212297,1940.29
2458,7501082224214,100.0
2459,7501082242058,2796.09
2460,7501082242072,1333.39
2461,7501082242096,2276.21
2462,7501082242409,1824.29
2463,7501082242430,442.54
2464,7501082242447,360.5
2465,7501082242577,495.37
2466,7501082242584,324.14
2467,7501082242720,1140.53
2468,7501082243376,1998.2
2469,7501082243406,1551.39
2470,7501082243420,1515.36
2471,7501086300129,522.96
2472,7501086300136,119.94
2473,7501086300143,119.94
2474,7501086301041,110.92
2475,7501086301393,1343.36
2476,7501086301492,359.05
2477,7501086301546,531.41
2478,7501086301553,640.66
2479,7501086301652,4194.84
2480,7501086310401,199.98
2481,7501086310418,191.0
2482,7501086310975,382.76
2483,7501086311057,307.5
2484,7501086312825,228.7
2485,7501086313808,89.06
2486,7501086313853,27.37
2487,7501086313860,51.9
2488,7501086315017,342.13
2489,7501086315024,309.27
2490,7501086453221,144.99
2491,7501086453955,29.21
2492,7501086472017,24.03
2493,7501086472048,24.11
2494,7501088503757,131.85
2495,7501088503764,209.86
2496,7501088504075,363.81
2497,7501088504136,215.0
2498,7501088504150,222.51
2499,7501088504174,374.12
2500,7501088504365,387.21
2501,7501088504501,461.72
2502,7501088504532,195.54
2503,7501088504594,339.59
2504,7501088504808,542.05
2505,7501088505003,58.21
2506,7501088505126,104.0
2507,7501088505157,167.3
2508,7501088505256,136.97
2509,7501088505355,69.88
2510,7501088505416,130.22
2511,7501088505423,230.08
2512,7501088505430,104.95
2513,7501088505447,193.29
2514,7501088505454,156.35
2515,7501088505461,242.7
2516,7501088505478,153.37
2517,7501088505485,161.37
2518,7501088505492,243.9
2519,7501088505508,400.81
2520,7501088505560,336.96
2521,7501088505577,642.24
2522,7501088505584,858.98
2523,7501088505607,71.71
2524,7501088505706,80.73
2525,7501088505720,171.06
2526,7501088505737,133.13
2527,7501088505829,148.4
2528,7501088505836,148.4
2529,7501088505867,154.46
2530,7501088505904,131.93
2531,7501088505928,315.06
2532,7501088505966,252.98
2533,7501088505980,188.02
2534,7501088505997,356.17
2535,7501088506000,702.41
2536,7501088506017,508.12
2537,7501088506062,245.17
2538,7501088506680,326.4
2539,7501088506727,917.84
2540,7501088506758,1754.24
2541,7501088506789,1979.998
2542,7501088507007,554.37
2543,7501088507038,1548.65
2544,7501088507045,1548.65
2545,7501088507052,1503.53
2546,7501088507106,539.17
2547,7501088507113,284.257
2548,7501088507120,591.35
2549,7501088507144,274.26
2550,7501088507168,386.59
2551,7501088507175,604.73
2552,7501088507502,199.0
2553,7501088507601,498.72
2554,7501088507625,230.85
2555,7501088507632,513.73
2556,7501088507670,991.22
2557,7501088507687,2380.16
2558,7501088507694,1270.78
2559,7501088507748,5267.55
2560,7501088507755,1073.28
2561,7501088507786,2023.68
2562,7501088507793,1138.56
2563,7501088507854,240.77
2564,7501088507861,251.9
2565,7501088507878,272.16
2566,7501088507908,236.31
2567,7501088507915,238.13
2568,7501088507922,298.65
2569,7501088508004,56.69
2570,7501088508028,353.01
2571,7501088508202,54.56
2572,7501088508264,206.72
2573,7501088508271,473.6
2574,7501088508288,290.89
2575,7501088508912,130.2
2576,7501088508929,116.54
2577,7501088508998,359.73
2578,7501088509001,255.62
2579,7501088509032,467.72
2580,7501088509049,246.62
2581,7501088509056,196.44
2582,7501088509100,239.03
2583,7501088509117,321.32
2584,7501088509124,230.41
2585,7501088509766,85.09
2586,7501088509773,110.0
2587,7501088509810,97.83
2588,7501088509841,34.94
2589,7501088509902,354.79
2590,7501088509919,95.49
2591,7501088509926,93.88
2592,7501088513572,308.87
2593,7501088513589,516.35
2594,7501088513602,516.35
2595,7501088513633,440.58
2596,7501088513640,602.41
2597,7501088513701,325.37
2598,7501088513770,1010.43
2599,7501088513787,562.63
2600,7501088513794,348.81
2601,7501088513817,173.36
2602,7501088513824,211.39
2603,7501088513848,143.2
2604,7501088515200,357.87
2605,7501088525001,208.2
2606,7501088525018,210.81
2607,7501088531002,75.0
2608,7501088536410,142.01
2609,7501088542756,142.22
2610,7501088542855,205.86
2611,7501088545658,286.4
2612,7501088559112,121.1
2613,7501088559129,126.76
2614,7501088559211,115.33
2615,7501088563454,130.2
2616,7501088575396,126.11
2617,7501088575495,112.64
2618,7501088575594,96.77
2619,7501088575600,148.09
2620,7501088579615,126.68
2621,7501088605857,168.58
2622,7501088607806,183.05
2623,7501088615108,500.48
2624,7501088617959,360.0
2625,7501089800015,271.61
2626,7501089800039,397.25
2627,7501089800046,216.64
2628,7501089800053,303.35
2629,7501089800060,409.56
2630,7501089800077,287.82
2631,7501089800091,283.97
2632,7501089800107,378.77
2633,7501089800268,392.09
2634,7501089800473,579.33
2635,7501089800510,320.26
2636,7501089800664,851.83
2637,7501089800718,437.21
2638,7501089800725,862.27
2639,7501089800770,284.81
2640,7501089800794,771.67
2641,7501089800800,428.65
2642,7501089800954,798.36
2643,7501089800978,542.7
2644,7501089800992,701.46
2645,7501089801098,694.77
2646,7501089801166,554.8
2647,7501089801173,1006.31
2648,7501089801180,462.48
2649,7501089801227,184.06
2650,7501089801234,92.97
2651,7501089801241,42.71
2652,7501089801265,483.35
2653,7501089801302,505.81
2654,7501089801364,440.18
2655,7501089801371,494.62
2656,7501089801425,59.11
2657,7501089801449,192.12
2658,7501089801456,199.14
2659,7501089801463,544.6
2660,7501089801494,86.19
2661,7501089801531,157.75
2662,7501089801555,139.55
2663,7501089801562,166.71
2664,7501089802019,169.19
2665,7501089802026,392.95
2666,7501089802033,295.97
2667,7501089802040,535.27
2668,7501089802057,289.0
2669,7501089802064,529.53
2670,7501089802071,389.69
2671,7501089802095,704.68
2672,7501089802200,81.02
2673,7501089802217,197.29
2674,7501089802439,327.76
2675,7501089802453,756.22
2676,7501089802606,600.79
2677,7501089802958,195.5
2678,7501089802965,221.95
2679,7501089802989,481.02
2680,7501089803030,202.63
2681,7501089803047,585.67
2682,7501089803054,1104.68
2683,7501089803092,235.56
2684,7501089803115,213.98
2685,7501089803146,317.68
2686,7501089803153,1199.16
2687,7501089803160,143.88
2688,7501089803177,217.97
2689,7501089803184,330.38
2690,7501089803221,262.11
2691,7501089803245,368.29
2692,7501089803320,164.84
2693,7501089803337,237.41
2694,7501089803351,321.91
2695,7501089803368,408.41
2696,7501089803511,153.83
2697,7501089804013,252.16
2698,7501089804082,824.96
2699,7501089804099,363.0
2700,7501089804136,301.24
2701,7501089804310,214.89
2702,7501089804327,310.0
2703,7501089804358,314.25
2704,7501089804389,441.98
2705,7501089804396,299.75
2706,7501089804433,338.71
2707,7501089804471,817.21
2708,7501089804501,324.866
2709,7501089804518,293.84
2710,7501089804525,439.42
2711,7501089804532,363.93
2712,7501089804556,345.32
2713,7501089804570,540.59
2714,7501089805065,48.11
2715,7501089808226,341.17
2716,7501089808806,385.12
2717,7501089808844,896.0
2718,7501089808936,437.0
2719,7501089808943,945.32
2720,7501089809025,192.76
2721,7501089809131,415.29
2722,7501089809155,443.67
2723,7501089809179,119.13
2724,7501089809230,349.52
2725,7501089809315,243.947
2726,7501089809384,602.05
2727,7501089809391,205.71
2728,7501089809407,364.07
2729,7501089809421,209.3
2730,7501089809438,150.8
2731,7501089809445,162.96
2732,7501089809452,140.24
2733,7501089809469,113.24
2734,7501089809490,136.26
2735,7501089809506,140.65
2736,7501089809513,151.61
2737,7501089809568,523.71
2738,7501089809575,420.0
2739,7501089809643,98.21
2740,7501089809872,206.58
2741,7501089809902,120.0
2742,7501089809919,171.94
2743,7501089809957,1218.07
2744,7501089810007,86.42
2745,7501089810014,81.0
2746,7501089810021,63.09
2747,7501089810038,100.3
2748,7501089810045,127.86
2749,7501089810137,102.96
2750,7501089810205,68.72
2751,7501089810229,286.09
2752,7501089810243,471.37
2753,7501089810397,251.68
2754,7501089810403,415.86
2755,7501089810427,78.34
2756,7501089810526,63.94
2757,7501089810571,182.56
2758,7501089810588,48.1
2759,7501089810595,86.11
2760,7501089810809,250.68
2761,7501089810816,283.34
2762,7501089810854,17.13
2763,7501089812100,195.61
2764,7501089812124,182.25
2765,7501089812148,95.72
2766,7501089830036,49.52
2767,7501089830074,103.88
2768,7501089830098,165.41
2769,7501089830104,124.83
2770,7501092722106,503.73
2771,7501092722113,660.0
2772,7501092722120,475.6
2773,7501092722373,437.07
2774,7501092723240,246.18
2775,7501092743033,405.72
2776,7501092743064,357.41
2777,7501092760016,457.48
2778,7501092770022,172.43
2779,7501092771975,361.12
2780,7501092772385,328.4
2781,7501092772415,363.13
2782,7501092774822,404.95
2783,7501092774839,623.93
2784,7501092777212,648.69
2785,7501092777229,1115.82
2786,7501092779278,414.98
2787,7501092785019,418.03
2788,7501092785026,706.59
2789,7501092786054,818.4
2790,7501092793038,250.8
2791,7501092793045,200.9
2792,7501092793052,111.2
2793,7501094910396,777.29
2794,7501094910570,96.24
2795,7501094911089,243.72
2796,7501094911126,247.91
2797,7501094911232,101.29
2798,7501094911577,208.93
2799,7501094913243,492.01
2800,7501094913298,538.09
2801,7501094913809,487.69
2802,7501094913854,432.63
2803,7501094915025,724.87
2804,7501094915223,1065.62
2805,7501094915230,1199.0
2806,7501094915810,529.69
2807,7501094916251,615.19
2808,7501094916640,475.0
2809,7501094916664,1088.17
2810,7501094916671,769.19
2811,7501094916688,1255.89
2812,7501094916701,420.0
2813,7501094916794,1092.36
2814,7501094916985,492.0
2815,7501094917005,534.05
2816,7501094917012,600.0
2817,7501094917029,529.91
2818,7501094917036,374.03
2819,7501095409004,75.61
2820,7501095409059,66.44
2821,7501095451096,28.92
2822,7501095452116,38.08
2823,7501095452147,70.7
2824,7501095452161,300.6
2825,7501095452178,78.6
2826,7501095452208,133.83
2827,7501095452505,94.58
2828,7501095467264,148.66
2829,7501098602587,443.04
2830,7501098603867,78.0
2831,7501098604529,450.0
2832,7501098604710,1122.25
2833,7501098605229,1993.92
2834,7501098605755,667.22
2835,7501098605915,650.0
2836,7501098606608,559.0
2837,7501098607841,1929.88
2838,7501098610025,1035.71
2839,7501098610032,715.44
2840,7501098610070,1606.15
2841,7501098610810,521.0
2842,7501098611305,496.52
2843,7501098611312,446.33
2844,7501098611329,389.58
2845,7501098621175,270.0
2846,7501098633260,403.2
2847,7501100069100,790.34
2848,7501100076061,579.45
2849,7501100076078,547.04
2850,7501100076085,292.95
2851,7501100076092,865.73
2852,7501100088095,82.23
2853,7501100088170,137.86
2854,7501100088217,71.7
2855,7501100089016,224.29
2856,7501100090227,577.5
2857,7501101600005,1212.16
2858,7501101600043,482.36
2859,7501101600050,21.2
2860,7501101600067,26.19
2861,7501101600074,2629.26
2862,7501101600326,302.56
2863,7501101600340,472.44
2864,7501101600425,115.94
2865,7501101600524,166.68
2866,7501101600531,178.5
2867,7501101600548,489.04
2868,7501101600555,739.04
2869,7501101600562,565.9
2870,7501101600579,1054.0
2871,7501101600586,1054.0
2872,7501101600616,444.7
2873,7501101600630,796.73
2874,7501101600715,460.66
2875,7501101600722,643.56
2876,7501101600739,646.66
2877,7501101600784,1013.7
2878,7501101600791,1013.7
2879,7501101601279,348.8
2880,7501101602030,543.74
2881,7501101602061,851.59
2882,7501101602078,429.66
2883,7501101602092,466.67
2884,7501101602108,998.03
2885,7501101606236,664.39
2886,7501101611001,352.44
2887,7501101611018,249.24
2888,7501101611049,1027.65
2889,7501101611087,1029.2
2890,7501101611148,999.44
2891,7501101611162,1200.54
2892,7501101611186,930.62
2893,7501101611209,1251.16
2894,7501101611506,341.0
2895,7501101611544,536.3
2896,7501101611568,727.26
2897,7501101612084,665.15
2898,7501101612282,628.68
2899,7501101614026,142.68
2900,7501101615016,707.98
2901,7501101615054,166.16
2902,7501101620027,363.6
2903,7501101620850,559.24
2904,7501101622229,557.78
2905,7501101623325,4862.04
2906,7501101623349,337.003
2907,7501101623769,289.2
2908,7501101624636,262.36
2909,7501101627224,247.8
2910,7501101627507,434.0
2911,7501101633348,169.77
2912,7501101640049,462.95
2913,7501101642234,457.56
2914,7501101643217,877.92
2915,7501101643286,266.34
2916,7501101649035,687.58
2917,7501101649097,818.12
2918,7501101649158,321.37
2919,7501101649219,435.24
2920,7501101649622,271.23
2921,7501101649646,555.54
2922,7501101649653,318.3
2923,7501101660740,386.26
2924,7501101660849,530.72
2925,7501101660948,354.58
2926,7501101660962,410.98
2927,7501101681301,223.2
2928,7501101698453,523.79
2929,7501102610003,19.42
2930,7501103300019,14.12
2931,7501103300057,9.42
2932,7501103300088,8.63
2933,7501103300224,18.49
2934,7501103300330,12.42
2935,7501103300750,13.36
2936,7501103301184,11.43
2937,7501103302228,10.47
2938,7501103305854,17.89
2939,7501103305861,16.95
2940,7501103305878,16.95
2941,7501103305885,18.16
2942,7501103306691,11.34
2943,7501103318410,16.95
2944,7501104200028,36.34
2945,7501108712138,323.36
2946,7501108712343,749.31
2947,7501108713487,1153.85
2948,7501108713517,1955.42
2949,7501108715528,1967.29
2950,7501108718147,1258.29
2951,7501108763468,76.55
2952,7501108763475,44.67
2953,7501108765134,1140.36
2954,7501108765561,155.09
2955,7501108767527,70.03
2956,7501108767886,932.14
2957,7501108767893,649.0
2958,7501108767916,1047.94
2959,7501108767923,1553.31
2960,7501108767947,119.54
2961,7501108768852,147.65
2962,7501109750184,58.18
2963,7501109753888,22.22
2964,7501109760541,33.49
2965,7501109760770,47.61
2966,7501109760886,12.02
2967,7501109761388,12.98
2968,7501109762330,56.94
2969,7501109762446,32.95
2970,7501109762583,11.46
2971,7501109763078,42.158
2972,7501109763214,36.61
2973,7501109763986,13.35
2974,7501109764761,31.73
2975,7501109766116,22.08
2976,7501109768110,47.4
2977,7501109790029,21.39
2978,7501109790739,12.32
2979,7501109900251,371.27
2980,7501109900299,985.71
2981,7501109900503,592.9
2982,7501109900558,564.69
2983,7501109900596,88.38
2984,7501109900619,85.59
2985,7501109900626,96.18
2986,7501109900763,696.47
2987,7501109901067,158.2
2988,7501109901081,421.76
2989,7501109901487,750.0
2990,7501109901494,866.8
2991,7501109901890,1339.64
2992,7501109902637,97.52
2993,7501109902866,170.94
2994,7501109904334,550.0
2995,7501109904341,344.68
2996,7501109904426,302.78
2997,7501109904440,850.62
2998,7501109904792,122.91
2999,7501109904815,138.54
3000,7501109904853,98.65
3001,7501109910243,1768.39
3002,7501109911028,1024.23
3003,7501109911035,357.57
3004,7501109911295,707.71
3005,7501109911301,777.91
3006,7501109911448,414.03
3007,7501109913268,44.49
3008,7501109920631,353.94
3009,7501109920655,595.83
3010,7501109921539,1595.79
3011,7501109921553,1608.31
3012,7501109929351,1704.81
3013,7501109929368,1662.19
3014,7501110500136,433.83
3015,7501110500143,537.34
3016,7501110500150,231.14
3017,7501110500167,395.17
3018,7501122900313,219.26
3019,7501122900368,258.3
3020,7501122900399,565.9
3021,7501122900467,161.379
3022,7501122900504,973.82
3023,7501122900771,172.94
3024,7501122900788,569.56
3025,7501122900795,1082.77
3026,7501122900801,78.0
3027,7501122901679,177.95
3028,7501122960201,139.98
3029,7501122960317,255.0
3030,7501122961017,107.8
3031,7501122961024,233.16
3032,7501122961109,217.58
3033,7501122961246,203.33
3034,7501122961253,181.0
3035,7501122961413,230.178
3036,7501122961505,259.98
3037,7501122961901,292.0
3038,7501122962007,522.05
3039,7501122962106,105.4
3040,7501122962502,118.0
3041,7501122962700,146.09
3042,7501122962816,133.7
3043,7501122963028,165.0
3044,7501122963103,148.78
3045,7501122963318,155.57
3046,7501122963516,222.0
3047,7501122963707,178.73
3048,7501122963806,180.79
3049,7501122964902,110.87
3050,7501122965602,182.28
3051,7501122966203,47.11
3052,7501122966319,645.2
3053,7501122966609,130.93
3054,7501122966623,208.01
3055,7501122966630,165.49
3056,7501122967019,244.25
3057,7501122969310,373.56
3058,7501122969600,317.54
3059,7501122969617,195.48
3060,7501122969808,110.2
3061,7501123000401,173.58
3062,7501123001231,243.68
3063,7501123001385,404.49
3064,7501123001606,212.18
3065,7501123001682,311.27
3066,7501123001750,71.0
3067,7501123001767,46.37
3068,7501123001903,136.21
3069,7501123002085,406.92
3070,7501123002122,45.14
3071,7501123002139,59.77
3072,7501123010608,279.82
3073,7501123010707,499.47
3074,7501123010738,237.06
3075,7501123011209,356.985
3076,7501123011704,257.0
3077,7501123011711,422.364
3078,7501123011803,317.34
3079,7501123012923,236.534
3080,7501123013302,225.0
3081,7501123013340,157.957
3082,7501123013401,89.4
3083,7501123013418,71.84
3084,7501123014101,163.13
3085,7501123014613,109.49
3086,7501123014644,251.48
3087,7501123014705,269.47
3088,7501123014743,278.73
3089,7501123016808,213.69
3090,7501123017300,71.88
3091,7501123017454,305.551
3092,7501123017713,136.48
3093,7501123017805,195.95
3094,7501123018024,310.4
3095,7501123018031,175.89
3096,7501123018208,111.54
3097,7501123018307,407.34
3098,7501123018314,158.8
3099,7501123018710,329.25
3100,7501123019700,149.4
3101,7501123019717,273.13
3102,7501124100704,126.96
3103,7501124100759,248.22
3104,7501124103088,97.84
3105,7501124103118,273.76
3106,7501124103217,254.49
3107,7501124103248,249.0
3108,7501124103279,213.87
3109,7501124103323,305.5
3110,7501124103354,300.88
3111,7501124103378,323.91
3112,7501124103392,181.93
3113,7501124103484,332.1
3114,7501124103514,138.9
3115,7501124103552,97.17
3116,7501124109431,110.31
3117,7501124109509,104.49
3118,7501124109684,192.82
3119,7501124110086,131.0
3120,7501124180195,392.14
3121,7501124180201,634.78
3122,7501124180348,572.27
3123,7501124180782,376.35
3124,7501124182465,446.55
3125,7501124182762,179.61
3126,7501124182854,347.95
3127,7501124182878,545.87
3128,7501124183240,319.29
3129,7501124183271,726.33
3130,7501124183394,458.34
3131,7501124183486,484.04
3132,7501124183493,527.88
3133,7501124183523,412.84
3134,7501124183691,449.82
3135,7501124183721,488.09
3136,7501124183738,878.98
3137,7501124183790,351.56
3138,7501124183844,878.53
3139,7501124183899,298.03
3140,7501124184018,400.37
3141,7501124184063,696.52
3142,7501124184070,1311.95
3143,7501124184100,1075.93
3144,7501124184117,443.92
3145,7501124184315,430.75
3146,7501124184322,632.82
3147,7501124184407,307.35
3148,7501124184667,180.12
3149,7501124184735,336.41
3150,7501124184759,235.35
3151,7501124184766,412.68
3152,7501124184780,453.23
3153,7501124184797,1437.44
3154,7501124185121,744.81
3155,7501124185138,1130.76
3156,7501124185206,454.72
3157,7501124185428,338.74
3158,7501124185466,396.53
3159,7501124311100,45.84
3160,7501124311155,43.966
3161,7501124723170,437.61
3162,7501124723217,446.6
3163,7501124760076,598.43
3164,7501124760250,416.78
3165,7501124763022,528.83
3166,7501124810917,138.58
3167,7501124813451,659.65
3168,7501124813475,1491.16
3169,7501124814052,563.94
3170,7501124814090,3231.81
3171,7501124815578,295.68
3172,7501124815844,720.6
3173,7501124815851,430.0
3174,7501124815899,1120.0
3175,7501124816537,206.06
3176,7501124819200,800.0
3177,7501124819224,800.0
3178,7501124819231,1000.0
3179,7501124819293,1235.83
3180,7501124819385,124.0
3181,7501124819392,883.97
3182,7501124819422,431.33
3183,7501124820213,1082.45
3184,7501124820336,1094.33
3185,7501124820343,1125.9
3186,7501124820428,711.15
3187,7501124820435,1404.09
3188,7501124820442,1350.79
3189,7501124820459,567.15
3190,7501124820466,459.3
3191,7501124820473,402.24
3192,7501124820480,550.13
3193,7501124820640,861.9
3194,7501124820657,1192.69
3195,7501124820664,1113.53
3196,7501124820688,1062.11
3197,7501124820718,541.5
3198,7501124820725,595.65
3199,7501124820732,479.05
3200,7501124820749,500.22
3201,7501124820770,713.2
3202,7501124820817,951.65
3203,7501124856601,719.71
3204,7501125100116,22.41
3205,7501125100123,21.88
3206,7501125100130,24.09
3207,7501125100185,30.21
3208,7501125100192,41.54
3209,7501125100239,23.64
3210,7501125100246,19.0
3211,7501125100253,24.08
3212,7501125100840,22.54
3213,7501125100857,32.04
3214,7501125100864,38.6
3215,7501125100901,68.48
3216,7501125100918,44.88
3217,7501125101069,190.45
3218,7501125101960,250.77
3219,7501125102790,350.09
3220,7501125102806,360.93
3221,7501125103582,18.59
3222,7501125104268,17.0
3223,7501125104275,23.96
3224,7501125104343,17.0
3225,7501125104350,23.79
3226,7501125104411,18.03
3227,7501125104428,24.43
3228,7501125104688,17.0
3229,7501125104923,43.29
3230,7501125105104,17.28
3231,7501125105135,162.13
3232,7501125105289,6.73
3233,7501125106217,354.63
3234,7501125106224,199.26
3235,7501125106231,150.0
3236,7501125106286,236.43
3237,7501125106743,15.0
3238,7501125106750,23.12
3239,7501125107054,54.1
3240,7501125108686,1082.44
3241,7501125109461,122.0
3242,7501125109485,198.41
3243,7501125109706,86.56
3244,7501125109928,92.9
3245,7501125109935,47.7
3246,7501125110702,11.11
3247,7501125110719,40.89
3248,7501125111099,3.94
3249,7501125111105,5.19
3250,7501125112003,19.74
3251,7501125112393,311.17
3252,7501125112683,119.43
3253,7501125112782,46.92
3254,7501125112881,52.36
3255,7501125112935,63.66
3256,7501125112966,100.52
3257,7501125113604,298.83
3258,7501125114717,148.23
3259,7501125115462,18.63
3260,7501125115479,17.6
3261,7501125115585,116.28
3262,7501125115622,204.23
3263,7501125115639,329.22
3264,7501125116247,79.61
3265,7501125116254,100.1
3266,7501125116810,16.5
3267,7501125117701,131.57
3268,7501125118289,372.21
3269,7501125118296,270.0
3270,7501125118326,312.55
3271,7501125118562,18.18
3272,7501125122491,152.702
3273,7501125122583,112.68
3274,7501125123252,156.95
3275,7501125124075,257.0
3276,7501125124563,11.77
3277,7501125124570,1012.36
3278,7501125125102,72.1
3279,7501125125171,8.5
3280,7501125125331,21.4
3281,7501125125362,9.5
3282,7501125125973,13.34
3283,7501125126031,234.42
3284,7501125126048,604.94
3285,7501125131059,99.99
3286,7501125133329,130.29
3287,7501125133404,949.67
3288,7501125135460,68.76
3289,7501125139543,210.13
3290,7501125140617,301.11
3291,7501125140723,205.0
3292,7501125142512,30.61
3293,7501125142895,277.83
3294,7501125142987,58.97
3295,7501125143182,14.22
3296,7501125143199,14.07
3297,7501125143205,14.22
3298,7501125144851,17.0
3299,7501125149221,17.0
3300,7501125149597,137.19
3301,7501125152061,18.3
3302,7501125152085,18.32
3303,7501125152092,18.43
3304,7501125152566,24.45
3305,7501125152627,188.95
3306,7501125152856,375.71
3307,7501125152863,657.17
3308,7501125152870,897.35
3309,7501125152979,133.05
3310,7501125153495,445.21
3311,7501125153501,462.07
3312,7501125153532,72.54
3313,7501125153853,413.73
3314,7501125153860,844.76
3315,7501125154515,366.46
3316,7501125154522,700.48
3317,7501125154539,659.45
3318,7501125154546,1187.02
3319,7501125154614,279.07
3320,7501125154621,400.0
3321,7501125154706,542.12
3322,7501125154713,289.93
3323,7501125154720,145.07
3324,7501125154881,279.67
3325,7501125155642,162.71
3326,7501125155659,211.36
3327,7501125155680,315.42
3328,7501125155697,417.85
3329,7501125155758,110.0
3330,7501125155970,207.56
3331,7501125159329,270.55
3332,7501125159633,449.8
3333,7501125160042,263.3
3334,7501125160615,42.62
3335,7501125160622,42.62
3336,7501125160646,174.78
3337,7501125161278,814.06
3338,7501125161308,433.28
3339,7501125161315,806.08
3340,7501125161346,386.57
3341,7501125161469,200.16
3342,7501125161476,346.81
3343,7501125161513,200.16
3344,7501125161520,309.52
3345,7501125162305,91.02
3346,7501125162817,318.6
3347,7501125163463,30.85
3348,7501125163661,379.32
