point_of_sale_id,super_catalog_id,unidades_pedidas,precio_minimo,vendor_id,geo_zone,country
1590,3664798054859,1.0,115.35,11,CDMX,MX
1590,3664898065465,1.0,718.43,11,CDMX,MX
1590,382903249152,1.0,42.68,11,CDMX,MX
1590,382903267798,1.0,42.68,11,CDMX,MX
1590,382903267811,1.0,102.98,11,CDMX,MX
1590,4005800101205,1.0,120.15,11,CDMX,MX
1590,4005900708298,1.0,76.79,11,CDMX,MX
1590,4005900951519,1.0,38.04,11,CDMX,MX
1590,4005900978486,1.0,83.89,11,CDMX,MX
1590,42332886,1.0,46.67,11,CDMX,MX
1590,42419860,1.0,41.69,11,CDMX,MX
1590,5415062392317,1.0,128.77,11,CDMX,MX
1590,650240004643,1.0,36.54,11,CDMX,MX
1590,650240005398,1.0,125.43,11,CDMX,MX
1590,650240006623,1.0,58.15,19,CDMX,MX
1590,650240007019,1.0,111.11,11,CDMX,MX
1590,650240007651,1.0,100.34,19,CDMX,MX
1590,650240009525,1.0,53.69,19,CDMX,MX
1590,650240010538,4.0,34.17,20,CDMX,MX
1590,650240011351,1.0,121.1,11,CDMX,MX
1590,650240013805,1.0,102.94,19,CDMX,MX
1590,650240013850,1.0,28.34,19,CDMX,MX
1590,650240013911,1.0,69.35,11,CDMX,MX
1590,650240017094,5.0,56.23,20,CDMX,MX
1590,650240031427,2.0,54.5,19,CDMX,MX
1590,650240036378,1.0,151.47,20,CDMX,MX
1590,650240052545,3.0,36.33,20,CDMX,MX
1590,650240053221,1.0,73.82,11,CDMX,MX
1590,650240053610,1.0,141.86,11,CDMX,MX
1590,650240064999,1.0,108.13,11,CDMX,MX
1590,714706905483,1.0,15.22,11,CDMX,MX
1590,714706910487,1.0,26.4,11,CDMX,MX
1590,714706910609,1.0,71.48,11,CDMX,MX
1590,736085132069,2.0,67.28,11,CDMX,MX
1590,736085278507,1.0,63.26,11,CDMX,MX
1590,736085401288,1.0,151.26,11,CDMX,MX
1590,736085410211,1.0,77.44,11,CDMX,MX
1590,736085413359,1.0,419.2,11,CDMX,MX
1590,75000950,1.0,15.94,11,CDMX,MX
1590,75003371,1.0,13.87,11,CDMX,MX
1590,7500435019811,1.0,30.93,11,CDMX,MX
1590,7500435019828,1.0,62.79,11,CDMX,MX
1590,7500435105699,1.0,143.14,11,CDMX,MX
1590,7500435114905,1.0,106.51,11,CDMX,MX
1590,7500435127363,1.0,20.48,11,CDMX,MX
1590,7500435138635,1.0,54.78,11,CDMX,MX
1590,7500435142557,1.0,62.79,11,CDMX,MX
1590,7500435151627,1.0,86.16,11,CDMX,MX
1590,7500435156660,1.0,47.74,11,CDMX,MX
1590,7500435193733,1.0,58.49,11,CDMX,MX
1590,7500435193740,2.0,58.49,11,CDMX,MX
1590,7500435193788,1.0,59.32,11,CDMX,MX
1590,7500435193795,1.0,59.32,11,CDMX,MX
1590,7500435202107,2.0,86.49,11,CDMX,MX
1590,7500435231237,1.0,63.69,11,CDMX,MX
1590,7500462477233,1.0,22.99,11,CDMX,MX
1590,7500462746605,1.0,46.72,11,CDMX,MX
1590,75004705,1.0,16.96,11,CDMX,MX
1590,75004996,2.0,239.25,20,CDMX,MX
1590,7501001116187,1.0,105.2,11,CDMX,MX
1590,7501001116200,1.0,107.51,11,CDMX,MX
1590,7501001168797,1.0,95.04,11,CDMX,MX
1590,7501001258030,1.0,80.3,11,CDMX,MX
1590,7501001309060,1.0,48.46,11,CDMX,MX
1590,7501006851014,1.0,18.56,11,CDMX,MX
1590,7501007459332,2.0,71.1,11,CDMX,MX
1590,7501007528427,1.0,76.98,11,CDMX,MX
1590,7501007528939,1.0,24.48,11,CDMX,MX
1590,7501007532363,1.0,162.5,11,CDMX,MX
1590,7501007533896,2.0,25.95,11,CDMX,MX
1590,7501008427347,1.0,63.25,11,CDMX,MX
1590,7501008485316,1.0,35.4,11,CDMX,MX
1590,7501008485408,4.0,38.93,11,CDMX,MX
1590,7501008491966,2.0,41.75,19,CDMX,MX
1590,7501008497593,1.0,42.5,11,CDMX,MX
1590,7501008498798,1.0,63.25,11,CDMX,MX
1590,7501008499689,3.0,53.8,11,CDMX,MX
1590,7501015903322,1.0,10.03,11,CDMX,MX
1590,7501017366316,3.0,72.58,11,CDMX,MX
1590,7501017372775,1.0,154.49,11,CDMX,MX
1590,7501017376995,1.0,63.79,11,CDMX,MX
1590,7501019006296,1.0,22.96,11,CDMX,MX
1590,7501019006371,1.0,17.58,11,CDMX,MX
1590,7501019006418,1.0,26.07,11,CDMX,MX
1590,7501019006654,3.0,36.19,11,CDMX,MX
1590,7501019031144,1.0,8.57,11,CDMX,MX
1590,7501019032417,1.0,30.97,11,CDMX,MX
1590,7501019036439,2.0,29.48,11,CDMX,MX
1590,7501019036620,1.0,26.59,11,CDMX,MX
1590,7501019040887,1.0,32.6,11,CDMX,MX
1590,7501019051166,1.0,119.34,11,CDMX,MX
1590,7501019052392,1.0,125.14,11,CDMX,MX
1590,7501019053269,1.0,119.34,11,CDMX,MX
1590,7501019053283,3.0,126.19,11,CDMX,MX
1590,7501020604931,1.0,25.87,11,CDMX,MX
1590,7501022102756,1.0,31.31,11,CDMX,MX
1590,7501022103173,1.0,71.82,11,CDMX,MX
1590,7501022150221,1.0,14.96,20,CDMX,MX
1590,7501027275172,1.0,59.6,11,CDMX,MX
1590,7501027512758,1.0,15.27,11,CDMX,MX
1590,7501027513014,1.0,15.6,11,CDMX,MX
1590,7501027513076,2.0,69.86,11,CDMX,MX
1590,7501027514103,2.0,19.33,11,CDMX,MX
1590,7501027551306,1.0,34.74,11,CDMX,MX
1590,7501033953354,1.0,262.57,11,CDMX,MX
1590,7501033954061,2.0,47.68,20,CDMX,MX
1590,7501033954740,1.0,22.53,11,CDMX,MX
1590,7501033955693,1.0,296.65,11,CDMX,MX
1590,7501033956140,1.0,44.61,11,CDMX,MX
1590,7501033960499,3.0,44.3,11,CDMX,MX
1590,7501033963490,1.0,615.91,11,CDMX,MX
1590,7501035908246,1.0,34.32,11,CDMX,MX
1590,7501035911208,1.0,22.47,11,CDMX,MX
1590,7501037907117,1.0,155.4,19,CDMX,MX
1590,7501037907124,1.0,158.2,19,CDMX,MX
1590,7501048613601,1.0,16.18,20,CDMX,MX
1590,7501048621002,1.0,43.53,20,CDMX,MX
1590,7501048621408,1.0,18.47,20,CDMX,MX
1590,7501048623952,2.0,12.88,20,CDMX,MX
1590,7501048640034,1.0,3.0,20,CDMX,MX
1590,7501048693009,1.0,8.5,11,CDMX,MX
1590,7501048693306,1.0,11.32,11,CDMX,MX
1590,7501048693603,2.0,15.49,11,CDMX,MX
1590,7501048694501,1.0,37.14,11,CDMX,MX
1590,7501048780235,1.0,18.0,20,CDMX,MX
1590,7501050611053,1.0,520.16,11,CDMX,MX
1590,7501050613453,1.0,66.25,11,CDMX,MX
1590,7501050623766,1.0,107.5,11,CDMX,MX
1590,7501054504870,2.0,45.79,11,CDMX,MX
1590,7501054530718,1.0,65.93,11,CDMX,MX
1590,7501054540731,1.0,326.0,11,CDMX,MX
1590,7501054547815,1.0,207.08,11,CDMX,MX
1590,7501054549802,2.0,33.98,11,CDMX,MX
1590,7501054549857,1.0,39.81,11,CDMX,MX
1590,7501054549864,1.0,49.12,11,CDMX,MX
1590,7501054550631,1.0,60.74,11,CDMX,MX
1590,7501056330552,1.0,87.84,11,CDMX,MX
1590,7501056360412,2.0,30.66,11,CDMX,MX
1590,7501056360429,2.0,56.07,11,CDMX,MX
1590,7501056371159,1.0,27.19,11,CDMX,MX
1590,7501057005312,1.0,147.6,20,CDMX,MX
1590,7501058368126,1.0,47.51,11,CDMX,MX
1590,7501058368133,1.0,130.2,11,CDMX,MX
1590,7501058614322,1.0,15.83,11,CDMX,MX
1590,7501058655493,1.0,492.18,11,CDMX,MX
1590,7501058714305,1.0,148.88,11,CDMX,MX
1590,7501058714312,1.0,140.02,11,CDMX,MX
1590,7501058799678,1.0,150.68,11,CDMX,MX
1590,7501059225350,3.0,113.55,11,CDMX,MX
1590,7501059225411,3.0,67.29,11,CDMX,MX
1590,7501059278721,1.0,43.89,11,CDMX,MX
1590,7501059284869,1.0,154.12,11,CDMX,MX
1590,7501065000521,1.0,38.72,11,CDMX,MX
1590,7501065038975,1.0,120.54,19,CDMX,MX
1590,7501065054029,2.0,68.33,11,CDMX,MX
1590,7501065060891,1.0,46.15,19,CDMX,MX
1590,7501065065322,1.0,77.51,19,CDMX,MX
1590,7501065095954,1.0,275.1,19,CDMX,MX
1590,7501070600563,1.0,125.05,11,CDMX,MX
1590,7501070612320,1.0,149.82,19,CDMX,MX
1590,7501070612368,1.0,167.64,19,CDMX,MX
1590,7501070648046,1.0,498.96,19,CDMX,MX
1590,7501070901080,1.0,221.01,12,CDMX,MX
1590,7501072310378,1.0,125.71,11,CDMX,MX
1590,7501075710113,1.0,20.34,20,CDMX,MX
1590,7501075710786,1.0,12.0,20,CDMX,MX
1590,7501075712223,4.0,4.33,20,CDMX,MX
1590,7501075714739,1.0,8.4,20,CDMX,MX
1590,7501075721249,1.0,48.0,20,CDMX,MX
1590,7501080111226,1.0,169.58,11,CDMX,MX
1590,7501080912274,1.0,152.1,11,CDMX,MX
1590,7501080954199,1.0,50.06,11,CDMX,MX
1590,7501086310418,1.0,238.75,11,CDMX,MX
1590,7501086494262,2.0,28.12,11,CDMX,MX
1590,7501088505355,1.0,69.88,11,CDMX,MX
1590,7501088509766,1.0,85.09,11,CDMX,MX
1590,7501088509773,3.0,114.88,11,CDMX,MX
1590,7501089804013,1.0,356.5,11,CDMX,MX
1590,7501089809513,1.0,164.54,19,CDMX,MX
1590,7501092793045,2.0,232.9,11,CDMX,MX
1590,7501094910570,1.0,144.28,19,CDMX,MX
1590,7501095452116,1.0,46.32,11,CDMX,MX
1590,7501095452147,1.0,86.69,11,CDMX,MX
1590,7501095452505,1.0,115.05,11,CDMX,MX
1590,7501098605212,1.0,892.5,11,CDMX,MX
1590,7501098611329,1.0,771.0,11,CDMX,MX
1590,7501100088095,1.0,95.9,11,CDMX,MX
1590,7501100089016,1.0,249.9,11,CDMX,MX
1590,7501108767947,1.0,140.26,19,CDMX,MX
1590,7501109902866,7.0,193.7,11,CDMX,MX
1590,7501109913268,2.0,50.7,11,CDMX,MX
1590,7501110560345,2.0,26.67,12,CDMX,MX
1590,7501122900801,2.0,261.96,11,CDMX,MX
1590,7501122963707,1.0,325.96,11,CDMX,MX
1590,7501123014705,1.0,435.97,11,CDMX,MX
1590,7501124100704,1.0,303.93,11,CDMX,MX
1590,7501124815844,1.0,752.27,11,CDMX,MX
1590,7501125100123,1.0,48.1,20,CDMX,MX
1590,7501125100130,1.0,73.4,20,CDMX,MX
1590,7501125104343,1.0,18.18,11,CDMX,MX
1590,7501125104411,1.0,18.18,11,CDMX,MX
1590,7501125104688,2.0,18.18,11,CDMX,MX
1590,7501125116810,2.0,18.83,20,CDMX,MX
1590,7501125143205,1.0,14.23,11,CDMX,MX
1590,7501125144851,1.0,18.18,20,CDMX,MX
1590,7501125149221,3.0,18.18,11,CDMX,MX
1590,7501125174797,1.0,18.18,11,CDMX,MX
1590,7501125188985,1.0,18.83,20,CDMX,MX
1590,7501159526029,1.0,309.54,19,CDMX,MX
1590,7501159580359,3.0,6.64,11,CDMX,MX
1590,7501165002906,1.0,89.64,11,CDMX,MX
1590,7501165005594,1.0,134.53,11,CDMX,MX
1590,7501165006683,1.0,759.05,19,CDMX,MX
1590,7501165010727,2.0,128.04,11,CDMX,MX
1590,7501165011649,1.0,186.07,20,CDMX,MX
1590,7501165011656,2.0,137.64,20,CDMX,MX
1590,7501165011694,1.0,166.4,19,CDMX,MX
1590,7501199416885,1.0,17.25,11,CDMX,MX
1590,7501249605634,1.0,86.9,11,CDMX,MX
1590,7501249606778,9.0,94.8,11,CDMX,MX
1590,7501258205085,1.0,54.02,20,CDMX,MX
1590,7501273500554,2.0,225.35,11,CDMX,MX
1590,7501277078011,1.0,40.64,20,CDMX,MX
1590,7501287678034,1.0,255.23,11,CDMX,MX
