point_of_sale_id,super_catalog_id,unidades_pedidas,precio_minimo,geo_zone,vendor_id,name,base_price,percentage,precio_vendedor,precio_total_vendedor,status,valor_total_vendedor
1101,7501298204987,18.0,677.316,Baja California Sur,1153,México,400.0,0.0,400.0,7200.0,,7200.0
1101,7501165001695,15.0,500.79,Baja California Sur,1159,México,457.62,0.0,457.62,6864.3,,6864.3
1101,7501070903695,11.0,640.0,Baja California Sur,1164,México,615.0,0.0,615.0,6765.0,,6765.0
1101,7501061002307,7.0,961.87,Baja California Sur,1156,México,934.84,0.0,934.84,6543.88,,6543.88
1101,7501328979601,3.0,2183.23,Baja California Sur,1156,México,2106.22,0.0,2106.22,6318.66,,6318.66
1097,7501033951374,7.0,964.37,Baja California Sur,1275,México,799.39,0.0,799.39,5595.73,,5595.73
1101,7501089808943,6.0,1050.25,Baja California Sur,1164,México,896.17,0.0,896.17,5377.0199999999995,,5377.0199999999995
1101,7501287612779,4.0,1321.6,Baja California Sur,1159,México,1051.6444,0.0,1051.6444,4206.5776,,4206.5776
1101,7501298205021,9.0,602.12,Baja California Sur,1159,México,465.0324,0.0,465.0324,4185.2916,,4185.2916
1101,7501299306130,45.0,97.69,Baja California Sur,1164,México,92.5,0.0,92.5,4162.5,,4162.5
1097,7501037907681,1.0,4148.09,Baja California Sur,1156,México,4076.98,0.0,4076.98,4076.98,,4076.98
1101,7501086301393,4.0,1377.81,Baja California Sur,1159,México,1015.0,0.0,1015.0,4060.0,,4060.0
1101,7501298213569,11.0,475.12,Baja California Sur,1159,México,365.4,0.0,365.4,4019.3999999999996,,4019.3999999999996
1101,7501314704828,9.0,458.91,Baja California Sur,1156,México,441.6,0.0,441.6,3974.4,,3974.4
1097,7501326008396,3.0,1474.47,Baja California Sur,1159,México,1287.9132,0.0,1287.9132,3863.7396,,3863.7396
1101,7501287688033,3.0,1427.26,Baja California Sur,1159,México,1261.9292,0.0,1261.9292,3785.7876,,3785.7876
1101,7501299330173,7.0,707.37,Baja California Sur,1164,México,499.0,0.0,499.0,3493.0,,3493.0
1101,7501061002109,8.0,449.66,Baja California Sur,1156,México,433.85,0.0,433.85,3470.8,,3470.8
1101,7730979095464,6.0,572.52,Baja California Sur,1156,México,548.39,0.0,548.39,3290.34,,3290.34
1101,7502241941928,4.0,1432.99,Baja California Sur,1164,México,799.0,0.0,799.0,3196.0,,3196.0
1101,7501328978994,3.0,1094.89,Baja California Sur,1156,México,1058.79,0.0,1058.79,3176.37,,3176.37
1101,7501070615451,3.0,1194.04,Baja California Sur,1159,México,1044.4756,0.0,1044.4756,3133.4268,,3133.4268
1101,7501314701360,3.0,1043.32,Baja California Sur,1156,México,1035.0,0.0,1035.0,3105.0,,3105.0
1101,7503007822901,1.0,3304.49,Baja California Sur,1153,México,2899.0,0.0,2899.0,2899.0,,2899.0
1101,7501037980189,2.0,1617.99,Baja California Sur,1159,México,1440.0704,0.0,1440.0704,2880.1408,,2880.1408
1097,7503003746126,2.0,1479.59,Baja California Sur,1275,México,1421.13,0.0,1421.13,2842.26,,2842.26
1101,7501299330241,5.0,549.17,Baja California Sur,1159,México,540.386,0.0,540.386,2701.93,,2701.93
1101,7501165001770,3.0,925.93,Baja California Sur,1156,México,897.65,0.0,897.65,2692.95,,2692.95
1101,7501299330319,4.0,794.91,Baja California Sur,1164,México,660.0,0.0,660.0,2640.0,,2640.0
1097,7501299309322,7.0,387.69,Baja California Sur,1159,México,371.954,0.0,371.954,2603.678,,2603.678
1097,7501070612849,7.0,386.03,Baja California Sur,1156,México,371.18,0.0,371.18,2598.26,,2598.26
1101,7501299330012,7.0,433.11,Baja California Sur,1164,México,370.0,0.0,370.0,2590.0,,2590.0
1101,7501098604710,2.0,1286.13,Baja California Sur,1275,México,1222.65,0.0,1222.65,2445.3,,2445.3
1101,7501314705634,4.0,623.83,Baja California Sur,1156,México,600.3,0.0,600.3,2401.2,,2401.2
1101,7501089808936,6.0,580.75,Baja California Sur,1164,México,399.0,0.0,399.0,2394.0,,2394.0
1101,7501298234700,11.0,286.76,Baja California Sur,1275,México,213.99,0.0,213.99,2353.8900000000003,,2353.8900000000003
1101,7501298222509,3.0,999.0,Baja California Sur,1159,México,779.2648,0.0,779.2648,2337.7944,,2337.7944
1101,7501298224213,3.0,962.43,Baja California Sur,1156,México,764.19,0.0,764.19,2292.57,,2292.57
1101,7501098604529,5.0,775.0,Baja California Sur,1275,México,456.96,0.0,456.96,2284.7999999999997,,2284.7999999999997
1101,7501298217130,7.0,454.905,Baja California Sur,1164,México,322.98,0.0,322.98,2260.86,,2260.86
1101,7501123014101,10.0,220.806,Baja California Sur,1152,México,220.8055,0.0,220.8055,2208.055,1.0,2208.055
1097,7501037901047,2.0,1131.64,Baja California Sur,1156,México,1088.21,0.0,1088.21,2176.42,,2176.42
1097,7501061019008,5.0,421.79,Baja California Sur,1156,México,418.35,0.0,418.35,2091.75,,2091.75
1101,7501165007338,4.0,2039.91,Baja California Sur,1153,México,500.0,0.0,500.0,2000.0,,2000.0
1097,7501287687203,5.0,642.55,Baja California Sur,1153,México,399.0,0.0,399.0,1995.0,,1995.0
1097,7502213141356,1.0,2404.24,Baja California Sur,1275,México,1959.5802,0.0,1959.5802,1959.5802,,1959.5802
1101,5391189310673,3.0,756.64,Baja California Sur,1152,México,646.8,0.0,646.8,1940.3999999999999,1.0,1940.3999999999999
1101,7501871730155,1.0,1876.74,Baja California Sur,1156,México,1819.63,0.0,1819.63,1819.63,,1819.63
1101,7501094915223,2.0,1155.69,Baja California Sur,1159,México,903.4312,0.0,903.4312,1806.8624,,1806.8624
1097,7501165006157,2.0,2109.66,Baja California Sur,1153,México,900.0,0.0,900.0,1800.0,,1800.0
1101,7501298219608,24.0,186.32,Baja California Sur,1153,México,75.0,0.0,75.0,1800.0,,1800.0
1101,7501328979229,3.0,1358.53,Baja California Sur,1153,México,600.0,0.0,600.0,1800.0,,1800.0
1101,7501314703685,5.0,372.87,Baja California Sur,1156,México,358.8,0.0,358.8,1794.0,,1794.0
1097,7501871720941,1.0,1818.93,Baja California Sur,1156,México,1742.27,0.0,1742.27,1742.27,,1742.27
1097,7501165005815,1.0,1766.05,Baja California Sur,1156,México,1703.36,0.0,1703.36,1703.36,,1703.36
1097,7501089804082,2.0,1155.11,Baja California Sur,1164,México,840.0,0.0,840.0,1680.0,,1680.0
1101,7501033957871,3.0,916.77,Baja California Sur,1153,México,540.0,0.0,540.0,1620.0,,1620.0
1097,7501871720682,2.0,839.3,Baja California Sur,1156,México,803.93,0.0,803.93,1607.86,,1607.86
1097,7501328979106,1.0,1643.93,Baja California Sur,1156,México,1589.74,0.0,1589.74,1589.74,,1589.74
1101,7501037965155,1.0,1555.6,Baja California Sur,1156,México,1550.81,0.0,1550.81,1550.81,,1550.81
1097,7501300409911,3.0,574.79,Baja California Sur,1152,México,508.2,0.0,508.2,1524.6,1.0,1524.6
1101,7501326004947,2.0,842.5,Baja California Sur,1164,México,760.0,0.0,760.0,1520.0,,1520.0
1101,7501299302668,7.0,254.15,Baja California Sur,1164,México,210.0,0.0,210.0,1470.0,,1470.0
1097,7501108767923,1.0,1795.56,Baja California Sur,1159,México,1362.246,0.0,1362.246,1362.246,,1362.246
1101,7501033952869,3.0,1036.2,Baja California Sur,1153,México,450.0,0.0,450.0,1350.0,,1350.0
1101,7501300408884,4.0,792.8,Baja California Sur,1159,México,336.4,0.0,336.4,1345.6,,1345.6
1101,7501300408938,9.0,171.05,Baja California Sur,1159,México,149.408,0.0,149.408,1344.6719999999998,,1344.6719999999998
1097,7501037950526,1.0,1307.34,Baja California Sur,1156,México,1301.47,0.0,1301.47,1301.47,,1301.47
1101,7501098610063,2.0,726.15,Baja California Sur,1159,México,644.38,0.0,644.38,1288.76,,1288.76
1101,7501298244907,3.0,775.66,Baja California Sur,1159,México,417.6,0.0,417.6,1252.8000000000002,,1252.8000000000002
1097,7501299307694,4.0,351.58,Baja California Sur,1164,México,305.0,0.0,305.0,1220.0,,1220.0
1101,7501033958281,2.0,693.57,Baja California Sur,1159,México,607.8284,0.0,607.8284,1215.6568,,1215.6568
1101,7501326001144,2.0,850.08,Baja California Sur,1152,México,590.35,0.0,590.35,1180.7,1.0,1180.7
1101,7501300407207,3.0,670.8,Baja California Sur,1159,México,382.8,0.0,382.8,1148.4,,1148.4
1101,7501328979144,2.0,1394.77,Baja California Sur,1153,México,569.0,0.0,569.0,1138.0,,1138.0
1101,7730766000510,1.0,1180.41,Baja California Sur,1156,México,1130.66,0.0,1130.66,1130.66,,1130.66
1101,7501124820664,1.0,1294.47,Baja California Sur,1156,México,1128.66,0.0,1128.66,1128.66,,1128.66
1097,7841141003900,1.0,1164.13,Baja California Sur,1156,México,1119.36,0.0,1119.36,1119.36,,1119.36
1101,7501314703760,3.0,382.56,Baja California Sur,1159,México,363.312,0.0,363.312,1089.9360000000001,,1089.9360000000001
1097,5000456010740,1.0,1327.89,Baja California Sur,1159,México,1081.7232,0.0,1081.7232,1081.7232,,1081.7232
1097,7501034605115,1.0,1818.75,Baja California Sur,1159,México,1078.8,0.0,1078.8,1078.8,,1078.8
1097,7501165000179,2.0,554.39,Baja California Sur,1156,México,536.11,0.0,536.11,1072.22,,1072.22
1101,7501298214375,2.0,762.289,Baja California Sur,1275,México,525.32,0.0,525.32,1050.64,,1050.64
1101,7501089802019,6.0,238.11,Baja California Sur,1164,México,175.0,0.0,175.0,1050.0,,1050.0
1097,7501300450333,2.0,613.06,Baja California Sur,1152,México,514.28,0.0,514.28,1028.56,1.0,1028.56
1097,7501034600196,1.0,1832.75,Baja California Sur,1159,México,1020.8,0.0,1020.8,1020.8,,1020.8
1101,7501124819224,1.0,2407.47,Baja California Sur,1159,México,997.6,0.0,997.6,997.6,,997.6
1101,8903855069654,1.0,1586.67,Baja California Sur,1159,México,986.522,0.0,986.522,986.522,,986.522
1097,7501300420091,2.0,608.13,Baja California Sur,1159,México,474.498,0.0,474.498,948.996,,948.996
1097,7501287687289,2.0,677.73,Baja California Sur,1153,México,470.0,0.0,470.0,940.0,,940.0
1101,7501314704972,2.0,500.2,Baja California Sur,1159,México,469.452,0.0,469.452,938.904,,938.904
1101,7501033921674,3.0,718.46,Baja California Sur,1153,México,310.0,0.0,310.0,930.0,,930.0
1101,7501298206455,4.0,265.465,Baja California Sur,1159,México,232.0,0.0,232.0,928.0,,928.0
