Unnamed: 0,super_catalog_id,vendor_id,max_price,precio_minimo_orders,min_price
44442,7502225092479,1358,23.671376,21.18,20.758518
44443,7502225092486,1358,23.816472,22.7,22.248269999999998
44444,7501836002969,1358,41.912016,33.92,33.244992
44445,7501048640720,1358,15.939832,12.96,12.702096
44446,7503000422429,1358,11.151664,9.55,9.359955
44447,7501349027817,1358,24.272488000000003,19.77,19.376576999999997
44448,7502216803831,1358,9.306872,7.47,7.321346999999999
44449,7502001164338,1358,43.663532,40.23,39.42942299999999
44450,7501075710786,1358,7.41026,5.45,5.341545
44451,7501349028326,1358,22.572792,19.98,19.582398
44452,7501349024922,1358,36.201452,29.43,28.844343
44453,7502009740763,1358,50.05812,43.82,42.947981999999996
44454,7502009746055,1358,66.961804,61.39,60.168338999999996
44455,7502009740503,1358,32.118036,27.79,27.236979
44456,7502009740497,1358,15.162532,10.28,10.075427999999999
44457,7502009740992,1358,39.072280000000006,34.29,33.607628999999996
44458,7502009740213,1358,32.366772,27.17,26.629317000000004
44459,7502009745140,1358,45.145584,39.39,38.606139
44460,7502208892645,1358,32.242404,28.94,28.364094
44461,7502208892195,1358,28.29372,20.91,20.493891
44462,7502208892133,1358,40.31596,8.75,8.575875
44463,7501349021044,1358,81.264124,72.13,70.69461299999999
44464,7501349020900,1358,14.540692,12.32,12.074831999999999
44465,7501349021860,1358,17.452976,15.49,15.181749
44466,7502211784272,1358,74.537888,58.12,56.963412
44467,7503004908677,1358,10.747468,9.41,9.222741
44468,7501349020122,1358,25.640536,22.75,22.297275
44469,7501125100130,1358,45.466868,24.09,23.610609
44470,7501125100123,1358,33.890280000000004,21.88,21.444588
44471,7501125115479,1358,22.210052,17.17,16.828317000000002
44472,7501125115462,1358,19.277040000000003,18.63,18.259263
44473,75049638,1358,36.802564,32.67,32.019867
44474,7501563380200,1358,9.5634,9.66,9.44979156
44475,821998000250,1358,40.015404,35.16,34.460316
44477,7502001164413,1358,27.941344,24.1,23.620410000000003
44478,7502009740732,1358,24.883964,21.96,21.522996
44479,7502009742767,1358,42.513128,42.7,41.85027
44480,7502009740268,1358,20.93528,17.19,16.847919
44481,7502009740275,1358,20.271984,17.3,16.95573
44482,780083148645,1358,8.425932000000001,7.384,7.2370584000000004
44483,780083148546,1358,25.008332,10.69,10.477269
44484,780083142537,1358,34.03537600000001,29.61,29.020761
44485,780083142544,1358,56.3904,56.96,51.97898376
44486,780083144302,1358,30.895084,23.16,22.699116
44487,780083144296,1358,26.48002,20.84,20.425283999999998
44488,780083148942,1358,62.37,63.0,35.890739280000005
44489,7501349029019,1358,60.00756,57.6,56.45376
44490,7501349028586,1358,52.089464,12.19,11.947419
44491,7501349029613,1358,53.768432,28.22,27.658421999999998
44492,7501836003140,1358,75.512104,69.52,68.136552
44493,7501825300175,1358,36.84402,32.069,31.430826900000003
44494,7502009747052,1358,7.524264,6.91,6.7724910000000005
44495,7502009746543,1358,20.406716000000003,20.0,19.602
44496,7502227871348,1358,24.925420000000003,22.349,21.904254899999998
44497,785120755466,1358,72.413268,64.44,63.157644
44498,7502009747779,1358,45.75706,37.22,36.479321999999996
44499,7501258205221,1358,231.106836,191.59,187.77735900000002
44500,7502227871409,1358,27.506056,23.77,23.296977
44501,7502253601339,1358,33.610452,29.68,29.089367999999997
44502,7502223550919,1358,36.758700000000005,37.13,32.46377904
44503,785118752415,1358,29.216116,24.64,24.149663999999998
44504,7501825300274,1358,45.777788,34.29,33.607628999999996
44505,7501075711011,1358,7.959551999999999,7.12,6.978312
44506,7501075711035,1358,46.803824,40.28,39.478428
44507,7501825304364,1358,46.8171,47.29,28.56484224
44508,780083141608,1358,35.739000000000004,36.1,10.219318560000001
44509,7501349013223,1358,98.76892,86.06,84.34740599999999
44510,7501825304395,1358,24.1362,24.38,21.844306439999997
44511,7501825301301,1358,25.536896,21.03,20.611503
44512,7501825301059,1358,33.745184,28.98,28.403298
44513,7501537101954,1358,17.04878,15.66,15.348365999999999
44514,7501825303831,1358,48.9258,49.42,31.807116
