"point_of_sale_id","address"
766,"CQO, Av. Bartolomé Mitre 122, Villa Martelli, Provincia de Buenos Aires, Argentina"
767,"Congreso 5476, Villa El Libertador, Córdoba, Argentina"
768,"Av. Ricardo Balbin 3936, Buenos Aires, Argentina"
769,"Avenida Renault Argentina 1916, Santa Isabel 1A Sección, Córdoba, Argentina"
770,"Avenida Monseñor Pablo Cabrera 4650, Córdoba, Argentina"
771,"Avenida Fuerza Aerea Argentina 3735, Córdoba, Argentina"
772,"Defensa 1753, Villa El Libertador, Córdoba, Argentina"
773,"Naciones Unidas 927, Parque Vélez Sársfield, Córdoba, Argentina"
774,"Teniente General Donato Alvarez 7914 local 12 b, Córdoba, Argentina"
775,"Mitre 1422, Realico, La Pampa, Argentina"
776,"Av. Vélez Sarsfield 4101, GDM, Córdoba, Argentina"
777,"Boulevard España 417, Villa María, Córdoba, Argentina"
778,"Manuel Belgrano 805, Coronel Suarez, Provincia de Buenos Aires, Argentina"
779,"Avenida 18 756, Las Parejas, Santa Fe, Argentina"
780,"Jujuy 1561, Monte Maiz, Córdoba, Argentina"
781,"Calle las Toscas 3915, Córdoba, Argentina"
782,"S3561 Avellaneda, Santa Fe, Argentina"
783,"9 de Julio 189, Marcos Juárez, Córdoba, Argentina"
784,"Avenida Belgrano 212, Freyre, Córdoba, Argentina"
785,"Av. Leandro N. Alem 1570, Córdoba, Argentina"
786,"Estanislao Learte 2484, X5000 Córdoba, Argentina"
787,"Av. Vélez Sarsfield 3426, Córdoba, Argentina"
788,"Blas Rosales 5395, Córdoba, Argentina"
789,"San Martín 399, El Hoyo, Chubut, Argentina"
790,"Calle 835 785, Villa la Florida, Provincia de Buenos Aires, Argentina"
791,"Avenida San Martín 603, Mina Clavero, Córdoba, Argentina"
792,"Eduardo Elordi 1164, San Carlos de Bariloche, Río Negro, Argentina"
793,"Francisco Pascasio Moreno 59, San Carlos de Bariloche, Río Negro, Argentina"
794,"Bv Poniente Umberto Arturo Illia 417, Centro, ASE, Córdoba, Argentina"
795,"Av. Fuerza Aérea 4730, Córdoba, Argentina"
796,"Avenida Colón 1126, Carhué, Provincia de Buenos Aires, Argentina"
797,"Boulevard Ascasubi 498, Bell Ville, Córdoba, Argentina"
798,"Av. España 8, Bell Ville, Córdoba, Argentina"
799,"Calle 33 1670, General Pico, La Pampa, Argentina"
800,"Sarmiento 288, Cruz del Eje, Córdoba, Argentina"
801,"Avenida Carlos F. Gauss 5904, X5021FHN, Córdoba, Argentina"
802,"Sarmiento 636, Villa de María, Córdoba, Argentina"
803,"San Martín 1451, Concepción del Uruguay, Entre Ríos, Argentina"
804,"Calle 12 1307, La Plata, Provincia de Buenos Aires, Argentina"
805,"Calle 7 1052, La Plata, Provincia de Buenos Aires, Argentina"
806,"Bv. San Juan 950, Gualeguay, Entre Ríos, Argentina"
807,"Avenida Serrana, La Punta, San Luis, Argentina"
808,"Av. San Martín 4151, Gran Buenos Aires, Provincia de Buenos Aires, Argentina"
809,"Av. Hipólito Yrigoyen 3765, Lanús, Provincia de Buenos Aires, Argentina"
810,"Av. Brig. Gral. Juan Manuel de Rosas 2212, Ingeniero Budge, Lomas de Zamora, Provincia de Buenos Aires, Argentina"
811,"Av. San Martín 3300, Lanús, Provincia de Buenos Aires, Argentina"
812,"Avenida 25 de Mayo 398, Lanús, Provincia de Buenos Aires, Argentina"
813,"Avenida Ramón J. Cárcano 427, Villa Carlos Paz, Córdoba, Argentina"
814,"Calle 22 703, Balcarce, Provincia de Buenos Aires, Argentina"
815,"Avenida Mitre 4701, Gran Buenos Aires, Avellaneda, Provincia de Buenos Aires, Argentina"
816,"Presidente Avellaneda 2502, Lanús, Provincia de Buenos Aires, Argentina"
817,"Av. San Martín 3737, Lanús, Provincia de Buenos Aires, Argentina"
818,"Av. Hipólito Yrigoyen 6200, Gran Buenos Aires, Lanús, Provincia de Buenos Aires, Argentina"
819,"Avenida Rivadavia 300, Quilmes, Provincia de Buenos Aires, Argentina"
820,"9 de Julio 102, Bernal, Provincia de Buenos Aires, Argentina"
821,"Avenida Manuel Belgrano 900, Avellaneda, Provincia de Buenos Aires, Argentina"
822,"CIE, Alsina 214, Avellaneda, Provincia de Buenos Aires, Argentina"
823,"Av. San Martín 2201, Lanús, Provincia de Buenos Aires, Argentina"
824,"Av. Crisólogo Larralde 4602, Villa Dominico, Avellaneda, Provincia de Buenos Aires, Argentina"
825,"José Álvarez Condarco 1586, Monte Chingolo, Provincia de Buenos Aires, Argentina"
826,"Monteagudo 101, Buenos Aires, Argentina"
827,"Virgen de Itatí 909, Villa Centenario, Lomas de Zamora, Provincia de Buenos Aires, Argentina"
828,"Eva Perón 4743, Monte Chingolo, Provincia de Buenos Aires, Argentina"
829,"Avenida Remedios de Escalada de San Martín 1307, Gerli, Lanús, Provincia de Buenos Aires, Argentina"
830,"Gral. Olazábal 4606, Lanús, Provincia de Buenos Aires, Argentina"
831,"Coronel Warnes 3861, Lanús, Provincia de Buenos Aires, Argentina"
832,"Adolfo Alsina 649, Burzaco, Provincia de Buenos Aires, Argentina"
833,"Adolfo Alsina 998, Burzaco, Provincia de Buenos Aires, Argentina"
834,"Avenida Ramón Castillo 1722, CABA, Argentina"
835,"Supermercado Autoservicio Bargellini Y Cia SA, Suardi, Santa Fe, Argentina"
836,"Caseros 1298, San Cristobal, Santa Fe, Argentina"
837,"9 de Julio & Buenos Aires, Pampa del Infierno, Chaco, Argentina"
838,"Los Frentones, Chaco, Argentina"
839,"Boulevard Ascasubi 217, Bell Ville, Córdoba, Argentina"
840,"Corrientes 1532, Rosario, Santa Fe, Argentina"
841,"Farmacia Catriel, Avenida Roque Sáenz Peña 240, Catriel, Río Negro, Argentina"
842,"Alvear 255, Apóstoles, Misiones, Argentina"
843,"Avenida Hipólito Yrigoyen 410, Catriel, Río Negro, Argentina"
844,"Calle 41 791, La Plata, Provincia de Buenos Aires, Argentina"
845,"Gregorio Ramírez 501, Vicuña Mackenna, Córdoba, Argentina"
846,"Corrientes 1224, Ituzaingó, Corrientes, Argentina"
847,"Av. San Martín & Chile, Jardín America, Misiones, Argentina"
848,"Las Heras 798, Azara, Apóstoles, Misiones, Argentina"
849,"9 De Julio 1442, Villa Ocampo, Santa Fe, Argentina"
850,"Avenida Agustín Quaranta 702, Etruria, Córdoba, Argentina"
851,"Alvear 1011, Apóstoles, Misiones, Argentina"
852,"General Tomás Guido 718, Morón, Provincia de Buenos Aires, Argentina"
853,"Chile 199, Villa María, Córdoba, Argentina"
854,"Monseñor Boxler 527, Santa Anita, Entre Ríos, Argentina"
855,"Río Negro 5344, Villa El Libertador, Córdoba, Argentina"
856,"Cacheuta 3238, Altos de Vélez Sársfield, HLB, Córdoba, Argentina"
857,"Arica 13, Santa Rosa Residencial, Córdoba, Argentina"
858,"Bulevar Independencia 542, Fuentes, Santa Fe, Argentina"
859,"España 2199, Casilda, Santa Fe, Argentina"
860,"25 de Mayo 895, Ministro Rivadavia, Provincia de Buenos Aires, Argentina"
861,"Av. Berlin 2, Longchamps, Provincia de Buenos Aires, Argentina"
862,"Av. Hipólito Yrigoyen 20906, Glew, Provincia de Buenos Aires, Argentina"
863,"Av. Arturo Jauretche 782, Guernica, Provincia de Buenos Aires, Argentina"
864,"Aeronáutica Argentina 6, Glew, Provincia de Buenos Aires, Argentina"
865,"Avenida Catamarca 1603, Río Tercero, Córdoba, Argentina"
866,"Alberdi 601, Río Cuarto, Córdoba, Argentina"
867,"Belgrano 966, Apóstoles, Misiones, Argentina"
868,"Diagonal Sur 99, Alta Gracia, Córdoba, Argentina"
869,"Avenida Ángel Gallardo 701, San Carlos de Bariloche, Río Negro, Argentina"
870,"Hipólito Yrigoyen 1059, Tandil, Provincia de Buenos Aires, Argentina"
871,"Av. Fuerza Aerea Argentina 2831, Córdoba, Argentina"
872,"Jacinto de Altolaguirre 1866, Córdoba, Argentina"
873,"Avenida Hipólito Yrigoyen 377, San Rafael, Mendoza, Argentina"
874,"Av. Mitre 2114, San Rafael, Mendoza, Argentina"
875,"Güemes 3701, Santa Fe de la Vera Cruz, Santa Fe, Argentina"
876,"República 634, San Fernando del Valle de Catamarca, Catamarca, Argentina"
877,"Avenida Eduardo Madero 1180, Buenos Aires, Argentina"
878,"Av. Juan Bautista Alberdi, Buenos Aires, Argentina"
879,"Gobernador Marcelino Ugarte 1728, Olivos, Buenos Aires Province, Argentina"
880,"Larrea 1249, ABI, Buenos Aires, Argentina"
881,"Avenida Juan Kelly 993, Balcarce, Provincia de Buenos Aires, Argentina"
882,"Av. Mario Bravo 502, Mar del Plata, Provincia de Buenos Aires, Argentina"
883,"Av. Colón 6699, Mar del Plata, Provincia de Buenos Aires, Argentina"
884,"San Juan 601, Rosario, Santa Fe, Argentina"
885,"20 de Junio 6, Chichinales, Río Negro, Argentina"
886,"Padre Ángel Tibaldo 1034, Villa Ocampo, Santa Fe, Argentina"
887,"Padre Ángel Tibaldo 1034, Villa Ocampo, Santa Fe, Argentina"
888,"Padre Ángel Tibaldo 1034, Villa Ocampo, Santa Fe, Argentina"
889,"Brasil 934, Bahía Blanca, Provincia de Buenos Aires, Argentina"
890,"Apóstoles del Norte 851, Oberá, Misiones, Argentina"
891,"Avenida Rivadavia 3081, CABA, Argentina"
892,"Sarmiento 3499, CABA, Argentina"
893,"Av. de Mayo 297, Presidente Derqui, Provincia de Buenos Aires, Argentina"
894,"Av. Eva Duarte de Perón 1202, Grand Bourg, Provincia de Buenos Aires, Argentina"
895,"Domingo French 402, Morón, Provincia de Buenos Aires, Argentina"
896,"Vélez Sársfield 4875, Munro, Provincia de Buenos Aires, Argentina"
897,"Félix Ballester 2200, San Martín, Provincia de Buenos Aires, Argentina"
898,"Santiago del Estero 507, Benavidez, Provincia de Buenos Aires, Argentina"
899,"Sarratea 955, Boulogne, Provincia de Buenos Aires, Argentina"
900,"Av. Rivadavia 4544, CABA, Argentina"
901,"Av. Rivadavia 6327, CABA, Argentina"
902,"Blanco Encalada 2486, Boulogne, Provincia de Buenos Aires, Argentina"
903,"Avenida Juan Segundo Fernández 105, San Isidro, Provincia de Buenos Aires, Argentina"
904,"Colectora Oeste Ramal Escobar, Loma Verde, Provincia de Buenos Aires, Argentina"
905,"Av. del Libertador 13932, Martínez, Provincia de Buenos Aires, Argentina"
906,"Av. Ricardo Balbin 4114, Saavedra, AAZ, Buenos Aires, Argentina"
907,"Dr. René Favaloro 3395, Victoria, San Fernando, Provincia de Buenos Aires, Argentina"
908,"Av. Sta Fe 408, Acassuso, San Isidro, Provincia de Buenos Aires, Argentina"
909,"ABS, Av. Maipú 1860, Vicente López, Provincia de Buenos Aires, Argentina"
910,"Cuenca 3005, Villa del Parque, CABA, Argentina"
911,"Avenida Álvarez Jonte 3873, Villa del Parque, CABA, Argentina"
912,"Avenida General Mosconi 2102, EQN, Buenos Aires, Argentina"
913,"Independencia 988, Zárate, Provincia de Buenos Aires, Argentina"
914,"Domingo de Acassuso 4830, Munro, Provincia de Buenos Aires, Argentina"
915,"Mariano Moreno 1268, Villa Ocampo, Santa Fe, Argentina"
916,"Calle 2 7269, Mar del Tuyú, Provincia de Buenos Aires, Argentina"
917,"Av. Mate de Luna 4089, San Miguel de Tucumán, Tucumán, Argentina"
918,"Av. Rivadavia 2101, CABA, Argentina"
919,"Av. Pueyrredón 1184, CABA, Argentina"
920,"Av. Medrano 1773, GDC, CABA, Argentina"
921,"Av. Rivadavia 2398, CABA, Argentina"
922,"Avenida Santa Fe 2528, CABA, Argentina"
923,"Av. Pueyrredón 778, CABA, Argentina"
924,"España 802, Comodoro Rivadavia, Chubut, Argentina"
925,"Acceso a Avenida Almirante Brown 842, Rada Tilly, Chubut, Argentina"
926,"Misiónes 649, Bahía Blanca, Provincia de Buenos Aires, Argentina"
927,"Avenida 30 de Septiembre, La Rioja, Argentina"
928,"Avenida Exequiel Bustillo 6489, San Carlos de Bariloche, Río Negro, Argentina"
929,"Farmacia DOMENICONI, Belgrano, San Luis, Argentina"
930,"Calle 2 190, La Plata, Provincia de Buenos Aires, Argentina"
931,"Av. San Juan 3002, Buenos Aires, Argentina"
932,"Calle 2 7571, Mar del Tuyú, Provincia de Buenos Aires, Argentina"
933,"Avenida Belgrano 411, Alta Gracia, Córdoba, Argentina"
934,"Avenida Facundo Zuviría 5079, Santa Fe de la Vera Cruz, Santa Fe, Argentina"
935,"Bartolomé Mitre 786, San Jose de la Esquina, Córdoba, Argentina"
936,"Alberdi 954, Tartagal, Salta, Argentina"
937,"Farmacia ""Del Sol"", Maipú, Mendoza, Argentina"
938,"Farmacia del Huayco, José Pascual Jais, Andalgalá, Catamarca, Argentina"
939,"Av. Centenario 5454, Corrientes, Argentina"
940,"José P de Riglos 176, Orense, Provincia de Buenos Aires, Argentina"
941,"Garibaldi 1002, Temperley, Provincia de Buenos Aires, Argentina"
942,"Calle Salta 546, Juan José Castelli, Chaco, Argentina"
943,"Ozamis 1499, Maipú, Mendoza, Argentina"
944,"Consultorios médicos Consumed SRL, Calle 2, Santa Teresita, Provincia de Buenos Aires, Argentina"
945,"Av. Ocampo & Av. Colón, San Fernando del Valle de Catamarca, Catamarca, Argentina"
946,"Avenida Presidente Castillo 946, Villa Dolores, Catamarca, Argentina"
947,"Maipú Norte 717, San Fernando del Valle de Catamarca, Catamarca, Argentina"
948,"Avenida Belgrano 960, San Fernando del Valle de Catamarca, Catamarca, Argentina"
949,"Rivadavia 626, San Fernando del Valle de Catamarca, Catamarca, Argentina"
950,"Avenida Misiónes 2761, San Fernando del Valle de Catamarca, Catamarca, Argentina"
951,"Rivadavia 740, San Fernando del Valle de Catamarca, Catamarca, Argentina"
952,"Chacabuco 687, San Fernando del Valle de Catamarca, Catamarca, Argentina"
953,"Rivadavia & Mate de Luna, San Fernando del Valle de Catamarca, Catamarca, Argentina"
954,"Avenida Belgrano 101, San Fernando del Valle de Catamarca, Catamarca, Argentina"
955,"Av. Pres. Arturo Illia 1096, San Fernando del Valle de Catamarca, Catamarca, Argentina"
956,"Avenida Misiónes 2018, San Fernando del Valle de Catamarca, Catamarca, Argentina"
957,"Avenida San Nicolás de Bari 534, La Rioja, Argentina"
958,"Dalmacio Vélez Sárfield 902, La Rioja, Argentina"
959,"Av. Facundo Quiroga 1131, La Rioja, Argentina"
960,"Avenida Santa Rosa 2379, La Rioja, Argentina"
961,"Avenida Ortiz de Ocampo 3321, La Rioja, Argentina"
962,"Homero Coronel Montes 1850, Los Colorados, La Rioja, Argentina"
963,"Presidente Juan Domingo Perón 120, Maipú, Mendoza, Argentina"
964,"Belgrano 997, San Jorge, Santa Fe, Argentina"
965,"Urquiza 303, Colonia Alvear, Mendoza, Argentina"
966,"Avenida Tierney 299, Vicuña Mackenna, Córdoba, Argentina"
967,"Avenida Luis Vernet & Avenida Ortiz de Ocampo, La Rioja, Argentina"
968,"Consultorios médicos Consumed SRL, Calle 2, Santa Teresita, La Costa, Provincia de Buenos Aires, Argentina"
969,"Uruguay 1090, Buenos Aires, CABA, Argentina"
970,"Avenida San Martín 3098, Rosario, Santa Fe, Argentina"
971,"Blvd. Roque Sáenz Peña 328, San Francisco, Córdoba, Argentina"
972,"Hipólito Yrigoyen 399, San Francisco, Córdoba, Argentina"
973,"Constitución 120, San Vicente, Santa Fe, Argentina"
974,"Calle 302 195, Avellaneda, Santa Fe, Argentina"
975,"Florida 962, Pergamino, Provincia de Buenos Aires, Argentina"
976,"Juan José Castelli & Félix Caceres, Cruz del Eje, Córdoba, Argentina"
977,"Montevideo 1732, Rosario, Santa Fe, Argentina"
978,"Absalón Rojas 995, Santiago del Estero, Argentina"
979,"Bv. Sarmiento, Río Segundo, Córdoba, Argentina"
980,"Avenida Libertad 2718, Santiago del Estero, Argentina"
981,"San Martín 298, Santiago del Estero, Argentina"
982,"Avenida Coronel Antelo 706, Federal, Entre Ríos, Argentina"
983,"Lavadero Rutini, Urquiza, M5513 Maipú, Mendoza, Argentina"
984,"Córdoba 414, María Juana, Santa Fe, Argentina"
985,"Bartolomé Mitre 867, Comodoro Rivadavia, Chubut, Argentina"
986,"Sarmiento 394, Hasenkamp, Entre Ríos, Argentina"
987,"Avellaneda 139, Santiago del Estero, Argentina"
988,"Francisco Solano 158, Termas de Río Hondo, Santiago del Estero, Argentina"
989,"Av. Belgrano 2567, Santiago del Estero, Capital, Santiago del Estero, Argentina"
990,"25 de Mayo, Santiago del Estero, Argentina"
991,"Independencia 2580, Santiago del Estero, Argentina"
992,"Av. Rivadavia 1586, Comodoro Rivadavia, Chubut, Argentina"
993,"Av. Roca 316, Comodoro Rivadavia, Chubut, Argentina"
994,"Avenida John F. Kennedy 2772, Comodoro Rivadavia, Chubut, Argentina"
995,"Av. Polonia 507, Comodoro Rivadavia, Chubut, Argentina"
996,"Mitre 270, Santiago del Estero, Argentina"
997,"9 de Julio, Santiago del Estero, Argentina"
998,"Avenida Libertad 629, Santiago del Estero, Argentina"
999,"La Plata & Pellegrini, Santiago del Estero, Argentina"
1000,"Nogoyá 4418, Villa Devoto, Buenos Aires, Argentina"
1001,"Comuna 10, Avenida Lope de Vega 1055, CABA, Argentina"
1002,"Formosa 100, Buenos Aires, Argentina"
1003,"Avenida Savio 601, San Nicolás de Los Arroyos, Provincia de Buenos Aires, Argentina"
1004,"Avenida General Julio Argentino Roca 1152, General Roca, Río Negro, Argentina"
1005,"Mendoza 701, Salta, Argentina"
1006,"Cnel. Brandsen 2349, Ituzaingó, Provincia de Buenos Aires, Argentina"
1007,"San Martín 56, Córdoba, Argentina"
1008,"San Martín 791, Trelew, Chubut, Argentina"
1009,"San Martín 801, Comodoro Rivadavia, Chubut, Argentina"
1010,"Av. Alvear 978, Esquel, Chubut, Argentina"
1011,"Calle Uruguay 325, Sarmiento, Chubut, Argentina"
1012,"Martín Comodoro Rivadavia 596, Comodoro Rivadavia, Chubut, Argentina"
1013,"Pellegrini 502, Trelew, Chubut, Argentina"
1014,"Avenida Tehuelches 125, Comodoro Rivadavia, Chubut, Argentina"
1015,"Avenida Alejandro Maiz 625, Comodoro Rivadavia, Chubut, Argentina"
1016,"Avenida Capitán Fragata Moyano 1711, Rada Tilly, Chubut, Argentina"
1017,"Belgrano 702, Esquel, Chubut, Argentina"
1018,"Avenida Rivadavia 1255, Comodoro Rivadavia, Chubut, Argentina"
1019,"Avenida John F. Kennedy 3113, Comodoro Rivadavia, Chubut, Argentina"
1020,"Marcos A. Zar 398, Puerto Madryn, Chubut, Argentina"
1021,"Avenida José Ingenieros 1205, Comodoro Rivadavia, Chubut, Argentina"
1022,"Julián Murga 344, Comodoro Rivadavia, Chubut, Argentina"
1023,"Avenida Nahuel Huapi 515, Comodoro Rivadavia, Chubut, Argentina"
1024,"A. P. Bell 346, Trelew, Chubut, Argentina"
1025,"Belgrano 203, Lules, Tucumán, Argentina"
1026,"C. 1148 2440, B1891 Ingeniero Juan Allan, Provincia de Buenos Aires, Argentina"
1027,"W. de Tata 4996, Caseros, Provincia de Buenos Aires, Argentina"
1028,"Sarmiento 698, San Guillermo, Santa Fe, Argentina"
1029,"4 de Enero 2599, S3000 Santa Fe de la Vera Cruz, Santa Fe, Argentina"
1030,"Av. Corrientes 3999, Buenos Aires, Argentina"
1031,"Bahía Blanca 388, Buenos Aires, Argentina"
1032,"Av. Sir Alexander Fleming 801, Martínez, Provincia de Buenos Aires, Argentina"
1033,"Julio Argentino Roca 33, H3500 Resistencia, Chaco, Argentina"
1034,"Coronel Brandsen 1081, Ramos Mejía, Provincia de Buenos Aires, Argentina"
1035,"Av. Donato Álvarez 8720, Córdoba, Argentina"
1036,"Paraguay 990, Corrientes, Argentina"
1037,"Avenida Presidente Carlos Saúl Menem 653, La Rioja, Argentina"
1038,"Urquiza 1473, San Jorge, Santa Fe, Argentina"
1039,"Avenida Rivadavia 3600, Buenos Aires, Argentina"
1040,"Julio Argentino Roca 2509, Florida, Provincia de Buenos Aires, Argentina"
1041,"Pasaje Manuel Escalante 2687, Córdoba, Argentina"
1042,"Avenida 12 de Octubre 5054, Quilmes Oeste, Provincia de Buenos Aires, Argentina"
1043,"Coronel Brandsen 4257, San Justo, Provincia de Buenos Aires, Argentina"
1044,"Radio El Fueguino 572, Salta, Argentina"
1045,"Av. Lisandro de la Torre 38, Salta, Argentina"
1046,"Colegio Brentana, Juan XXIII, Cipolletti, Río Negro, Argentina"
1047,"25 de Mayo 401, Trelew, Chubut, Argentina"
1048,"Av. Libertad & Vicente López, Andalgalá, Catamarca, Argentina"
1049,"Avenida Ciro Echesortu 5, General Enrique Mosconi, Salta, Argentina"
1050,"Av. Perón 1198, Tandil, Provincia de Buenos Aires, Argentina"
1051,"Maestro Vidal 1700, Córdoba, Argentina"
1052,"Provincia de Jujuy 120, San Miguel de Tucumán, Tucumán, Argentina"
1053,"Zelarrayán 126, Bahía Blanca, Provincia de Buenos Aires, Argentina"
1054,"25 de Mayo 651, San Jose de Jachal, San Juan, Argentina"
1055,"Justo José de Urquiza 378, Rosario del Tala, Entre Ríos, Argentina"
1056,"Ciudad del Barco 3693, Córdoba, Argentina"
1057,"Av. Siria 79, San Pedro de Jujuy, Jujuy, Argentina"
1058,"Santiago del Estero 302, Paraná, Entre Ríos, Argentina"
1059,"Avenida Almafuerte 26, Paraná, Entre Ríos, Argentina"
1060,"Italia 498, Paraná, Entre Ríos, Argentina"
1061,"Gualeguaychú 655, Paraná, Entre Ríos, Argentina"
1062,"Avenida Eduardo Madero 1180, Buenos Aires, Argentina"
1063,"Tristán Malbrán 4224, Córdoba, Argentina"
1064,"25 de Mayo 571, B8109 Punta Alta, Provincia de Buenos Aires, Argentina"
1065,"Avenida Juan Segundo Fernández 105, San Isidro, Provincia de Buenos Aires, Argentina"
1066,"Santiago del Estero 690, Ingeniero Maschwitz, Provincia de Buenos Aires, Argentina"
1067,"Blanco Encalada 2486, Boulogne, San Isidro, Provincia de Buenos Aires, Argentina"
1068,"Av. del Libertador 13932, Martínez, Provincia de Buenos Aires, Argentina"
1069,"La Comarca, San Lorenzo, Salta, Argentina"
1070,"Siches 3977, Bahía Blanca, Provincia de Buenos Aires, Argentina"
1071,"Michael Jones 1346, Trelew, Chubut, Argentina"
1072,"Mitre 1122, Trelew, Chubut, Argentina"
1073,"Belgrano 790, Trelew, Chubut, Argentina"
1074,"Coronel Agustín Olmedo 1083, Córdoba, Argentina"
1075,"24 de Septiembre 179, Alta Gracia, Córdoba, Argentina"
1076,"General San Martín 459, Cipolletti, Río Negro, Argentina"
1077,"Colon 1754, Margarita, Vera, Santa Fe, Argentina"
1078,"Av. Campos 14, Lobería, Provincia de Buenos Aires, Argentina"
1079,"Fernández de Enciso 3947, Villa Devoto, Buenos Aires, Argentina"
1080,"San Martin 106, San Jose de Jachal, San Juan, Argentina"
1081,"Av. 25 de Mayo 875, Lanús, Provincia de Buenos Aires, Argentina"
1082,"Luisa Rosso 412, Río Grande, Tierra del Fuego, Argentina"
1083,"Eva Perón 120, Rufino, Santa Fe, Argentina"
1084,"Las Lomitas, Formosa, Argentina"
1085,"Las Lomitas, Formosa, Argentina"
1086,"Laguna Yema, Formosa, Argentina"
1087,"Formosa, Argentina"
1088,"Víctor Domingo Juárez, Formosa, Argentina"
1089,"Pirané, Formosa, Argentina"
1090,"Formosa, Fontana, Chaco, Argentina"
1091,"Víctor Domingo Juárez, Formosa, Argentina"
1092,"Avenida Belgrano Sur 1913, Santiago del Estero, Argentina"
1093,"Buenos Aires 446, Santiago del Estero, Argentina"
1094,"Avenida San Martín 180, La Banda, Santiago del Estero, Argentina"
1095,"Av. Rivadavia 2202, Buenos Aires, CABA, Argentina"
1096,"Farmacia la Gota, Avenida Francisco Beiró, HZT, Buenos Aires, Argentina"
1097,"Chedraui Selecto, Carretera Transpeninsular, San José del Cabo, B.C.S., México"
1098,"Cabo San Lucas, B.C.S., México"
1099,"Calle Ignacio Altamirano, Pueblo Nuevo, La Paz, B.C.S., México"
1100,"Boulevard Constituyentes de 1975 4120, Girasoles, La Paz, Baja California Sur, México"
1101,"Blvd. Forjadores, Bella Vista, La Paz, Baja California Sur, México"
1102,"Paseos de Zakia Poniente 4100, Fracc. Residencial Zákia, Santiago de Querétaro, Querétaro, México"
1103,"Campos Elíseos 116b, Polanco, Polanco V Sección, Ciudad de México, CDMX, México"
1104,"Farallón 96, Jardines del Moral, León, Guanajuato, México"
1105,"Gral. Belgrano 702, Y4600 San Salvador de Jujuy, Jujuy, Argentina"
1106,"Av. Isaac Newton 101, Chapultepec Morales, Polanco V Secc, 11560 Ciudad de México, CDMX, México"
1107,"Coronel Agustín Olmedo 1083, Córdoba, Argentina"
1108,"Juan Bautista Alberdi 398, Sáenz Peña, Chaco, Argentina"
1109,"Juan Francisco Seguí 1455, Grand Bourg, Provincia de Buenos Aires, Argentina"
1110,"Av. República Argentina 757, Puerto Iguazú, Misiones, Argentina"
1111,"Av. San Martin 636, Cosquín, Córdoba, Argentina"
1112,"Av. San Martin 949, Cosquín, Córdoba, Argentina"
1113,"Bacum 63, Álvaro Obregón, Ciudad de México, CDMX, México"
1114,"Colima 107, Roma Norte, Ciudad de México, CDMX, México"
1115,"Julio Argentino Roca 1350, El Calafate, Santa Cruz, Argentina"
1116,"Calle 9 número 641, Veinticinco de Mayo, Provincia de Buenos Aires, Argentina"
1117,"Sáenz Peña 1613, Moreno, Provincia de Buenos Aires, Argentina"
1118,"Av. Don Bosco 310, Los Condores, Córdoba, Argentina"
1119,"16 de Septiembre, Cedro, 92930 Tihuatlán, Veracruz, México"
1120,"Boulevard Miguel Alemán 2900, Huilango, Córdoba, Veracruz, México"
1121,"Paseo del Abanico 331-local 9, San Gil, Qro., México"
1122,"Avenida 24 de Septiembre 1684, FTT, Córdoba, Argentina"
1123,"Cerrada Hidalgo 21, Tonalá Centro, Tonalá, Jal., México"
1124,"farmaplus, Avenida Central Norte, central sur, Heroica Puebla de Zaragoza, Pue., México"
1125,"Farmacia Callegari, Juan E. De la Fuente, General Belgrano, Provincia de Buenos Aires, Argentina"
1126,"Av. 25 de Mayo & San Antonio de Padua, Ibarreta, Formosa, Argentina"
1127,"Avenida Camino del Perú, San Miguel de Tucumán, Tucumán, Argentina"
1128,"Alfredo Chavero 49, Colonia Obrera, Ciudad de México, CDMX, México"
1129,"Edificio Farallon 96, Farallón, Jardines del Moral, León, Guanajuato, México"
1130,"Ruta Provincial 20 149, San Luis, Argentina"
1131,"Farmacia San Agustín, Villa Angela, Chaco, Argentina"
1132,"Avenida del Libertador Norte 1178, San Francisco, Córdoba, Argentina"
1133,"Malinalco, Méx., México"
1134,"Avenida del Progreso 1-v, San Juan, 52440 Malinalco, Méx., México"
1135,"Puebla 7, Roma Nte., 06700 Ciudad de México, CDMX, México"
1136,"Cornelio Saavedra & General José de San Martín, Neuquén, Argentina"
1137,"Avenida San Martín 7277, Buenos Aires, Argentina"
1138,"Novena Norte, Juárez, Puerto Escondido, Oax., México"
1139,"San Manuel, Pue., México"
1140,"20 de Noviembre 100, Centro Histórico de la Cdad. de México, Centro, Ciudad de México, CDMX, México"
1141,"Ciudad de México, CDMX, México"
1142,"Los Antiguos, Santa Cruz, Argentina"
1143,"Avenida Parque Lira 31, San Miguel Chapultepec I Sección, Ciudad de México, CDMX, México"
1144,"Av. Duarte Quirós 377, Córdoba, Argentina"
1145,"Desierto de Iran 1505-48, Cerrada del Parque, Juárez, Chih., México"
1146,"Farmacia Yacomi, Formosa, Argentina"
1147,"FARMACIAS altimed, Avenida San Gaspar, Jalisco IV Sección, Tonalá, Jal., México"
1148,"Echeverría, Guadalajara, Jal., México"
1149,"Puente Internacional San Ignacio de Loyola, Clorinda, Formosa, Argentina"
1150,"Amador Chapa 605, Profesor Federico Berrueto Ramón, Sabinas, Coah., México"
