point_of_sale_id,super_catalog_id,unidades_pedidas,precio_minimo,geo_zone,vendor_id,name,base_price,percentage,precio_vendedor,precio_total_vendedor,status,valor_total_vendedor
2138,7502227426111,4.0,24.0,Jalisco,1152,México,21.8594,0.0,21.8594,87.4376,,87.4376
2138,785118754242,2.0,45.0,Jalisco,1160,Jalisco,40.83,0.0,40.83,81.66,,81.66
2138,7501384504908,4.0,19.6,Jalisco,1152,México,17.9299,0.0,17.9299,71.7196,,71.7196
2139,7506425625550,2.0,31.98,Jalisco,1156,México,31.63,0.0,31.63,63.26,,63.26
2139,7502216803657,3.0,158.58,Jalisco,1159,México,19.72,0.0,19.72,59.16,,59.16
2138,7451079003523,1.0,58.49,Jalisco,1156,México,55.87,0.0,55.87,55.87,,55.87
2139,7501299303078,1.0,57.25,Jalisco,1159,México,50.3208,0.0,50.3208,50.3208,,50.3208
2139,75006471,2.0,6.0,Jalisco,1160,Jalisco,5.35,0.0,5.35,10.7,,10.7
1692,7501547509016,200.0,60.0,Michoacán,1152,México,58.8368,0.0,58.8368,11767.359999999999,,11767.359999999999
1692,7502009746208,100.0,68.2,Michoacán,1152,México,66.5899,0.0,66.5899,6658.99,,6658.99
1692,7501258205474,20.0,147.26,Michoacán,1159,México,128.3772,0.0,128.3772,2567.544,,2567.544
1692,7501349022485,200.0,11.05,Michoacán,1152,México,10.4003,0.0,10.4003,2080.06,,2080.06
1692,7502009740732,80.0,23.84,Michoacán,1152,México,23.2712,0.0,23.2712,1861.696,,1861.696
1692,7503000422702,30.0,23.5,Michoacán,1152,México,22.9418,0.0,22.9418,688.254,,688.254
1692,7502006923558,30.0,21.94,Michoacán,1159,México,21.46,0.0,21.46,643.8000000000001,,643.8000000000001
1692,7502009742132,20.0,27.51,Michoacán,1159,México,24.4412,0.0,24.4412,488.82399999999996,,488.82399999999996
1445,75024659,1.0,53.94,Michoacán,1159,México,40.368,0.0,40.368,40.368,,40.368
1445,7502009746154,1.0,11.84,Michoacán,1150,México,11.5962,0.0,11.5962,11.5962,,11.5962
1421,7501122962106,3.0,140.35,Michoacán de Ocampo,1159,México,138.504,0.0,138.504,415.51199999999994,,415.51199999999994
1421,7502009742781,2.0,97.9,Michoacán de Ocampo,1150,México,82.8366,0.0,82.8366,165.6732,,165.6732
1421,7501075719260,2.0,95.99,Michoacán de Ocampo,1150,México,48.4176,0.0,48.4176,96.8352,,96.8352
1421,7506335702501,2.0,91.72,Michoacán de Ocampo,1150,México,47.1356,0.0,47.1356,94.2712,,94.2712
1421,7502240450780,2.0,43.39,Michoacán de Ocampo,1161,Michoacán de Ocampo,41.6104,0.0,41.6104,83.2208,,83.2208
1421,7502225092486,2.0,82.12,Michoacán de Ocampo,1150,México,31.1042,0.0,31.1042,62.2084,,62.2084
1421,7501825302599,1.0,78.69,Michoacán de Ocampo,1150,México,61.9542,0.0,61.9542,61.9542,,61.9542
1421,7503003738879,2.0,27.35,Michoacán de Ocampo,1161,Michoacán de Ocampo,17.7935,0.0,17.7935,35.587,,35.587
1421,759684231452,3.0,13.22,Michoacán de Ocampo,1161,Michoacán de Ocampo,11.4026,0.0,11.4026,34.2078,,34.2078
1421,7502211780229,1.0,35.9,Michoacán de Ocampo,1161,Michoacán de Ocampo,27.987,0.0,27.987,27.987,,27.987
1421,7501478315762,1.0,35.28,Michoacán de Ocampo,1152,México,27.5183,0.0,27.5183,27.5183,,27.5183
1610,7503007822918,2.0,3855.48,Nuevo León,1156,México,3705.97,0.0,3705.97,7411.94,,7411.94
1610,7502009747458,3.0,467.05,Nuevo León,1150,México,464.6565,0.0,464.6565,1393.9695,,1393.9695
1610,7501318614376,1.0,1358.49,Nuevo León,1153,México,1049.0,0.0,1049.0,1049.0,,1049.0
1610,5391189330671,1.0,861.67,Nuevo León,1156,México,812.9,0.0,812.9,812.9,,812.9
1610,7503007822284,2.0,349.91,Nuevo León,1156,México,336.34,0.0,336.34,672.68,,672.68
1610,7501298209067,1.0,637.96,Nuevo León,1159,México,497.4428,0.0,497.4428,497.4428,,497.4428
1610,7501298217130,1.0,585.64,Nuevo León,1156,México,465.03,0.0,465.03,465.03,,465.03
1610,7501298214429,1.0,542.84,Nuevo León,1159,México,418.5294,0.0,418.5294,418.5294,,418.5294
1610,7501299306475,5.0,85.78,Nuevo León,1159,México,82.302,0.0,82.302,411.51000000000005,,411.51000000000005
1610,7501300421982,1.0,313.75,Nuevo León,1156,México,300.0,0.0,300.0,300.0,,300.0
1610,7501298269009,1.0,476.78,Nuevo León,1153,México,299.0,0.0,299.0,299.0,,299.0
1610,7501101627224,1.0,329.84,Nuevo León,1159,México,297.5052,0.0,297.5052,297.5052,,297.5052
1610,7506442700490,3.0,45.88,Nuevo León,1155,Nuevo León,43.33,0.3,43.45999,130.37997,,130.37997
1610,7501109763986,4.0,14.69,Nuevo León,1152,México,14.4474,0.0,14.4474,57.7896,,57.7896
1610,7501056360429,1.0,56.07,Nuevo León,1152,México,55.2675,0.0,55.2675,55.2675,,55.2675
1610,7501125100901,2.0,86.55,Nuevo León,1155,Nuevo León,24.24,0.3,24.31272,48.62544,,48.62544
1501,7891317027513,1.0,609.5,Oaxaca,1159,México,601.3324,0.0,601.3324,601.3324,,601.3324
1527,7501299330371,1.0,580.0,Oaxaca,1159,México,574.4088,0.0,574.4088,574.4088,,574.4088
1527,7501314702718,1.0,493.53,Oaxaca,1156,México,476.1,0.0,476.1,476.1,,476.1
1527,7501314701216,1.0,480.42,Oaxaca,1156,México,462.3,0.0,462.3,462.3,,462.3
1527,7501314701940,1.0,500.79,Oaxaca,1159,México,454.72,0.0,454.72,454.72,,454.72
1527,7501314705313,1.0,438.1,Oaxaca,1156,México,434.7,0.0,434.7,434.7,,434.7
1501,7501298244907,1.0,749.22,Oaxaca,1159,México,417.6,0.0,417.6,417.6,,417.6
1527,7501390919956,1.0,363.01,Oaxaca,1156,México,349.05,0.0,349.05,349.05,,349.05
1501,7501123018024,1.0,333.29,Oaxaca,1159,México,302.8174,0.0,302.8174,302.8174,,302.8174
1501,8400009265,2.0,99.27,Oaxaca,1152,México,85.2963,0.0,85.2963,170.5926,,170.5926
1527,7501314703821,1.0,139.11,Oaxaca,1156,México,138.0,0.0,138.0,138.0,,138.0
1501,7501299301067,2.0,75.0,Oaxaca,1152,México,63.9428,0.0,63.9428,127.8856,,127.8856
1527,650240006654,2.0,73.82,Oaxaca,1152,México,62.5024,0.0,62.5024,125.0048,,125.0048
1501,7501384541163,2.0,18.9,Oaxaca,1152,México,16.471,0.0,16.471,32.942,,32.942
1527,650240052545,1.0,32.48,Oaxaca,1152,México,32.0479,0.0,32.0479,32.0479,,32.0479
1501,785120754766,1.0,9.59,Oaxaca,1150,México,9.5288,0.0,9.5288,9.5288,,9.5288
1320,7501298216409,2.0,1095.78,Sonora,1156,México,924.68,0.0,924.68,1849.36,,1849.36
1320,7501300421296,2.0,340.0,Sonora,1156,México,322.5,0.0,322.5,645.0,,645.0
1320,7502216930865,2.0,273.0,Sonora,1152,México,271.795,0.0,271.795,543.59,2.0,543.59
